Id,Subject,MainText,Text,TextTokens,TextTopics,TopicPercentages
99_3355_5,feature request,Only thing I wish it would do would allow me to print from my iPad easily ,feature request Only thing I wish it would do would allow me to print from my iPad easily,[],[],[]
99_3358_5,feature request,I just miss the you could save the photos in your iPhone but other than that I m in love with this app ,feature request I just miss the you could save the photos in your iPhone but other than that I m in love with this app,[],[],[]
99_3370_5,feature request,I wish I could have the last version back ,feature request I wish I could have the last version back,[],[],[]
99_3420_5,feature request,And please add tags bc the search feature becomes useless when my description just says cute or adorable and I have to search my entire board to find something ,feature request And please add tags bc the search feature becomes useless when my description just says cute or adorable and I have to search my entire board to find something,[],[],[]
99_3423_5,feature request,They just need to update the layout I fill like everything is hidden I want a better task bar ,feature request They just need to update the layout I fill like everything is hidden I want a better task bar,[],[],[]
99_3425_5,feature request,boards subjects should have some type of restrictions or distinguishing key phrases ,feature request boards subjects should have some type of restrictions or distinguishing key phrases,[],[],[]
99_3441_5,feature request,Please restore a way to open pin links in external browser or let us save photos ,feature request Please restore a way to open pin links in external browser or let us save photos,[],[],[]
99_3442_5,feature request,I just wish that you could have more secret boards ,feature request I just wish that you could have more secret boards,[],[],[]
99_3449_5,feature request,If only every pin had a direct link to how to buy it or the items inside ,feature request If only every pin had a direct link to how to buy it or the items inside,[],[],[]
99_3455_5,feature request,Please bring that back ,feature request Please bring that back,[],[],[]
99_3456_5,feature request,Please bring back the save to camera roll ,feature request Please bring back the save to camera roll,[],[],[]
99_3461_5,feature request,Please repost the old one so we can downgrade ,feature request Please repost the old one so we can downgrade,[],[],[]
99_3466_5,feature request,Please bring back the old ,feature request Please bring back the old,[],[],[]
99_3467_5,feature request,Please change it back I hate everything about it ,feature request Please change it back I hate everything about it,[],[],[]
99_3474_5,feature request,I just wish it would allow your to scroll through the home page with one column rather than 2 on the iPhone ,feature request I just wish it would allow your to scroll through the home page with one column rather than 2 on the iPhone,[],[],[]
99_3484_5,feature request,I do not like how some pins lead you to a dead site those should be removed ,feature request I do not like how some pins lead you to a dead site those should be removed,[],[],[]
99_3525_5,feature request,It would be nice if one could rearrange boards on page to have categories that are similar be next to each other or just to be able to arrange the boards on page to ones liking ,feature request It would be nice if one could rearrange boards on page to have categories that are similar be next to each other or just to be able to arrange the boards on page to ones liking,[],[],[]
99_3530_5,feature request,It would be cool to see some type of messaging system integrated where you could suggest a pin to a friend or be alerted if one of your friends commented on something you pinned ,feature request It would be cool to see some type of messaging system integrated where you could suggest a pin to a friend or be alerted if one of your friends commented on something you pinned,[],[],[]
99_3542_5,feature request,Please release an update to fix this ,feature request Please release an update to fix this,[],[],[]
99_3547_5,feature request,However I wish there was an way to alphabetize my boards ,feature request However I wish there was an way to alphabetize my boards,[],[],[]
99_3562_5,feature request,But I wish you could move more than one pin at a time to a new board ,feature request But I wish you could move more than one pin at a time to a new board,[],[],[]
99_3595_5,feature request,I wish you were able to create sub boards ,feature request I wish you were able to create sub boards,[],[],[]
99_3632_5,feature request,The one thing that is missing something I d like to see is red light notifications like the website version has ,feature request The one thing that is missing something I d like to see is red light notifications like the website version has,[],[],[]
99_3647_5,feature request,Art support Waiting for the update since a month all the other apps except whatsapp supports it coz of which I can t use art ,feature request Art support Waiting for the update since a month all the other apps except whatsapp supports it coz of which I can t use art,[],[],[]
99_3652_5,feature request,How abt u give the android users the same functionality ,feature request How abt u give the android users the same functionality,[],[],[]
99_3654_5,feature request,above average as it needs more emotions ,feature request above average as it needs more emotions,[],[],[]
99_3659_5,feature request,Please make an Update of LAST SEEN FREEZE or HIDE LAST SEEN options ,feature request Please make an Update of LAST SEEN FREEZE or HIDE LAST SEEN options,[],[],[]
99_3661_5,feature request,Media sharing Its good but can be better and if mb in media sharing can incresed then it will be excenlt so please improve it so that I can give it 5 stars,feature request Media sharing Its good but can be better and if mb in media sharing can incresed then it will be excenlt so please improve it so that I can give it 5 stars,[],[],[]
99_3662_5,feature request,Please Add More Features Please Add More Features Like Whatsapp plus ,feature request Please Add More Features Please Add More Features Like Whatsapp plus,[],[],[]
99_3665_5,feature request,It should have a built in protection system ,feature request It should have a built in protection system,[],[],[]
99_3671_5,feature request,S4 Please we need a Zimbabwean flag,feature request S4 Please we need a Zimbabwean flag,[],[],[]
99_3684_5,feature request,Please get more games soon can t take the wait ,feature request Please get more games soon can t take the wait,[],[],[]
99_3692_5,feature request,Second why not use background update feature of ios7 to do it rather than the awkward location based method ,feature request Second why not use background update feature of ios7 to do it rather than the awkward location based method,[],[],[]
99_3698_5,feature request,Movies should be separated out from videos just like in the Photos app ,feature request Movies should be separated out from videos just like in the Photos app,[],[],[]
99_3700_5,feature request,Please change this ,feature request Please change this,[],[],[]
99_3704_5,feature request,All these updates and I still can t rename things ,feature request All these updates and I still can t rename things,[],[],[]
99_3707_5,feature request,Why no backward compatibility to iOS 6 ,feature request Why no backward compatibility to iOS 6,[],[],[]
99_3710_5,feature request,This app needs to support older OS versions ,feature request This app needs to support older OS versions,[],[],[]
99_3718_5,feature request,The app really needs a proper TODO list that functions as a completed and not competed list ,feature request The app really needs a proper TODO list that functions as a completed and not competed list,[],[],[]
99_3721_5,feature request,It was a wonderful app before and now it almost takes a manual to figure out how to use it ,feature request It was a wonderful app before and now it almost takes a manual to figure out how to use it,[],[],[]
99_3723_5,feature request, n nSecond it needs a way to export multiple notes at once to Word so that notes can be edited and compiled into articles and papers for publishing ,feature request  n nSecond it needs a way to export multiple notes at once to Word so that notes can be edited and compiled into articles and papers for publishing,[],[],[]
99_3733_5,feature request, n nI d give 5 stars but Evernote really need to give feature parity with their desktop version ,feature request  n nI d give 5 stars but Evernote really need to give feature parity with their desktop version,[],[],[]
99_3742_5,feature request,Please do take out the marketplace and announcement ads though ,feature request Please do take out the marketplace and announcement ads though,[],[],[]
99_3743_5,feature request,You can t search within a specific notebook without typing in code very time consuming even IF you can figure out how to do it ,feature request You can t search within a specific notebook without typing in code very time consuming even IF you can figure out how to do it,[],[],[]
99_3744_5,feature request,The list of search results should show the line of the found text so you can see quickly if that s what you re looking for without having to open it ,feature request The list of search results should show the line of the found text so you can see quickly if that s what you re looking for without having to open it,[],[],[]
99_3745_5,feature request, n nWish I could create tables since I use this mostly to trap info for reference ,feature request  n nWish I could create tables since I use this mostly to trap info for reference,[],[],[]
99_3746_5,feature request,There are things it would be nice if EN could do but maybe we re all getting spoiled ,feature request There are things it would be nice if EN could do but maybe we re all getting spoiled,[],[],[]
99_3755_5,feature request,Also wish there was a way to view all notes in Flipboard and to display alerts for random notes ,feature request Also wish there was a way to view all notes in Flipboard and to display alerts for random notes,[],[],[]
99_3763_5,feature request,It would be nice to have a word counter feature though ,feature request It would be nice to have a word counter feature though,[],[],[]
99_3768_5,feature request,The font is smaller than that of any other app I use and there is NO way to control it short of using Evernote through a web browser which entirely defeats the purpose ,feature request The font is smaller than that of any other app I use and there is NO way to control it short of using Evernote through a web browser which entirely defeats the purpose,[],[],[]
99_3782_5,feature request,It s time for Evernote to take a good hard look at its software and start pulling features ,feature request It s time for Evernote to take a good hard look at its software and start pulling features,[],[],[]
99_3784_5,feature request,This app is ok but we need to get these machines to be more than places to brain dump ,feature request This app is ok but we need to get these machines to be more than places to brain dump,[],[],[]
99_3786_5,feature request,I would use it exclusively if it had spreadsheet editing capabilities ,feature request I would use it exclusively if it had spreadsheet editing capabilities,[],[],[]
99_3789_5,feature request,My only wish list item would be a URL scheme for passing information to the app or opening a search from elsewhere something Launch Center Pro could use ,feature request My only wish list item would be a URL scheme for passing information to the app or opening a search from elsewhere something Launch Center Pro could use,[],[],[]
99_3803_5,feature request,This can be frustrating when your in the middle of adding important ingredients ,feature request This can be frustrating when your in the middle of adding important ingredients,[],[],[]
99_3804_5,feature request, nBut you should be able to rearrange your boards on here ,feature request  nBut you should be able to rearrange your boards on here,[],[],[]
99_3810_5,feature request,I recommend some improvements such as being able to rearrange pins and boards on the app ,feature request I recommend some improvements such as being able to rearrange pins and boards on the app,[],[],[]
99_3815_5,feature request,It needed to happen ,feature request It needed to happen,[],[],[]
99_3827_5,feature request, nIt still needs improvements at the functionality level such as allowing a bigger number of secret boards more flexibility in the search of pins pinners and boards and more flexibility in the display on one s pins and boards and boards that are followed ,feature request  nIt still needs improvements at the functionality level such as allowing a bigger number of secret boards more flexibility in the search of pins pinners and boards and more flexibility in the display on one s pins and boards and boards that are followed,[],[],[]
99_3830_5,feature request, I think it could be better by being able to private message someone though you could block the person from messaging if needed ,feature request  I think it could be better by being able to private message someone though you could block the person from messaging if needed,[],[],[]
99_3831_5,feature request,Also I think it could be better if a pin could be deleted from your group board like for example if it was inappropriate and you didn t want it on your board and also if you didn t need to follow a person back for them to be added to a group board ,feature request Also I think it could be better if a pin could be deleted from your group board like for example if it was inappropriate and you didn t want it on your board and also if you didn t need to follow a person back for them to be added to a group board,[],[],[]
99_3843_5,feature request,Please add a back to top of page button ,feature request Please add a back to top of page button,[],[],[]
99_3847_5,feature request,The app is hard to see clearly on my phone maybe I need to get the iPad ,feature request The app is hard to see clearly on my phone maybe I need to get the iPad,[],[],[]
99_3855_5,feature request,The only issue with this app is the lack of ability to print a pin from within the app you have to open in safari and that is to many extra steps please add a print button ,feature request The only issue with this app is the lack of ability to print a pin from within the app you have to open in safari and that is to many extra steps please add a print button,[],[],[]
99_3858_5,feature request,Can you try to add some instructions or a replay for when you first join ,feature request Can you try to add some instructions or a replay for when you first join,[],[],[]
99_3859_5,feature request,That I need to ask ,feature request That I need to ask,[],[],[]
99_3863_5,feature request,I love fantasy art picture but you need to do if people like us is more easy phone to select action a picture ,feature request I love fantasy art picture but you need to do if people like us is more easy phone to select action a picture,[],[],[]
99_3866_5,feature request,Brittany Lauren Please please please give us an update to be able to search for pins on our boards ,feature request Brittany Lauren Please please please give us an update to be able to search for pins on our boards,[],[],[]
99_3869_5,feature request,I learn a lot from what other folks post it lacks a reliable search function it needs to add a setting of BOARDS PERSONS I FOLLOW ,feature request I learn a lot from what other folks post it lacks a reliable search function it needs to add a setting of BOARDS PERSONS I FOLLOW,[],[],[]
99_3871_5,feature request,The only bad thing about it is that you can t get on it without wifi ,feature request The only bad thing about it is that you can t get on it without wifi,[],[],[]
99_3872_5,feature request,Minus one star for occasional crashes of the app and I wish there was a better way to keep people from pinning links to spammy websites ,feature request Minus one star for occasional crashes of the app and I wish there was a better way to keep people from pinning links to spammy websites,[],[],[]
99_3877_5,feature request,Please take off the new update where it recommends sending certain pins to people who may like it on your Facebook friends list ,feature request Please take off the new update where it recommends sending certain pins to people who may like it on your Facebook friends list,[],[],[]
99_3883_5,feature request,But I wish there were a way to organize pins within boards like sub boards or something ,feature request But I wish there were a way to organize pins within boards like sub boards or something,[],[],[]
99_3885_5,feature request,I enjoy using Pinterest on the iPad and iPhone but some features like the ability to change the cover image of a board are missing ,feature request I enjoy using Pinterest on the iPad and iPhone but some features like the ability to change the cover image of a board are missing,[],[],[]
99_3904_5,feature request,For those who like to visually learn read and live this app fits the personal functionality I need in order for the platform to be an intuitive seamless process regardless of the task I m attempting to perform ,feature request For those who like to visually learn read and live this app fits the personal functionality I need in order for the platform to be an intuitive seamless process regardless of the task I m attempting to perform,[],[],[]
99_3905_5,feature request,I wish you could still pin without opening ,feature request I wish you could still pin without opening,[],[],[]
99_3906_5,feature request,I wish there was some type of messenger available ,feature request I wish there was some type of messenger available,[],[],[]
99_3907_5,feature request,It would be nice to be able to respond to pins that have been sent to us with a message ,feature request It would be nice to be able to respond to pins that have been sent to us with a message,[],[],[]
99_3910_5,feature request,I wish there was a way to take off your recently viewed categories ,feature request I wish there was a way to take off your recently viewed categories,[],[],[]
99_3913_5,feature request,I need Pinterest Anonymous ,feature request I need Pinterest Anonymous,[],[],[]
99_3917_5,feature request,And you know it would be great to be able to have more than 350 boards I have noticed some of the people I follow have more but I can t figure out how to do it ,feature request And you know it would be great to be able to have more than 350 boards I have noticed some of the people I follow have more but I can t figure out how to do it,[],[],[]
99_3919_5,feature request,The only improvement I suggest is to add the ability to zoom in on the pictures after they have been pinned ,feature request The only improvement I suggest is to add the ability to zoom in on the pictures after they have been pinned,[],[],[]
99_3928_5,feature request,Wish the app would allow you to view in both portrait and landscape format ,feature request Wish the app would allow you to view in both portrait and landscape format,[],[],[]
99_3944_5,feature request,This app needs an update ,feature request This app needs an update,[],[],[]
99_3946_5,feature request,The way I think is to categorize first and then comment but once you select a category you ve pinned it and then you must do the several step process of editing ,feature request The way I think is to categorize first and then comment but once you select a category you ve pinned it and then you must do the several step process of editing,[],[],[]
99_3972_5,feature request,Great app just wish it didn t glitch on occasion ,feature request Great app just wish it didn t glitch on occasion,[],[],[]
99_3988_5,feature request,The only thing I would love added to Pinterest overall is keywords because a lot of times the captions for the pin do not contain any information about what the pin is about and then there is no way to search for it ,feature request The only thing I would love added to Pinterest overall is keywords because a lot of times the captions for the pin do not contain any information about what the pin is about and then there is no way to search for it,[],[],[]
99_4001_5,feature request,The only thing I would like to see added is a find feature for every board considering how many pins I have now ,feature request The only thing I would like to see added is a find feature for every board considering how many pins I have now,[],[],[]
99_4003_5,feature request,Could add feature that loads more pins when you reach the bottom and run out of pins ,feature request Could add feature that loads more pins when you reach the bottom and run out of pins,[],[],[]
99_4015_5,feature request,I just wish they d add a Farm Ranch category ,feature request I just wish they d add a Farm Ranch category,[],[],[]
99_4017_5,feature request,Wish you could save images that you are trying to pin ,feature request Wish you could save images that you are trying to pin,[],[],[]
99_4027_5,feature request,We really need an open in safari button ,feature request We really need an open in safari button,[],[],[]
99_4029_5,feature request,I liked the list better I don t need a picture to know the category ,feature request I liked the list better I don t need a picture to know the category,[],[],[]
99_4030_5,feature request,My only complaint is that you can t search your own pins or likes as you can on a computer ,feature request My only complaint is that you can t search your own pins or likes as you can on a computer,[],[],[]
99_4031_5,feature request,Im a crafter I would like to see more patterns that go with these crafts like the havoc made with recycled bottles there not for sale but there is no pattern either ,feature request Im a crafter I would like to see more patterns that go with these crafts like the havoc made with recycled bottles there not for sale but there is no pattern either,[],[],[]
99_4043_5,feature request,Not impressed with update also need to put a sidebar on pins so you can see how far you have to scroll down to get to the bottom of a topic ,feature request Not impressed with update also need to put a sidebar on pins so you can see how far you have to scroll down to get to the bottom of a topic,[],[],[]
99_4044_5,feature request,I need to see what I am working on or towards in order for me to make the connection ,feature request I need to see what I am working on or towards in order for me to make the connection,[],[],[]
99_4061_5,feature request,Update 12 28 2013 LOVE Pinterest but see my request below ,feature request Update 12 28 2013 LOVE Pinterest but see my request below,[],[],[]
99_4062_5,feature request,Please change it BACK to the APP opening when I pin in Safari and or Chrome ,feature request Please change it BACK to the APP opening when I pin in Safari and or Chrome,[],[],[]
99_4063_5,feature request,Please make an iPad HD version ,feature request Please make an iPad HD version,[],[],[]
99_4069_5,feature request, nGranted all of my pins are from other interesting boards but I don t like the idea of someone else adding something to my board ,feature request  nGranted all of my pins are from other interesting boards but I don t like the idea of someone else adding something to my board,[],[],[]
99_4075_5,feature request,I would like to post video using the copy and paste on my iPhone ,feature request I would like to post video using the copy and paste on my iPhone,[],[],[]
99_4096_5,feature request,I think it should be easier to open them and see the full content ,feature request I think it should be easier to open them and see the full content,[],[],[]
99_4101_5,feature request,I use boards to pin tons of ideas as inspiration when I first start a project or begin planning a party but it would be nice to have a way to rank the pins to narrow down the ones I want to focus on first ,feature request I use boards to pin tons of ideas as inspiration when I first start a project or begin planning a party but it would be nice to have a way to rank the pins to narrow down the ones I want to focus on first,[],[],[]
99_4109_5,feature request,It is very cool how we can touch a picture and then we get the three options on what we can to do but is there any way that y all can put another option that saves a pin to the camera roll ,feature request It is very cool how we can touch a picture and then we get the three options on what we can to do but is there any way that y all can put another option that saves a pin to the camera roll,[],[],[]
99_4112_5,feature request, nYou can create an online scrapbook of your favorite photos ,feature request  nYou can create an online scrapbook of your favorite photos,[],[],[]
99_4117_5,feature request,You can t change the board covers anymore change that please ,feature request You can t change the board covers anymore change that please,[],[],[]
99_4126_5,feature request,I wish you could drag and drop pins between boards and delete with pins with one click ,feature request I wish you could drag and drop pins between boards and delete with pins with one click,[],[],[]
99_4132_5,feature request,Seems like the controls are fairly user friendly but every now and then I have to re search for something because it bumps me out to the home page ,feature request Seems like the controls are fairly user friendly but every now and then I have to re search for something because it bumps me out to the home page,[],[],[]
99_4135_5,feature request, n nThx now can you STOP asking me to rate Pinterest every third or fourth time I try to open it ,feature request  n nThx now can you STOP asking me to rate Pinterest every third or fourth time I try to open it,[],[],[]
99_4139_5,feature request,Just wish the scrolling down then back up just a little bit didn t bring the top menu bar back ,feature request Just wish the scrolling down then back up just a little bit didn t bring the top menu bar back,[],[],[]
99_4140_5,feature request,And the news ticker I don t know what to call the thing that tells me when someone has liked a pin or followed a board needs a better information hierarchy an undifferentiated list doesn t serve me needs ,feature request And the news ticker I don t know what to call the thing that tells me when someone has liked a pin or followed a board needs a better information hierarchy an undifferentiated list doesn t serve me needs,[],[],[]
99_4144_5,feature request,One thing I would like to see the subscribers in order of appearance ,feature request One thing I would like to see the subscribers in order of appearance,[],[],[]
99_4145_5,feature request,I love Pinterest but I think it needs to be revamped ,feature request I love Pinterest but I think it needs to be revamped,[],[],[]
99_4146_5,feature request,First you ll only have a couple boards then you ll need a couple more because you ll want to have a nPlace for your interests ,feature request First you ll only have a couple boards then you ll need a couple more because you ll want to have a nPlace for your interests,[],[],[]
99_4158_5,feature request,Something needs to be done ,feature request Something needs to be done,[],[],[]
99_4164_5,feature request,I wish there was a pin button on my phone where I could pin things I see like I to when I m on my laptop maybe there is one for the phone and I just haven t found it ,feature request I wish there was a pin button on my phone where I could pin things I see like I to when I m on my laptop maybe there is one for the phone and I just haven t found it,[],[],[]
99_4169_5,feature request,Great app but it badly needs two things n1 ,feature request Great app but it badly needs two things n1,[],[],[]
99_4176_5,feature request,The only thing I suggest would be to update the look more often nBut as far as the app I love it ,feature request The only thing I suggest would be to update the look more often nBut as far as the app I love it,[],[],[]
99_4179_5,feature request,Please provide a solution for an avid user ,feature request Please provide a solution for an avid user,[],[],[]
99_4181_5,feature request,5tootle I love Pinterest please change the page back the way it was a few weeks ago ,feature request 5tootle I love Pinterest please change the page back the way it was a few weeks ago,[],[],[]
99_4182_5,feature request,Just wish it would stop crashing and adding a side bar to scroll through boards would be nice ,feature request Just wish it would stop crashing and adding a side bar to scroll through boards would be nice,[],[],[]
99_4189_5,feature request,If that option could be added I d give it 5 stars ,feature request If that option could be added I d give it 5 stars,[],[],[]
99_4191_5,feature request,Love Pinterest I think it would be awesome to have the boards like now plus sub boards ,feature request Love Pinterest I think it would be awesome to have the boards like now plus sub boards,[],[],[]
99_4197_5,feature request,t know who you have recently hired to change your interface but I suggest going back to the previous designer ,feature request t know who you have recently hired to change your interface but I suggest going back to the previous designer,[],[],[]
99_4200_5,feature request,Truly you are missing a iconoclastic app ,feature request Truly you are missing a iconoclastic app,[],[],[]
99_4203_5,feature request,I just wish you could the app horizontally ,feature request I just wish you could the app horizontally,[],[],[]
99_4206_5,feature request,Also I can t update my board covers and that should be brought back ,feature request Also I can t update my board covers and that should be brought back,[],[],[]
99_4209_5,feature request,Do wish there was a way to move pins to different boards without having to repin them ,feature request Do wish there was a way to move pins to different boards without having to repin them,[],[],[]
99_4221_5,feature request,The bugs in the app have been fixed over time I have no complaints except for adding more than 3 secret boards ,feature request The bugs in the app have been fixed over time I have no complaints except for adding more than 3 secret boards,[],[],[]
99_4224_5,feature request,We just need a list of categories and we don t need a picture of what the category is ,feature request We just need a list of categories and we don t need a picture of what the category is,[],[],[]
99_4226_5,feature request,For the recipes or different DIY things it would be nice to be able to see at rating on how others felt about them or telling if they would try it again or not ,feature request For the recipes or different DIY things it would be nice to be able to see at rating on how others felt about them or telling if they would try it again or not,[],[],[]
99_4234_5,feature request,I just wish you could send multiple pins to one person at a time and the same pin to multiple people at once ,feature request I just wish you could send multiple pins to one person at a time and the same pin to multiple people at once,[],[],[]
99_4248_5,feature request,It would be nice to turn that off ,feature request It would be nice to turn that off,[],[],[]
99_4249_5,feature request,But the app still needs a lot of work ,feature request But the app still needs a lot of work,[],[],[]
99_4254_5,feature request,I just don t like all the notifications for everything but other than that it s awesome ,feature request I just don t like all the notifications for everything but other than that it s awesome,[],[],[]
99_4257_5,feature request,I would like to see more categories for browsing it seems all of the DIY Crafts that are lumped together could be better sub divided ,feature request I would like to see more categories for browsing it seems all of the DIY Crafts that are lumped together could be better sub divided,[],[],[]
99_4258_5,feature request,Quilts for instance should have their own category ,feature request Quilts for instance should have their own category,[],[],[]
99_4260_5,feature request,Instead of just turning the screen orientation the app closes my whole iPad ,feature request Instead of just turning the screen orientation the app closes my whole iPad,[],[],[]
99_4265_5,feature request,The only adjustment I would suggest would be to fix load time as the images sometimes take awhile to upload ,feature request The only adjustment I would suggest would be to fix load time as the images sometimes take awhile to upload,[],[],[]
99_4267_5,feature request,If I could turn that option off on this app and the site it would be nice ,feature request If I could turn that option off on this app and the site it would be nice,[],[],[]
99_4279_5,feature request,Please bring back the A Z tabs when looking for categorized pin boards ,feature request Please bring back the A Z tabs when looking for categorized pin boards,[],[],[]
99_4294_5,feature request,While Pinterest is still a great idea the fact that the home feed is now more than 50 related pins is very annoying ,feature request While Pinterest is still a great idea the fact that the home feed is now more than 50 related pins is very annoying,[],[],[]
99_4301_5,feature request,Wish there were more secret boards available ,feature request Wish there were more secret boards available,[],[],[]
99_4303_5,feature request,So I d like more privacy settings that are already available on other social networking sites and Pinterest would be perfect ,feature request So I d like more privacy settings that are already available on other social networking sites and Pinterest would be perfect,[],[],[]
99_4312_5,feature request,But you should add chatting ,feature request But you should add chatting,[],[],[]
99_4313_5,feature request,Wish I could select multiple pins when I need to edit my boards ,feature request Wish I could select multiple pins when I need to edit my boards,[],[],[]
99_4327_5,feature request,Please bring back this feature ,feature request Please bring back this feature,[],[],[]
99_4328_5,feature request,I only wish that you could remove previous pins from a board or move them to a different board just so you can correct a finger slip or get rid of things that you didn t end up liking ,feature request I only wish that you could remove previous pins from a board or move them to a different board just so you can correct a finger slip or get rid of things that you didn t end up liking,[],[],[]
99_4333_5,feature request,getting lower and we still pay for it Please make the picture view adjustable since lage device took roll ,feature request getting lower and we still pay for it Please make the picture view adjustable since lage device took roll,[],[],[]
99_4337_5,feature request,Need to see contacts profile pictures Need to fix the problem where people can see their contacts pictures,feature request Need to see contacts profile pictures Need to fix the problem where people can see their contacts pictures,[],[],[]
99_4339_5,feature request,Good app but wont let me get wifi please make it on a tablet ,feature request Good app but wont let me get wifi please make it on a tablet,[],[],[]
99_4341_5,feature request,But why not a new design ,feature request But why not a new design,[],[],[]
99_4343_5,feature request,Just remove the last seen record ,feature request Just remove the last seen record,[],[],[]
99_4346_5,feature request,Really appreciate What is a very wonderful chattin network indeed it might help to chat with friends wherever u want but beware thre is a drawback that you must connect to a wifi network,feature request Really appreciate What is a very wonderful chattin network indeed it might help to chat with friends wherever u want but beware thre is a drawback that you must connect to a wifi network,[],[],[]
99_4348_5,feature request,Bhknb Y this application is not working properly on my phone,feature request Bhknb Y this application is not working properly on my phone,[],[],[]
99_4350_5,feature request,please increase data limit more than 12 m b kuldeep ,feature request please increase data limit more than 12 m b kuldeep,[],[],[]
99_4351_5,feature request,Please The Profile pic I don t want To anyone to see it Anyone i don t know but have my number ,feature request Please The Profile pic I don t want To anyone to see it Anyone i don t know but have my number,[],[],[]
99_4354_5,feature request,Bug should be fixed I like this app but Its continuously giving error and stopped crashing please fix this bug ,feature request Bug should be fixed I like this app but Its continuously giving error and stopped crashing please fix this bug,[],[],[]
99_4355_5,feature request,needs to be made free need to be made free for 5 stars,feature request needs to be made free need to be made free for 5 stars,[],[],[]
99_4356_5,feature request,Keeps crashing Not only did it crash it also wiped my whole phone ,feature request Keeps crashing Not only did it crash it also wiped my whole phone,[],[],[]
99_4357_5,feature request,new update is worse I am using it on note3 and ever since I updated the new version I am unable to send songs to my contacts ,feature request new update is worse I am using it on note3 and ever since I updated the new version I am unable to send songs to my contacts,[],[],[]
