WebAppID,CategoryID,Subject,MainText,Rating,Remarks
99,4,information giving,"If you are having problems with the latest Evernote update here  s the fix:\n\nIf you installed the latest update &amp; Evernote is still crashing:\n\nGo to Settings, Privacy, Contacts look for Evernote &amp; select OFF.",3,P_3836
99,2,problem discovery,Just crashes shortly upon launch.,3,P_3837
99,4,information giving,"Evernote please fix ASAP ,",3,P_3837
99,4,information giving,I will not use a note application I can  t trust not to lose my information.,3,P_3840
99,2,problem discovery,"Since IOS 7,2, it continues to crash upon opening.",3,P_3841
99,2,problem discovery,"It let me down AT THE HOSPITAL where I needed Medication List, Healthcare Power of Attorney and Living Will.",3,P_3844
99,2,problem discovery,"Epic FAIL ,",3,P_3844
99,2,problem discovery,"Don  t upgrade, newest version has a connectivity problem with wifi and won  t open.",3,P_3846
99,2,problem discovery,"Even after clean install this app crashes over and over ;(\nGuys, please test updates before releasing them.",3,P_3849
99,4,information seeking,How could this app fail so completely?,3,P_3852
99,4,information seeking,"They made it so complicated n difficult to use (it was a lot more easier few updates ago), I have no idea how to add a note.",3,P_3853
99,2,problem discovery,It won  t remain open for more than 10 seconds before it crashes.,3,P_3854
99,2,problem discovery,\n\nDeletion and reinstallation of the app has yet to resolve the issue.,3,P_3854
99,2,problem discovery,App keeps freezing and then it crashes.,3,P_3855
99,2,problem discovery,But upon latest upgrade crashes on open.,3,P_3857
99,4,information giving,Do not upgrade on iPad.,3,P_3857
99,2,problem discovery,Very disappointed I can  t access my info as premium user.,3,P_3857
99,2,problem discovery,The newest update crashes repeatedly!,3,P_3858
99,4,information giving,Do not update!,3,P_3858
99,2,problem discovery,Now I can  t access any of my notes.,3,P_3859
99,2,problem discovery,"After the latest upgrades, there were issues and now it crashes and I cannot access anything.",3,P_3862
99,4,information giving,I have tried to delete and reinstall but that didn  t fix the problem.,3,P_3864
99,2,problem discovery,New version crashes every time on iPhone 5.,3,P_3867
99,5,feature request,Please get a fix out soon.,3,P_3867
99,4,information giving,The new version did not crash in my hand because I deleted it in 5 min and went back to the old version by syncing with iTunes library on my PC.,3,P_3868
99,2,problem discovery,\nThe biggest problem for the new version is   people like me having 30 notebooks and 80 tags have big trouble switching between notes.,3,P_3868
99,2,problem discovery,You have to tap several times between each switch.,3,P_3868
99,2,problem discovery,"\n\nThe second problem is the ugly interface, probably for matching the ugly icons of iOS 7?",3,P_3868
99,2,problem discovery,It crashes.,3,P_3869
99,2,problem discovery,"mwingerski ,  If this development team focus on making the App WORK rather than always adding new features I might give this five stars \nNew features are totally worthless if I can  t even open the app after it updates\nDon  t bother sending a support request from within the app because no one ever reads it even if you are a premium subscriber ,",3,P_3871
99,2,problem discovery,'Unable to sync' this is a past problem.,3,P_3872
99,4,information giving,\nThought I resolved problem when I uninstalled and reinstalled app on my iPhone.,3,P_3872
99,2,problem discovery,Recent update causes Evernote on iOS to fail.,3,P_3875
99,2,problem discovery,"Whit screen of death...can  t even use ,",3,P_3876
99,2,problem discovery,"I don  t have a problem paying for Premium, but not when it includes something so basic and essential that it  s a joke to have to pay for.",3,P_3878
99,4,information seeking,Where is your QA?,3,P_3881
99,2,problem discovery,Update crashes all the time.,3,P_3882
99,2,problem discovery,Once again Evernote has launched an update that crashes on both my iPad and iPhone 5S.,3,P_3885
99,4,information giving,I even have the Premium version and bought several books on how to use the tool.,3,P_3886
99,4,information giving,I think the power just takes a while to understand for each user.,3,P_3886
99,4,information giving,"Extending the brand into notebooks, backpacks, coffee mugs and T shirts works for Starbucks because the coffee tastes good and is reliably available.",3,P_3887
99,2,problem discovery,The last update crashes upon opening on iPad and iPhone!,3,P_3890
99,2,problem discovery,It tries to open for a few seconds then crashes to home screen.,3,P_3891
99,2,problem discovery,I tried uninstalling rebooting reinstall but the same result occurs.,3,P_3891
99,2,problem discovery,Please fix this ASAP!,3,P_3891
99,2,problem discovery,New version crashes on both iPad 2 and iPhone 4S.,3,P_3895
99,2,problem discovery,Please fix app.,3,P_3899
99,2,problem discovery,Updates crashes 5s\nClean install same\n\nEvernote help no help\nEvernote you.,3,P_3900
99,4,information giving,I like it and it  s available in all platforms.,3,P_3902
99,2,problem discovery,"I love Evernote and have become very reliant on it, one of the apps I can  t do without however I am without it now because it crashes on open and will not open on iPhone.",3,P_3904
99,2,problem discovery,Tried to delete and reinstall but it still crashes.,3,P_3906
99,2,problem discovery,"Sclathos ,  Evernote is not working after upgrade.",3,P_3907
99,2,problem discovery,It will open but then it crashes and sometimes re opens on its own.,3,P_3907
99,2,problem discovery,You can  t open any notes when it does load.,3,P_3907
99,2,problem discovery,"When I try to take a photo as a note, the app crashes.",3,P_3908
99,2,problem discovery,7.2 completely crashes on startup on iphone 5 and ipad 3.,3,P_3909
99,2,problem discovery,"App crashes on update, even after reboot and reinstall.",3,P_3911
99,2,problem discovery,Please address issue.,3,P_3911
99,2,problem discovery,"One of my all time favorite apps, however the latest update makes it unable as it freezes and crashes.",3,P_3913
99,2,problem discovery,"It  s a great program,  but since the last update last night, it just crashes every time I open it.",3,P_3914
99,2,problem discovery,"\n\nI uninstalled it, reinstalled it, still crashes.",3,P_3914
99,2,problem discovery,"I uninstalled it, did a clean boot, installed again, still crashes, Evernote, please fix this ASAP.",3,P_3914
99,4,information giving,You must get this app one of the best.,3,P_16048
99,4,information giving,"Probably the best app available so easy to use and it makes a lot of fun\nLove using it on my iPhone too ,",3,P_16055
99,4,information giving,"Also has practical uses...show pictures to hair stylist, pin recipes so you know what you need at the store, etc ,",3,P_16063
99,4,information giving,"I love this app, i think it is the best out there i recommend this to anyone who loves to kill time on their computer!",3,P_16075
99,2,problem discovery,"Only complaint is you can  t change then orientation, which is especially bothersome for videos.",3,P_16086
99,5,feature request,This is a little inconvenient and could be improved.,3,P_16088
99,4,information giving,I do not feel the need to be notified when someone creates a new board.,3,P_16102
99,4,information giving,I haven  t had any problems with this app.,3,P_16106
99,4,information giving,"It is so much fun and gives you so many ideas of how to approach life ,",3,P_16113
99,4,information giving,There are also great cleaning ideas and personal ideas like how to make your own facial scrub!,3,P_16114
99,2,problem discovery,My only problem with Pinterest is I lose track of time when I  m on it.,3,P_16132
99,5,feature request,It would be nice if it would let you start typing the name of the board and it would pull it up.,3,P_16135
99,4,information giving,Thank you for adding more secret boards!,3,P_16141
99,4,information giving,"I have lots of recipes on here and when I  m trying to find that recipe I made a year ago so I can make dinner, it  s frustrating that I can  t search for it and find it quickly.",3,P_16154
99,2,problem discovery,Some minor problems happens often but still love this app!,3,P_16156
99,4,information giving,You can use it for anything and it  s so easy to use.,3,P_16157
99,2,problem discovery,"If there is a way to do this, it isn  t intuitive.",3,P_16164
99,5,feature request,": / I  m kinda technologically challenged, I admit, but ideally the app should be programmed and designed with people like me in mind!",3,P_16164
99,4,information giving,It  s always up to date and never crashes!,3,P_16178
99,2,problem discovery,The only issue is that the search function for your own pins is not very accurate.,3,P_16183
99,2,problem discovery,"Its good but it can use a bit of an improvement, like sometimes the pictures just doesnt show and it takes a while for it to get back but that would be it ,",3,P_16185
99,4,information giving,"Works smoothly and easily, every time I use the app...can  t say that about all apps.",3,P_16189
99,4,information giving,"Love this app, and it  s not crashing for me anymore!!",3,P_16190
99,5,feature request,I wish there was a way to put my boards in alphabetical order without moving them all individually.,3,P_16195
99,4,information giving,I love that you are now able to pin from your clipboard!,3,P_16199
99,4,information giving,I like everything about this app except the fact that I can  t pin anything from my iPhone!,3,P_16206
99,4,information seeking,My only complaint would be that if a pin is reported as a possible threat why isn  t it removed?,3,P_16215
99,4,information giving,Haven  t had any problems on iPhone 5!,3,P_16221
99,4,information giving,When I wake up in the middle of the night I just grab my phone and start pinning!,3,P_16227
99,2,problem discovery,Please fix this problem and let us pin more than that.,3,P_16234
99,2,problem discovery,The app on my iPad regularly crashes.,3,P_16240
99,2,problem discovery,I can be bombarded with ads anywhere   I don  t need to sit and browse through them.,3,P_16244
99,4,information giving,I  ve never had an issue with it crashing.,3,P_16245
99,4,information giving,My only problem with it is the fact I say just 2 more minutes and they turn into hours!,3,P_16254
99,2,problem discovery,"However, it has crashed a couple of times recently on the iPad.",3,P_16256
99,4,information giving,I might use it 50 times a day just for home made goodies alone.,3,P_16262
99,4,information giving,\n Absolutely HATE the new way they list the categories with a picture....please go back to the old list...or let us choose which we  d like to use.,3,P_16274
99,4,information giving,They updated the app and it is a lot better.,3,P_16281
99,4,information giving,"Luckily I don  t have the crashing issue or I would probably have to cry, lol.",3,P_16284
99,4,information giving,I could not tell you how many fun ideas I have tried and loved because of Pinterest.,3,P_16284
99,4,information giving,I think it  s much easier to pin things on the app than it is to pin them on the website.,3,P_16298
99,4,information giving,I love looking at wedding stuff to help me plan my upcoming wedding.,3,P_16317
99,5,feature request,"I like pinterest a lot, but it really needs to be managed better.",3,P_16332
99,4,information giving,Adding 12/24/13  do not like updated fragmented boards.,3,P_16332
99,4,information giving,Use it just about everyday.,3,P_16343
99,2,problem discovery,"Frequent app crashes on my iPad, please fix this bug!",3,P_16344
99,4,information giving,"Pinterest is my go to when I need an idea for anything (hair styles, crafting, cooking, whatever!)",3,P_16349
99,2,problem discovery,"\n\n~update for new version~\n\nI preferred the last layout and it STILL crashes when the orientation changes (and at random, too).",3,P_16354
99,2,problem discovery,Why put the effort into a new layout and not fix major bugs?,3,P_16354
99,5,feature request,I feel that they need to remove them.,3,P_16356
99,4,information giving,Will think of other improvements that may be needed when I think of them.,3,P_16361
99,2,problem discovery,Please fix the bugs!!,3,P_16378
99,2,problem discovery,"Does the job you need it for but occasional crashes (I use it daily and it probably crashes once a week) can be a nuisance, but just briefly.",3,P_16382
99,2,problem discovery,"Will,lock up,and crash often.",3,P_16389
99,2,problem discovery,"Sha  chey Renee ,  This new update crashes when I click on images and I can  t see my followers and who  s following me please change this ,",3,P_16391
99,2,problem discovery,I would have given it 5 stars except it crashes for no reason &amp; whatever you were looking at is lost.,3,P_16396
99,4,information seeking,Why was this feature removed?,3,P_16396
99,2,problem discovery,Please fix this soon!!,3,P_16397
99,2,problem discovery,"I want to change the covers on my boards, but you can  t do that in this update, please fix it or if you got rid of it, please bring it back!",3,P_16398
99,2,problem discovery,"However, in the last update something happened and now the app crashes constantly and when I can get in, all my pictures are gone.",3,P_16402
99,2,problem discovery,The only thing is it crashes a lot!,3,P_16409
99,4,information giving,"HomelessDragon ,  Says I need to grant access to log in via Facebook.",3,P_16413
99,2,problem discovery,I find it very annoying that Pinterest keeps crashing literally every few minutes...didn  t have this problem before.,3,P_16421
99,2,problem discovery,"It will work fine sometimes, but since the new update if I leave and come back to the app the images won  t show up.",3,P_16423
99,5,feature request,Please change it back to how it was before.,3,P_16425
99,2,problem discovery,"I  ve seen many people have this issue, and currently mine takes up 1.5 gb of my memory because it saves every single photo u pin or look at in the cache.",3,P_16427
99,4,information giving,Never had an issue with it.,3,P_16428
99,5,feature request,Very annoyed that I can  t delete pins from notifications tab.,3,P_16429
99,4,information giving,"Whether I need some inspiration in planning a birthday party, motivation to work out, or outfit ideas, Pinterest is my first stop!",3,P_16443
99,4,information giving,It is the one if the best apps ever created and is very useful and fun to look at.,3,P_16446
99,4,information giving,It  s cool how you can save the things you like as well.,3,P_16446
99,4,information seeking,"\n   \n However, I don  t know if there is a way to contact Pinterest in order to suggest ideas for the app  s improvement.",3,P_16446
99,5,feature request,\n I would like to suggest the idea that Pinterest create folders for our boards.,3,P_16446
99,5,feature request,I think we should get more.,3,P_16452
99,2,problem discovery,Now I have to scroll through all of them instead of just touching a letter to find the board.,3,P_16454
99,4,information giving,"I just love this app ,",3,P_16456
99,4,information giving,It is great to be able to see the details I need without wasting paper or taking up a lot of space on my small table.,3,P_16473
99,4,information giving,"My iPad no longer crashes, so I  m a happy camper about that.",3,P_16477
99,2,problem discovery,Please undo this terrible update!!!!,3,P_16480
99,2,problem discovery,"While aesthetically better looking, it does not work well.",3,P_16490
99,2,problem discovery,The new updates are causing problems...first it was crashing my iPad almost every day.,3,P_16492
99,2,problem discovery,"Now, it won  t load correctly (pictures missing) and my boards are missing cover pics, which I can  t even edit because there  s no option to change the picture anymore.",3,P_16492
99,4,information giving,"Smash lover ,  Pinterest, is like a social media drug once you have a little you need a lot!!!!!",3,P_16496
99,2,problem discovery,"Bdmama13 ,  I love the app but I can  t pin from etsy or other websites with the Pinterest button on the iPad mini.",3,P_16497
99,2,problem discovery,Wouldn  t let me update the app.,3,P_16505
99,2,problem discovery,Since update can  t login with my Fb acct!,3,P_16507
99,4,information giving,"The app was great, please fix!",3,P_16509
99,4,information seeking,I want to know if anybody is having the problem about an update on Pinterest!,3,P_16510
99,4,information giving,I need my App back!!!,3,P_16510
99,2,problem discovery,When I try to update it says that the app is no longer available.,3,P_16511
99,2,problem discovery,"I cant get the app it says its no longer available ,",3,P_16513
99,2,problem discovery,Trying to update and keeps saying the item  I  m trying to purchase is not available.,3,P_16514
99,2,problem discovery,"Um I  m not trying to purchase I  m trying to update please fix ASAP now it  s saying can  t connect to iTunes  I  m getting frustrated ,",3,P_16514
99,2,problem discovery,"I uninstalled it because when I tried to update it said What you  ve tried to buy is no longer available.""""",3,P_16516
99,2,problem discovery,Now I can  t reinstall.,3,P_16516
99,2,problem discovery,I was trying to update my phone but it  s telling me that Pinterest is no longer available.,3,P_16517
99,2,problem discovery,When the update came I tried to update it but it said that It wouldn  t let me.,3,P_16519
99,4,information giving,I love Pinterest and always wished there was some way to go easily from pin to pin on a board or category.,3,P_16520
99,4,information giving,I was excited to see that they added the swiping feature in the latest update.,3,P_16520
99,2,problem discovery,Tried to update this app (the update is for bug fixes) and it tells me the item I  m trying to buy is no longer available!!!,3,P_16521
99,2,problem discovery,Now it says not available to purchase.,3,P_16522
99,2,problem discovery,For some reason it  s not letting me update &amp; 'this update is no longer available' and then it deleted my app,3,P_16523
99,2,problem discovery,"So, I tried uninstalling and reinstalling it, but now it won  t let me download the app.",3,P_16525
99,2,problem discovery,It says 'The item you tried to buy is no longer available.',3,P_16525
99,4,information giving,"grlnxtdr2u978 ,  My Pinterest app is saying it needs an update but I am getting this message when I choose update.",3,P_16527
99,4,information seeking,Can I not download the app?,3,P_16529
99,4,information giving,It says it  s no longer available!,3,P_16533
99,4,information seeking,What happened?,3,P_16545
99,2,problem discovery,"magirlokmynameisnicky ,  It won  t let me create an account at all I think it is a bug or something.",3,P_16548
99,4,information seeking,What is the problem since the update?,3,P_16550
99,2,problem discovery,Of course I adore Pinterest but the app always has bugs and the last update has made Pinterest completely unusable.,3,P_16554
99,4,information giving,I need my Pinterest!!!,3,P_16554
99,2,problem discovery,I can  t even open the app after it  s latest update!,3,P_16558
99,2,problem discovery,"The only thing wrong is when I go to repin something, I go to write a description and click on the box but it crashes.",3,P_16560
99,2,problem discovery,I cannot access my notifications anymore and when I try to change captions I can  t. Why can  t I post comments anymore?!?!?!?!,3,P_16561
99,2,problem discovery,I love love Pintrest but hate that it sometimes crashes since iOS 7 has come out never had that problem before but for that issue a great app.,3,P_16573
99,4,information giving,You just put your finger on the pin picture and instantly you have options that POP up.,3,P_16582
99,4,information giving,Do not like the new update.,3,P_16584
99,4,information giving,"Works great and I  ve nvr had a problem with it or gotten a bad idea off Pinterest ,",3,P_16585
99,2,problem discovery,The only issue I have is that it  s sensitive.,3,P_16587
99,2,problem discovery,Other than after I updated it it crashes every other time I use it!,3,P_16588
99,2,problem discovery,"The only problem is when I get on, I don  t want to stop!",3,P_16589
99,2,problem discovery,"I can look at pins, but I can  t do much else for the last two days.",3,P_16591
99,2,problem discovery,"The app shuts down, won  t load some pins, and I can  t edit pins.",3,P_16591
99,2,problem discovery,It was perfect before I updated it 2 minutes ago.,3,P_16598
99,4,information giving,"Love it because it is more portable than my computer so I can use it working out or cooking in the kitchen ,",3,P_16606
99,2,problem discovery,It  s like 3/4 of them are missing.,3,P_16611
99,2,problem discovery,"With the updates, you forgot to put back to edit board cover for iPad users!!",3,P_16613
99,4,information giving,Pinterest is the best tool for fashion designers who needs to draw inspirations from different culture and historical era.,3,P_16616
99,2,problem discovery,"Can  t view pins, all notifications have disappeared, crashes constantly.",3,P_16619
99,5,feature request,"\nWish i could have more than 3 secret boards, please add the feature.",3,P_16634
99,4,information giving,"Online hoarding, what could be better?",3,P_16635
99,2,problem discovery,Please fix this bug problem Thank you.,3,P_16645
99,2,problem discovery,Way to fail Pinterest.,3,P_16647
99,4,information giving,This App as created an addition for Pinterest that I didn  t have before.,3,P_16657
99,4,information giving,"the app is amazing in my iphone but when I use it on my computer its annoying when I have to pin because it isnt fast to do it so I dont like in my computer I just rather to use it on my iphone, but besides that I just love it!!!!",3,P_16684
99,4,information giving,I can  t live without it!!,3,P_16695
99,5,feature request,I liked having the letters on the side so I didn  t have to roll through my entire list of boards to pin something.,3,P_16698
99,5,feature request,Please find a way to sort the DIY and Etsy stuff apart from each other  it  s frustrating to click on a project only to find you  ve been diverted to an Etsy store.,3,P_16702
99,4,information giving,"When you need any sort of idea, all you have to do is check Pinterest.",3,P_16709
99,4,information giving,"I absolutely recommend Pinterest, although it is addicting!",3,P_16711
99,4,information giving,If you use Pinterest you need this app.,3,P_16713
99,2,problem discovery,Sometime I can  t click to go to websites but overall good app.,3,P_16729
99,5,feature request,I still feel all these larger companies should have the email synch up with my app so when I get an alert and click on the email it should go to my app not the web page.,3,P_16743
99,4,information giving,Now however I just like it  they decided to change the entire way you pin the look of everything and made all the type small and not as colorful and pleading to the eye.,3,P_16745
99,4,information giving,I would never be able to see so many of the wonderful things the world has to offer if not for Pinterest!,3,P_16749
99,4,information giving,Love using Pinterest to research all kinds of things and usually find info more appropriate for what I want to know then on other search engines!!,3,P_16750
99,2,problem discovery,However it constantly crashes and freezes!!!!!,3,P_16757
99,2,problem discovery,Love using the app but very very annoying they need to fix all the glitches !!!!!,3,P_16757
99,4,information giving,I love that if I need an idea for a craft or have a stain on my carpet I can find ideas or solution for just about everything.,3,P_16768
99,4,information giving,I learn how to do so many things from Pinterest.,3,P_16775
99,4,information giving,Learned how to cut my own hair.,3,P_16775
99,4,information giving,I don  t know why some people put one star but they made a mistake!,3,P_16778
99,4,information seeking,How could you not love it ?,3,P_16778
99,2,problem discovery,"Up until like a week ago I  ve never had a problem with it before, so I don  t understand what  s going on now.",3,P_16785
99,2,problem discovery,They need to get this fixed and fast!,3,P_16785
99,2,problem discovery,\nMy only qualm is not being able to easily save pictures.,3,P_16786
99,4,information giving,"That  s a minor issue, though.",3,P_16786
99,4,information giving,"I love Pinterest &amp; the apps are more user friendly than the website, BUT there needs to be a way to mark where you stopped browsing on your home feed.",3,P_16823
99,4,information giving,App never crashes anymore.,3,P_16830
99,4,information giving,It  s helping me to plan a bunch of different things I want to accomplish in the future and I am so excited for that!,3,P_16832
99,4,information giving,"There are quite a few pins that you click on and it will only pull up a picture or take you to a completely different page, but other than that, when you find those pages that take you right where you need to be, there  s a world of wonders out there!!",3,P_16849
99,4,information giving,"Like any other App it might have its moments, but all in all it  s fantastic!",3,P_16856
99,4,information giving,So glad they made this into an app!,3,P_16859
99,4,information seeking,Why did you change Pinterest with the last update?,3,P_16887
99,4,information seeking,Why do you change things that were not broken?,3,P_16887
99,4,information giving,I have made many recipes and DIY projects.,3,P_16903
99,4,information giving,"It has given me ideas in on how to renovate my kitchen, teach algebra to my kids, build a mud room, etc.",3,P_16923
99,4,information giving,"Great site,  need to improve stability.",3,P_16933
99,4,information giving,There is anything and everything that you could ever want or think of on this one site!!,3,P_16934
99,4,information giving,I love that you can pin without having to click through a million different things.,3,P_16936
99,4,information giving,No crashes.,3,P_16938
99,4,information giving,Now that the app is better I need an app for more time in the day.,3,P_16939
99,2,problem discovery,"I almost never have any issues with it except sometimes the notifications won  t refresh or sometimes the notifications take days to show up ,",3,P_16945
99,4,information giving,"I think it  s cool you can swipe through apps, but I did like the feature when you could swipe back to the previous page ( which you can  t do anymore).",3,P_16951
99,4,information giving,"Great ideas, like minded people, but the organization for my brain is the best!",3,P_16963
99,4,information giving,There have been times when the pins take a long time to load but overall it  s a great app and I recommend it to anyone.,3,P_16973
99,2,problem discovery,"Ever since the iOS 7 update, the app crashes whenever I try to look at my notifications.",3,P_16989
99,4,information giving,Best app/site ever lots of information and you can find everything you need!,3,P_16990
99,4,information giving,"I  ve never had any problems, always works well.",3,P_16996
99,4,information giving,Love it and the new easier way to pin by just holding down the item!,3,P_16997
99,4,information seeking,And what happened to being able to pin a photo to my fb wall?,3,P_17003
99,2,problem discovery,I love the app but it crashes only 5 minuets into searching and looking on it.,3,P_17019
99,4,information giving,"It  s easy, works well, and is a million times more organized than I know how to be.",3,P_17020
99,4,information giving,"I  m on it all the time, and love how you can organize your boards.",3,P_17022
99,4,information giving,I never have problems with crashing.,3,P_17029
99,2,problem discovery,Love Pinterest but the app crashes from time to time.,3,P_17042
99,4,information giving,"It  s easy to use, and you can find anything you need with just a little searching and effort.",3,P_17054
99,2,problem discovery,Love Pinterest but will just crash when I try too look at pin notices.,3,P_17065
99,2,problem discovery,The only problem is I spend too much time on it!!!,3,P_17070
99,2,problem discovery,Only problems I have are there  s no multiple upload option.,3,P_17076
99,5,feature request,Would be nice to easily move pins if pinned mistakingly to wrong bored.,3,P_17079
99,4,information giving,Old way was fine.,3,P_17082
99,4,information giving,Still could use a few minor tweaks but overall very good!,3,P_17098
99,4,information giving,Please restore it back the way it was.,3,P_17110
99,2,problem discovery,"Brynnmlj ,  Every time I open my feed, it crashes same with my profile!",3,P_17121
99,2,problem discovery,They need to make some fixes.,3,P_17121
99,4,information seeking,Why can you drag and drop whole boards but not the pins within a board?,3,P_17142
99,4,information giving,Recently many updates including the ability to swipe to pin as well as sending pins to another user have added such great quality to the app.,3,P_17144
99,4,information giving,:p\n\nI highly recommend this app.,3,P_17157
99,2,problem discovery,Notifications are broken and can  t access sent pins.,3,P_17159
99,4,information giving,I may be slightly addicted to it.,3,P_17166
99,2,problem discovery,"I don  t like how you have to comment on them now, how i have to scroll through all my boards to get to one and I really hate how you cant have more than one board open at a time with the x  s in the corner.",3,P_17173
99,2,problem discovery,The bottom just doesn  t work for me.,3,P_17173
99,2,problem discovery,"This is my favorite app in the world but all of a sudden it starting to crash again and it is really annoying, PLEASE FIX THIS!!!!!!!!!",3,P_17174
99,4,information giving,"Great way to pass the time when u need good ideas ,",3,P_17180
99,4,information giving,Once you start you can  t stop!,3,P_17181
99,4,information giving,I love looking at the crisp beautiful images &amp; great ideas that are easy to categorize.,3,P_17185
99,2,problem discovery,"The only thing I hate is the bug that shut it  s down, usually when I inadvertently have too many windows open.",3,P_17190
99,4,information giving,"I  m addicted, everyone should have a Pinterest!!!!",3,P_17192
99,4,information giving,"So far so good, haven  t had any problems with it.",3,P_17217
99,2,problem discovery,Sure would be nice if the app didn  t crash so often while I  m pinning or just freezes.,3,P_17220
99,4,information giving,More updates need to be included with this app in order to keep it moving.,3,P_17224
99,4,information seeking,"Which one gets you to the list of categories: the home, magnifying glass, plus sign, or person?",3,P_17225
99,4,information giving,"If you   like   a pin, you should not be listed as following them.",3,P_17240
99,4,information giving,Fantastic ideas and the recipes are awesome.,3,P_17244
99,2,problem discovery,Now it will not load new pins from people I follow and if I click to view people I follow then it crashes and closes the app.,3,P_17249
99,2,problem discovery,Love this app but it crashes too much!!,3,P_17258
99,4,information giving,A pretty good representation of the website but took a while to figure out how to save a photo to the camera roll.,3,P_17259
