WebAppID,CategoryID,Subject,MainText,Rating,Remarks
99,2,problem discovery,ok seriously	this app would be great if the timing adjustments weren't so erratic. i've made the same exact video a million times and it keeps coming out with an extra 2 seconds here or a bit shorter there throwing off the entire video/audio sync,3,M_21 AppID: #2_flipagram Src: PlayStore_Random
99,2,Dropbox update,The update has been installing for a week,1,M_22 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Hats,I love the app but it's annoying cause when I use the premade hats they come half out with the middle half of the hat gone so I can't make what I want easily.,5,M_23 AppID: 454021277 Src: AppStore_Random
99,2,problem discovery,Effect	Please fix some of your effect such as fattal because its become a different quality of picture when I want to save it Which means what I edit its not the same picture that I save Overall good Just on that part only,4,M_24 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Meh,It's really slow and it always glitches up when I try to delete a stauts or somthing and I can't figure out how to delete pics or make new albums no me gusta,1,M_25 AppID: 284882215 Src: AppStore_Random
99,2,Problems,Can't use due to pop-up about push notifications Open iTunes and connect for notifications HATE IT!,1,M_26 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Waste of time,"Won't open. Keeps timing out.
Don't waste your time till they fix the issues.",1,M_27 AppID: 338010821 Src: AppStore_Random
99,2,Still CAN'T UPLOAD VIDEOS!!!,"COME ON DROPBOX!!!! This is getting ridiculous! I've uninstalled and reinstalled and it's still stuck!
Your customer service said this update would fix it!",1,M_28 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Just doesn't work,So frustrated. Not responsive or sluggish. Cannot modify the city from which I want to rent. I give up.,1,M_29 AppID: 336381998 Src: AppStore_Random
99,2,Buggy,Bookmarks do not work. Bookmark your favorite dispensary and it takes you to some other random place. The overall performance is buggy and crashes.,2,M_30 AppID: 350189835 Src: AppStore_Random
99,2,Upgrade causing crashing!,Recent upgrade is causing the app to crash on iPad Needs fixed I have tried to delete and reinstall but that didn't fix the problem,1,M_31 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,"5? information, 1? app","I like Trip Advisor, but their app is slow and feels buggy
If you have the patience to navigate through its, um, 'quirks,' then you can get to their good info",3,M_32 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"Search doesn't work anymore	After the update, the search function doesn't work It keeps putting 20's within the search so nothing comes up Please fix, otherwise the app is useless if I can't search for anything",1,M_33 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Plz more backgrounds and frame,4,M_34 AppID: #10_Fotocollage Bildbearbeitung Src: PlayStore_Random
99,2,iPhone 5s -( Really? )-,Did not work on my new iPhone 5s Only showed sliding logo's,1,M_35 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Minor glitches,"Pretty good but glitches Wanted to use flight filters, but it wasn't applying them Had to start search over Haven't used it much yet",4,M_36 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,You need to improve the hebrew editing..,3,M_37 AppID: #3_DocumentsToGo Full Version Key Src: PlayStore_Random
99,2,What happened??,This app used to work so well...now it never works. Please fix. It keeps sending me warning messages.,3,M_38 AppID: 312325565 Src: AppStore_Random
99,2,"Yeah it's cool,but....",It seems like a cool app from what I have been able to see. It crashes everytime I get it open. The free app got me hooked which never crashed. Get this fixed please and I will resubmit a review.,2,M_39 AppID: 404990064 Src: AppStore_Random
99,2,So sad! (,I did the update and they made me change my password I logged in with my new password and ALL of my files are missing! And then I logged into my account through the website and no notes are there either This is great since midterms are next week and all of my notes are gone '(,1,M_40 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Needs Update!	It still needs updates! Its a bit slow! I hope whatsapp fixes this problem! I know they are too busy but they have to take out time for us!,4,M_41 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Great new look  But,Keep up the good work but camera upload has stopped working for me No matter what I change no photos or videos will load,4,M_42 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Good luck with mobile deposit,It is useful to check balance and do transfers but mobile deposit simply doesn't work it refuses to see my signature. I called support and their suggestions were set camera to highest quality and delete and reinstall app neither of which were any help. So now I am stuck mailing the 'For mobile deposit only' check to them hoping that  PNC bank by mail works a lot better than this app!,1,M_43 AppID: 303113127 Src: AppStore_Random
99,2,Crashes all the time,I may give it a way better review when they fix it but EXPECT it to crash ll the time...about every 3-4 filters I downloaded & it then crashed. Frustrating. Once it FROZE and I had to delete & re-install. :-(,1,M_44 AppID: 527880592 Src: AppStore_Random
99,2,problem discovery,Worst	Atleast reply and help   Worst since four days trying to register everytime they cut balnce for verification them send voice verification nd then fails that also  crap  negative star,1,M_45 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Crashes,This latest update did nothing to stop crashes Completely unusable,1,M_46 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Just Awful,Loaded to my iTouch.  In it Everything is completely opposite - East reads as West.  North reads as South etc.  Don't get this app unless you want to get lost!!  Will proceed to Delete immediately.,1,M_47 AppID: 340268949 Src: AppStore_Random
99,2,problem discovery,Become very unstable and unsupported to my device	Now a days it gives a big problem for my HTC desire V device  whenever someone or group chat text message me in marathi language or used in more smily in that  message that time whatsapp is directly closed and suddenly come back to the home screen and never open it,1,M_48 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,What the heck?	Love the program BUT since you added the 'share this pin'  option I have been receiving spam that my friends did not send  My account was hacked too How about a fix???,2,M_49 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Buggy,In theory it's great but once a PDF is selected it can be impossible to close it  I have resorted to tapping relentlessly on my screen so some magic will show the tools  The PDF just sits there  Way more effective to go through a browser  Really?  Irritating!,2,M_50 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Im a dude	Im a dude and i love pinterest The app is little glitchie on Android and iPhone but its getting better,5,M_51 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Crashes every time I try to load 1000 songs!,Doesn't work at all.  Want my .99 or an app that works!,1,M_52 AppID: 441922503 Src: AppStore_Random
99,2,Good,"I like this game a lot, play all the time cannot put down...however there is one issue, the game lags can you please fix. Thanks",4,M_53 AppID: 524509185 Src: AppStore_Random
99,2,Open in for music files?,"Why did you remove open in option for music files?
I used to be able to do this with my sound files Why??",1,M_54 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"I love pinning!	I love pintrest and this app lets me use it anywhere The only problem I've had is that if i turn my phone sideways, the screen gets messed up and i have to exit out of the appplease fix!",4,M_55 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Don't like anymore,Can't easily share composition due to file type.,1,M_56 AppID: 408709785 Src: AppStore_Random
99,2,Office documents,Use to be good until I cannot open any office documents,1,M_57 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Still lost,Is been downloading for 2 days and still downloading,1,M_58 AppID: 414817704 Src: AppStore_Random
99,2,problem discovery,its problem is about not being allowed ur last online status,3,M_59 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Great app but one problem with the new update,Great app I love the new design but with the new update when you try to share a link to a specific file that has a space in the file name I have to manually replace the spaces with %20 so it will hyperlink correctly This used to not be a problem Please fix this ?? Other than that one problem this is a great app also I like the fact that if you download a picture from the app onto the iPhone it doesn't auto upload the picture so you have 2 copies of the same photo in the auto upload folder Thank you for that fix Keep up the great work??,4,M_60 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Horrible App! Crap!,Crap. Doesn't work. Try something else. Don't waste your time!!!,1,M_61 AppID: 431491469 Src: AppStore_Random
99,2,problem discovery,Crashes all the time!,3,M_62 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,it is very important to add a landscape sheet orientation and Word Art (basic options at least),4,M_63 AppID: #1_OfficeSuite Pro 7  (PDF und HD) Src: PlayStore_Random
99,2,Gets worse with every release,"Used to be a good application with ability to search cities you haven't yet reached and filter by rating as well as proximity however those features have been replaced with functionality focused on marketing hotels

Don't use this application purchase a good guidebook instead",1,M_64 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Not for texting,Doesn't work for texting. You have to update ap or give instructions how it works for text. Just one star for trying. I'm a texting person. But this ap doesn't do that.,1,M_65 AppID: 534482066 Src: AppStore_Random
99,2,Love!,"I love having my nook on my iPad and I love having so many books always with me. Sometimes, though, I wish I could get certain books they don't have.",5,M_66 AppID: 373582546 Src: AppStore_Random
99,2,problem discovery,"Good as an editor,but a little slow	Yeah! It is good but a li'l bit slow ",4,M_67 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Wack Google Earth,This App Is Horrible. They Need To Update It x5. I Juss Got It And Its Taking Forever For The Features To Load. #TRASHHHH!,1,M_68 AppID: 293622097 Src: AppStore_Random
99,2,"Was my fave app, now crashes and I can't access anything","As recently as last week, I used this as almost my central control for everything  After the latest upgrades, there were issues and now it crashes and I cannot access anything  I am left in a very difficult situation  Please fix it!",1,M_69 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"Great game	Was at last able to download it. The game is very good, graphics are awesome, loved it a lot. App is really smooth. I just wish the upgrades were permanent and the customization was more like the original most wanted and free roam feature is there. Rest is perfect.",4,M_70 AppID: #3_Need for Speed Most Wanted Src: PlayStore_Random
99,2,Can't read cached PDF,please fix it it's the most often used function for me,1,M_71 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Fix it!,I will give this app a much higher rating if you fix the Larimer County Fire and EMS...,1,M_72 AppID: 312949947 Src: AppStore_Random
99,2,Problems with this version,"Started with app not getting all notes Deleted and reinstalled app Fixed that Now when I select all notes, it opens to a specific note and freezes when I try to go back So here I am to try reinstalling again iPhone 5 ios7",1,M_73 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Needs a fix...,"I loved this app. I used it all the time, but after the update it won't get connected. And it crashes a lot. What's up with that?",2,M_74 AppID: 470580739 Src: AppStore_Random
99,2,"Buggy, Worthless but Cool","Love the organization, features, and style, but the bugs make it impossible to use. The app isn't worth the money until the bugs are fixed.",2,M_75 AppID: 310636441 Src: AppStore_Random
99,2,Why did it change??,Why did it update?? It logged me out and now it took all my books. I also haven't found how to buy books. Where is the store!?!? I need help...,3,M_76 AppID: 301259483 Src: AppStore_Random
99,2,problem discovery,"Great app but	I wish I could move pins, from one board to another, in bulk instead of one by one When I edit my boards it takes too long to move one pin at a time Other than that I love the app",4,M_77 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Not good	Why i cannot clear chat history. Come on.  There is no option for clear history. Please fix that!,2,M_78 AppID: #3_skype Src: PlayStore_Random
99,2,Photo issues,Has started having issues sending photos recently. I have to send a half dozen before one will go througj,4,M_79 AppID: 470580739 Src: AppStore_Random
99,2,nice!,"but i don't understand why we can't add a website even though it's an option also, it'll be cool to add videos!",5,M_80 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Bugs?,"At around 5pm every day all of my latest (today's) files just disappear They are still there though I can search for them and find them Then tomorrow, they are magically back!

On my desktop there is no issue Just on iOS 

Is this a known bug?",3,M_81 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Hate it,"Worst thing I ever brought, I want my four dollars back!!!!! Don't work good at all!!!!!",1,M_82 AppID: 422037126 Src: AppStore_Random
99,2,Great app ? but watch out for iPad2 iOS7 hassles,"I find I must logon again each and every time I open the app on my iPad2 running iOS7 Curiously, this doesn't happen on my iPhone 4S Grr",5,M_83 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Functionality on App doesn't compare to web site,"Need to improve functionality on this app 
Can't vote reviews helpful
Can't read your own contributions or see badges
Have to scroll thru all the pictures to get to the end Would be nice if you could skip to the oldest newest Pics without scrolling thru each one 
Back button needs work as well

Otherwise, good for the basics!",3,M_84 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Stop breaking it please,"Updated and lost all my notes Great work guys Do all your fans a favor - fire all your current programmers, offer the 2011 version as an update, and then call it a day",1,M_85 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Used to be great!! Not so much anymore,This app used to be flawless! But after recent updates I have issues uploading things I'll select a bunch of my photos to back up and the app will crash out and only upload a few and not all Major bummer!,3,M_86 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Crashes constantly! :(,"It crashes constantly when searching for POIs, so I upgraded to 3.1.4 and it still crashes, maybe more often. Really frustrating that this is not coded better, it could be a very useful app. At least it was cheap.",2,M_87 AppID: 327783342 Src: AppStore_Random
99,2,Not very useful,Can't even uploadtransfer a file from Pages,1,M_88 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,5 star	Excellent but a bit slow running,5,M_89 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,I like it)),Very good,5,M_90 AppID: 308750436 Src: AppStore_Random
99,2,Totally handy,The app makes me manage my trip right on my phone Totally handy But the performance is no smooth at all The app needs to be fixed random crashes and glitchy performance,4,M_91 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Doesn't work 7510 doesn't connect and makes mess of network settings,"I was happy to see this app however it doesn't work and caused all sorts or network configuration problems. I called hp to reset printer, iPad, and computer and even they couldn't figure out what the problem was. After a ton of lost time I decided to erase the app and it allowed the iPad to find the printer using AirPrint again. This app needs a lot of work so I would use extreme caution downloading it at this time. Big waste of time!",1,M_92 AppID: 469284907 Src: AppStore_Random
99,2,Excel problem,Won't let me view my excel spread sheets from my iPhone Please fix it other than that love the app,1,M_93 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Doesn't work,Flat out will not open on a new iPad Air,1,M_94 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Needs fix,"It was cool, until the last update where now I can't upload from my iPhone It starts uploading , the progress bar shows it going, then when radionics he'd, the progress bar just starts again and again going over and over",2,M_95 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Stopped working with dolphin,"Worked great with Dolphin, until the last update Now it is not",3,M_96 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Excited about App but ...,At first usage I realized that if you go to send an email there is no Cancel or Back button!  My App is stuck on this screen!  I don't know how the rest of it works because it's stuck on that screen :(,2,M_97 AppID: 382952264 Src: AppStore_Random
99,2,Would be 5 stars if problems were fixed,"Since updating to iOS7 and latest update of Evernote the spell check feature is not there any longer  I utilize this for work, and rely on it for reports  I figured give it a couple of weeks and they would fix it, but it's been over two months now and no fix  Let's get it together Evernote team so I can give a 5 star review for this app again",3,M_98 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Pleeeease fix this app!!!!,"I have so many apps through my iPhone and this is the worst one I've ever used! It deletes messages that I dont delete, doesn't send messages that I send, and doesn't even save my favorites when I click to save them! Truly horrible. I really hope you guys upgrade and soon because it's making it pointless for me to be on the site...",1,M_99 AppID: 389638243 Src: AppStore_Random
99,2,Don?t update,"Agree with recent reviewers - this update completely ruined this excellent app for the iPhone on IOS7 Doesn?t work AT ALL Opens, then freezes completely and can?t even open any of my notes or create new ones
Doesn?t anyone test these apps before releasing them??  Please fix ASAP!!",1,M_100 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Avoid the iOS 7 Update,It is overwriting my notes with outdated versions The complaints about syncing issues with the iOS 7 update are spot on Stay with the iOS6 version if possible!,1,M_101 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Cant even access to the account,"I use ipad mini But I cant even access to my account because the app crashes in iphone size every time i open it Need a hotfix, URGENT",1,M_102 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,Love to Pin it!	I love pintrest Super fun ideas and the app works great most if the time Sometimes it spools but not very often,4,M_103 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Does not Work in iPhone 4 with iOS 7,"I loved the app, but ever since I installed iOS 7 and updated the app, it does not start Please fix it",2,M_104 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,New version is terrible,"Used to be my most used app, but now it's a pain to find hotels when searching a geographical location  I now have to enter numerous towns and do numerous searches to find what I'm looking for  New version is a step in wrong direction",5,M_105 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Please Fix!!!,"This may sound like a broken record, but I really like your app when it can download. But it can't now. I hate having to type this, but this needs to be fixed.",2,M_106 AppID: 411372503 Src: AppStore_Random
99,2,Was nice,"Was nice , won't open since update",1,M_107 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,New version,The current version doesn't show all files in dropbox Please fix!,2,M_108 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,xls file issue,"I used to be able to view xls files on my iPad AND iPhone  I can still view them on my iPhone but they no longer open on the iPad 

Sometimes the files will open for a few seconds and then a gray screen comes up Most of the time I just get the gray screen  The gray screen has the file name, 'Office Open XML Spreadsheet'' and the file size

My spreadsheets are simple (no macros) and small in size  I've tried creating new spreadsheets and have the same issue  Web research shows others have same issue but no fixes have worked for me 

I'm on the latest IOS 704 and the most recent version of Dropbox 301

Chat with Apple Support says it is a DropBox issue",1,M_109 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Photos won't upload,Version 30 auto updated today and now my photos won't upload Luckily my SkyDrive added an upload feature,1,M_110 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Please,The app in iPhone needs important issue 'share via email',5,M_111 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Crashes in iOS 7,Constant crashes in iOS 7 8 crashes in 30 minutes  Evernote not really ready for new iOS,1,M_112 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Html viewing not working,"I generally love Dropbox, but since I upgraded to iOS 7 I can no longer view html files properly (I am referring to files saved on my Dropbox as html) I used to view them displayed nicely as web pages, but now I just see the source code instead! Can you please fix that??

Also, can you please add the option to copy and move files? It would be a very useful feature!! Thanks!",3,M_113 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,VERY Disappointed,"The new interface is a very big disappointment Is there any way to get Version 232 back?
Way too much white space which is hard on the eyes Also, still not able to rename files -- unbelievable!!!",1,M_114 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,I wish I could give it zero stars,I've not been able to use the app because it keeps crashing! What a PAIN!,1,M_115 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Still waiting,Caught in a loop forever after trying to load a video and also forever looping in the initial how to adobe file Very sad,1,M_116 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"152 Update	What's happened to this app? The people I follow page isn't working properly, the images disappear and nothing happens when it's refreshed! It's been all good until now Fix it please",1,M_117 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Pretty good,It's an amazing app and I love it's features except for one little problem The GPS feature is a bit off I'm at home and when I want to make a quick note it gives me the wrong address It would be great if this could get fixed,4,M_118 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,New Update crashes,"Since new update 21 on Feb 15th, I get a splash screen followed by a crash
Otherwise, 5*",1,M_119 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Stop!!! loading pics,I did not give permission to upload pics The settings say its off yet it continues to upload STOP!!!,1,M_120 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Disapointed,"Love the app, but i can't access my recipes that I saved online or save any. It keeps saying they are working on it. Wish I had not purchased it!",2,M_121 AppID: 399072152 Src: AppStore_Random
99,2,Really!!!???!!!,"Can not even select a flight date anymore!! Don't waste your time here. Sheesh, why don't ya charge more for luggage so you can hire a programmer!",1,M_122 AppID: 382698565 Src: AppStore_Random
99,2,problem discovery,Better	Em having Samsung galaxy s 4 ad I am facing problem when I updated what's appplz fix it,4,M_123 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,LOUSYNOT DEPENDABLE,"I had this program for 2 months, had allot of very important information kept inside, picturesnotesmemos, etc ,all of a sudden while using it, it CRASHED on me and when I went back in, everything was gone! Wiped out completely!?! I use an IPad 2 with plenty of memory, had no other programs running to even suggest a conflict! DO NOT USE THIS UNLESS YOU WISH TO RISK LOSING IMPORTANT DOCUMENTSfiles information TRUST ME, I am very computer literate  This program is loaded with problems even if you continue to download all there 'bug fixes'",1,M_124 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,bad app LOST PRECIOUS MEMORIES,"awful appI uploaded HUNDREDS of photos but app could not upload them alllost hundreds of precious memories of concerts, times with friends, etc I was SOLELY relying on this app I had NO back up for these photos and deleted them when it said they were done now they are gone I can NOT access them",1,M_125 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Needs work! ??,"Can't login in on my iPad 3, tells me my password is incorrect.",2,M_126 AppID: 376510438 Src: AppStore_Random
99,2,Last Update ios 70 is Disastrous!!!!!!,I'm SO upset! I've been using this app for a year &amp have patiently endured the slow process of improvement It had really gotten quite good Then this last bungled attempt has made the app virtually useless Shame on Evernote's QC group (if they even have one?),1,M_127 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,still issue with iWork,"My iPad air and iPhone 4 on iOS 7 still will not open any pages documents, all they show is the document name and size",2,M_128 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,problem discovery,"Great!! Need more country backgrounds & borders...	Need more country backgrounds and borders..
",4,M_129 AppID: #5_Pho to Lab PRO Fotobearbeitung Src: PlayStore_Random
99,2,Annoying functionality,When you select an attraction and click around to read reviews and view pictures and then go back to the full like it defaults back to the beginning of the list and you have to hit 'next page' a several times to find the place you left off Very annoying,3,M_130 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Doesn't work after the last update,"I love Evernote I use it on my Mac and I use it on my iPhone I love the Evernote app but ever since the last update, which was a few days ago, this app has been giving me nothing but problems Sometimes it just doesn't open All I keep seeing is a blank screen Sometimes it opens up but then while going back and forth between notes or notebooks it simply gets stuck and doesn't respond to any finger taps or actions I hope the Evernote people improve this app and fix these bugs because I truly love Evernote and would like to keep using it But lately I have encountered nothing but serious quality problems with Evernote",1,M_131 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Terrible. Doesn't let add pictures and..,"And on top of that every posting requires re-verification through email, even to re-post postings on a verified account I have on which through computer it asks for nothing. 

When trying to add a picture to the posting, the ""add picture"" links are frayed out so you can't click to upload photos. 

Terrible all around.",1,M_132 AppID: 310947683 Src: AppStore_Random
99,2,problem discovery,Where dat mini games at?	There should be mini games like in the iphone/ipod version,3,M_133 AppID: #5_Plants vs Zombies Src: PlayStore_Random
99,2,Awfull,This app isnt that great first it dont let u play flash videos n the rexomended video is horrible it always pops up that my connection is bad wen i have full bars its slow and crashes,1,M_134 AppID: 384941497 Src: AppStore_Random
99,2,Hell no!,Ya they went way to far! There was a bug the the game that sold your cell phone info and charge u things that you don't agree to.  So to hell with angry birds.  Don't get it....it's a scam to take more money then u paid for and sign u up to pay $10.00 each month from ur phone bill to pay some other county. It's a scam!!!!!!! That is ur warning!!!!,1,M_135 AppID: 499511971 Src: AppStore_Random
99,2,Great for texting??and calling??,It is an awesome app to have. But it sometime shuts down when u try to open it. But the calls r ok and the texting is good!?????????????????????????????????????????????????????????????????,5,M_136 AppID: 470580739 Src: AppStore_Random
99,2,Doesn't work!!,It was working fine with no problems and now I can't even get the app to open!! Not happy about this at all!! Please fix!!! I even deleted the app and re downloaded n it still doesn't open this is very frustrating because this a great app when it actually works!!,1,M_137 AppID: Not stated Src: RE2014_app_and_play_store_apps
99,2,Not working,Crashes as soon as I try to load it.,1,M_138 AppID: 288429040 Src: AppStore_Random
99,2,It's not ok,"I like the fact that I can download drop box on any device and share pics What I don't like is the time it takes to download pics and that in order to download I have to always be connected to the Internet, this keeps the pics from downloading some times when I am away from wifi 2613 i'm still trying to figure out app support pictures are not downloading and i am going to remove this app from my IPAD its worthless",1,M_139 AppID: Not stated Src: RE2014_app_and_play_store_apps
