99_3048_2,problem discovery,Deleting app and reinstalling does not work either 
99_3049_2,problem discovery,The latest version crashes on launch for my iPhone 5s 
99_3050_2,problem discovery,This is the third update in 3 months that has crashed upon installation for me 
99_3051_2,problem discovery,Just crashes 
99_3052_4,information giving,Got the latest update and now it will not open on my phone 
99_3053_4,information giving,Please fix this ASAP 
99_3054_2,problem discovery,Now it crashes when loading 
99_3055_4,information giving,Please fix it 
99_3056_4,information giving,The latest interface is substandard from a useability standpoint besides being ugly and the latest version will not launch on my iPhone 5 
99_3057_4,information giving,Do not update 
99_3058_2,problem discovery,Latest update crashes every time on startup on 5S 
99_3059_2,problem discovery,I count on Evernote for many things across many devices but now the app just crashes on my iPhone 5 
99_3060_4,information giving,Please fix it or at least let us know you are working on this 
99_3061_2,problem discovery,Latest update crashes 
99_3062_4,information giving,If you are having problems with the latest Evernote update here s the fix n nIf you installed the latest update Evernote is still crashing n nGo to Settings Privacy Contacts look for Evernote select OFF 
99_3063_2,problem discovery,Just crashes shortly upon launch 
99_3064_4,information giving,Evernote please fix ASAP 
99_3065_4,information giving,I will not use a note application I can t trust not to lose my information 
99_3066_2,problem discovery,Since IOS 7 2 it continues to crash upon opening 
99_3067_2,problem discovery,It let me down AT THE HOSPITAL where I needed Medication List Healthcare Power of Attorney and Living Will 
99_3068_2,problem discovery,Epic FAIL 
99_3069_2,problem discovery,Don t upgrade newest version has a connectivity problem with wifi and won t open 
99_3070_2,problem discovery,Even after clean install this app crashes over and over nGuys please test updates before releasing them 
99_3071_4,information seeking,How could this app fail so completely 
99_3072_4,information seeking,They made it so complicated n difficult to use it was a lot more easier few updates ago I have no idea how to add a note 
99_3073_2,problem discovery,It won t remain open for more than 10 seconds before it crashes 
99_3074_2,problem discovery, n nDeletion and reinstallation of the app has yet to resolve the issue 
99_3075_2,problem discovery,App keeps freezing and then it crashes 
99_3076_2,problem discovery,But upon latest upgrade crashes on open 
99_3077_4,information giving,Do not upgrade on iPad 
99_3078_2,problem discovery,Very disappointed I can t access my info as premium user 
99_3079_2,problem discovery,The newest update crashes repeatedly 
99_3080_4,information giving,Do not update 
99_3081_2,problem discovery,Now I can t access any of my notes 
99_3082_2,problem discovery,After the latest upgrades there were issues and now it crashes and I cannot access anything 
99_3083_4,information giving,I have tried to delete and reinstall but that didn t fix the problem 
99_3084_2,problem discovery,New version crashes every time on iPhone 5 
99_3085_5,feature request,Please get a fix out soon 
99_3086_4,information giving,The new version did not crash in my hand because I deleted it in 5 min and went back to the old version by syncing with iTunes library on my PC 
99_3087_2,problem discovery, nThe biggest problem for the new version is people like me having 30 notebooks and 80 tags have big trouble switching between notes 
99_3088_2,problem discovery,You have to tap several times between each switch 
99_3089_2,problem discovery, n nThe second problem is the ugly interface probably for matching the ugly icons of iOS 7 
99_3090_2,problem discovery,It crashes 
99_3091_2,problem discovery,mwingerski If this development team focus on making the App WORK rather than always adding new features I might give this five stars nNew features are totally worthless if I can t even open the app after it updates nDon t bother sending a support request from within the app because no one ever reads it even if you are a premium subscriber 
99_3092_2,problem discovery,'Unable to sync' this is a past problem 
99_3093_4,information giving, nThought I resolved problem when I uninstalled and reinstalled app on my iPhone 
99_3094_2,problem discovery,Recent update causes Evernote on iOS to fail 
99_3095_2,problem discovery,Whit screen of death can t even use 
99_3096_2,problem discovery,I don t have a problem paying for Premium but not when it includes something so basic and essential that it s a joke to have to pay for 
99_3097_4,information seeking,Where is your QA 
99_3098_2,problem discovery,Update crashes all the time 
99_3099_2,problem discovery,Once again Evernote has launched an update that crashes on both my iPad and iPhone 5S 
99_3100_4,information giving,I even have the Premium version and bought several books on how to use the tool 
99_3101_4,information giving,I think the power just takes a while to understand for each user 
99_3102_4,information giving,Extending the brand into notebooks backpacks coffee mugs and T shirts works for Starbucks because the coffee tastes good and is reliably available 
99_3103_2,problem discovery,The last update crashes upon opening on iPad and iPhone 
99_3104_2,problem discovery,It tries to open for a few seconds then crashes to home screen 
99_3105_2,problem discovery,I tried uninstalling rebooting reinstall but the same result occurs 
99_3106_2,problem discovery,Please fix this ASAP 
99_3107_2,problem discovery,New version crashes on both iPad 2 and iPhone 4S 
99_3108_2,problem discovery,Please fix app 
99_3109_2,problem discovery,Updates crashes 5s nClean install same n nEvernote help no help nEvernote you 
99_3110_4,information giving,I like it and it s available in all platforms 
99_3111_2,problem discovery,I love Evernote and have become very reliant on it one of the apps I can t do without however I am without it now because it crashes on open and will not open on iPhone 
99_3112_2,problem discovery,Tried to delete and reinstall but it still crashes 
99_3113_2,problem discovery,Sclathos Evernote is not working after upgrade 
99_3114_2,problem discovery,It will open but then it crashes and sometimes re opens on its own 
99_3115_2,problem discovery,You can t open any notes when it does load 
99_3116_2,problem discovery,When I try to take a photo as a note the app crashes 
99_3117_2,problem discovery,7 2 completely crashes on startup on iphone 5 and ipad 3 
99_3118_2,problem discovery,App crashes on update even after reboot and reinstall 
99_3119_2,problem discovery,Please address issue 
99_3120_2,problem discovery,One of my all time favorite apps however the latest update makes it unable as it freezes and crashes 
99_3121_2,problem discovery,It s a great program but since the last update last night it just crashes every time I open it 
99_3122_2,problem discovery, n nI uninstalled it reinstalled it still crashes 
99_3123_2,problem discovery,I uninstalled it did a clean boot installed again still crashes Evernote please fix this ASAP 
99_3124_4,information giving,You must get this app one of the best 
99_3125_4,information giving,Probably the best app available so easy to use and it makes a lot of fun nLove using it on my iPhone too 
99_3126_4,information giving,Also has practical uses show pictures to hair stylist pin recipes so you know what you need at the store etc 
99_3127_4,information giving,I love this app i think it is the best out there i recommend this to anyone who loves to kill time on their computer 
99_3128_2,problem discovery,Only complaint is you can t change then orientation which is especially bothersome for videos 
99_3129_5,feature request,This is a little inconvenient and could be improved 
99_3130_4,information giving,I do not feel the need to be notified when someone creates a new board 
99_3131_4,information giving,I haven t had any problems with this app 
99_3132_4,information giving,It is so much fun and gives you so many ideas of how to approach life 
99_3133_4,information giving,There are also great cleaning ideas and personal ideas like how to make your own facial scrub 
99_3134_2,problem discovery,My only problem with Pinterest is I lose track of time when I m on it 
99_3135_5,feature request,It would be nice if it would let you start typing the name of the board and it would pull it up 
99_3136_4,information giving,Thank you for adding more secret boards 
99_3137_4,information giving,I have lots of recipes on here and when I m trying to find that recipe I made a year ago so I can make dinner it s frustrating that I can t search for it and find it quickly 
99_3138_2,problem discovery,Some minor problems happens often but still love this app 
99_3139_4,information giving,You can use it for anything and it s so easy to use 
99_3140_2,problem discovery,If there is a way to do this it isn t intuitive 
99_3141_5,feature request, I m kinda technologically challenged I admit but ideally the app should be programmed and designed with people like me in mind 
99_3142_4,information giving,It s always up to date and never crashes 
99_3143_2,problem discovery,The only issue is that the search function for your own pins is not very accurate 
99_3144_2,problem discovery,Its good but it can use a bit of an improvement like sometimes the pictures just doesnt show and it takes a while for it to get back but that would be it 
99_3145_4,information giving,Works smoothly and easily every time I use the app can t say that about all apps 
99_3146_4,information giving,Love this app and it s not crashing for me anymore 
99_3147_5,feature request,I wish there was a way to put my boards in alphabetical order without moving them all individually 
99_3148_4,information giving,I love that you are now able to pin from your clipboard 
99_3149_4,information giving,I like everything about this app except the fact that I can t pin anything from my iPhone 
99_3150_4,information seeking,My only complaint would be that if a pin is reported as a possible threat why isn t it removed 
99_3151_4,information giving,Haven t had any problems on iPhone 5 
99_3152_4,information giving,When I wake up in the middle of the night I just grab my phone and start pinning 
99_3153_2,problem discovery,Please fix this problem and let us pin more than that 
99_3154_2,problem discovery,The app on my iPad regularly crashes 
99_3155_2,problem discovery,I can be bombarded with ads anywhere I don t need to sit and browse through them 
99_3156_4,information giving,I ve never had an issue with it crashing 
99_3157_4,information giving,My only problem with it is the fact I say just 2 more minutes and they turn into hours 
99_3158_2,problem discovery,However it has crashed a couple of times recently on the iPad 
99_3159_4,information giving,I might use it 50 times a day just for home made goodies alone 
99_3160_4,information giving, n Absolutely HATE the new way they list the categories with a picture please go back to the old list or let us choose which we d like to use 
99_3161_4,information giving,They updated the app and it is a lot better 
99_3162_4,information giving,Luckily I don t have the crashing issue or I would probably have to cry lol 
99_3163_4,information giving,I could not tell you how many fun ideas I have tried and loved because of Pinterest 
99_3164_4,information giving,I think it s much easier to pin things on the app than it is to pin them on the website 
99_3165_4,information giving,I love looking at wedding stuff to help me plan my upcoming wedding 
99_3166_5,feature request,I like pinterest a lot but it really needs to be managed better 
99_3167_4,information giving,Adding 12 24 13 do not like updated fragmented boards 
99_3168_4,information giving,Use it just about everyday 
99_3169_2,problem discovery,Frequent app crashes on my iPad please fix this bug 
99_3170_4,information giving,Pinterest is my go to when I need an idea for anything hair styles crafting cooking whatever 
99_3171_2,problem discovery, n n update for new version n nI preferred the last layout and it STILL crashes when the orientation changes and at random too 
99_3172_2,problem discovery,Why put the effort into a new layout and not fix major bugs 
99_3173_5,feature request,I feel that they need to remove them 
99_3174_4,information giving,Will think of other improvements that may be needed when I think of them 
99_3175_2,problem discovery,Please fix the bugs 
99_3176_2,problem discovery,Does the job you need it for but occasional crashes I use it daily and it probably crashes once a week can be a nuisance but just briefly 
99_3177_2,problem discovery,Will lock up and crash often 
99_3178_2,problem discovery,Sha chey Renee This new update crashes when I click on images and I can t see my followers and who s following me please change this 
99_3179_2,problem discovery,I would have given it 5 stars except it crashes for no reason whatever you were looking at is lost 
99_3180_4,information seeking,Why was this feature removed 
99_3181_2,problem discovery,Please fix this soon 
99_3182_2,problem discovery,I want to change the covers on my boards but you can t do that in this update please fix it or if you got rid of it please bring it back 
99_3183_2,problem discovery,However in the last update something happened and now the app crashes constantly and when I can get in all my pictures are gone 
99_3184_2,problem discovery,The only thing is it crashes a lot 
99_3185_4,information giving,HomelessDragon Says I need to grant access to log in via Facebook 
99_3186_2,problem discovery,I find it very annoying that Pinterest keeps crashing literally every few minutes didn t have this problem before 
99_3187_2,problem discovery,It will work fine sometimes but since the new update if I leave and come back to the app the images won t show up 
99_3188_5,feature request,Please change it back to how it was before 
99_3189_2,problem discovery,I ve seen many people have this issue and currently mine takes up 1 5 gb of my memory because it saves every single photo u pin or look at in the cache 
99_3190_4,information giving,Never had an issue with it 
99_3191_5,feature request,Very annoyed that I can t delete pins from notifications tab 
99_3192_4,information giving,Whether I need some inspiration in planning a birthday party motivation to work out or outfit ideas Pinterest is my first stop 
99_3193_4,information giving,It is the one if the best apps ever created and is very useful and fun to look at 
99_3194_4,information giving,It s cool how you can save the things you like as well 
99_3195_4,information seeking, n n However I don t know if there is a way to contact Pinterest in order to suggest ideas for the app s improvement 
99_3196_5,feature request, n I would like to suggest the idea that Pinterest create folders for our boards 
99_3197_5,feature request,I think we should get more 
99_3198_2,problem discovery,Now I have to scroll through all of them instead of just touching a letter to find the board 
99_3199_4,information giving,I just love this app 
99_3200_4,information giving,It is great to be able to see the details I need without wasting paper or taking up a lot of space on my small table 
99_3201_4,information giving,My iPad no longer crashes so I m a happy camper about that 
99_3202_2,problem discovery,Please undo this terrible update 
99_3203_2,problem discovery,While aesthetically better looking it does not work well 
99_3204_2,problem discovery,The new updates are causing problems first it was crashing my iPad almost every day 
99_3205_2,problem discovery,Now it won t load correctly pictures missing and my boards are missing cover pics which I can t even edit because there s no option to change the picture anymore 
99_3206_4,information giving,Smash lover Pinterest is like a social media drug once you have a little you need a lot 
99_3207_2,problem discovery,Bdmama13 I love the app but I can t pin from etsy or other websites with the Pinterest button on the iPad mini 
99_3208_2,problem discovery,Wouldn t let me update the app 
99_3209_2,problem discovery,Since update can t login with my Fb acct 
99_3210_4,information giving,The app was great please fix 
99_3211_4,information seeking,I want to know if anybody is having the problem about an update on Pinterest 
99_3212_4,information giving,I need my App back 
99_3213_2,problem discovery,When I try to update it says that the app is no longer available 
99_3214_2,problem discovery,I cant get the app it says its no longer available 
99_3215_2,problem discovery,Trying to update and keeps saying the item I m trying to purchase is not available 
99_3216_2,problem discovery,Um I m not trying to purchase I m trying to update please fix ASAP now it s saying can t connect to iTunes I m getting frustrated 
99_3217_2,problem discovery,I uninstalled it because when I tried to update it said What you ve tried to buy is no longer available 
99_3218_2,problem discovery,Now I can t reinstall 
99_3219_2,problem discovery,I was trying to update my phone but it s telling me that Pinterest is no longer available 
99_3220_2,problem discovery,When the update came I tried to update it but it said that It wouldn t let me 
99_3221_4,information giving,I love Pinterest and always wished there was some way to go easily from pin to pin on a board or category 
99_3222_4,information giving,I was excited to see that they added the swiping feature in the latest update 
99_3223_2,problem discovery,Tried to update this app the update is for bug fixes and it tells me the item I m trying to buy is no longer available 
99_3224_2,problem discovery,Now it says not available to purchase 
99_3225_2,problem discovery,For some reason it s not letting me update 'this update is no longer available' and then it deleted my app
99_3226_2,problem discovery,So I tried uninstalling and reinstalling it but now it won t let me download the app 
99_3227_2,problem discovery,It says 'The item you tried to buy is no longer available '
99_3228_4,information giving,grlnxtdr2 u 978 My Pinterest app is saying it needs an update but I am getting this message when I choose update 
99_3229_4,information seeking,Can I not download the app 
99_3230_4,information giving,It says it s no longer available 
99_3231_4,information seeking,What happened 
99_3232_2,problem discovery,magirlokmynameisnicky It won t let me create an account at all I think it is a bug or something 
99_3233_4,information seeking,What is the problem since the update 
99_3234_2,problem discovery,Of course I adore Pinterest but the app always has bugs and the last update has made Pinterest completely unusable 
99_3235_4,information giving,I need my Pinterest 
99_3236_2,problem discovery,I can t even open the app after it s latest update 
99_3237_2,problem discovery,The only thing wrong is when I go to repin something I go to write a description and click on the box but it crashes 
99_3238_2,problem discovery,I cannot access my notifications anymore and when I try to change captions I can t Why can t I post comments anymore 
99_3239_2,problem discovery,I love love Pintrest but hate that it sometimes crashes since iOS 7 has come out never had that problem before but for that issue a great app 
99_3240_4,information giving,You just put your finger on the pin picture and instantly you have options that POP up 
99_3241_4,information giving,Do not like the new update 
99_3242_4,information giving,Works great and I ve nvr had a problem with it or gotten a bad idea off Pinterest 
99_3243_2,problem discovery,The only issue I have is that it s sensitive 
99_3244_2,problem discovery,Other than after I updated it it crashes every other time I use it 
99_3245_2,problem discovery,The only problem is when I get on I don t want to stop 
99_3246_2,problem discovery,I can look at pins but I can t do much else for the last two days 
99_3247_2,problem discovery,The app shuts down won t load some pins and I can t edit pins 
99_3248_2,problem discovery,It was perfect before I updated it 2 minutes ago 
99_3249_4,information giving,Love it because it is more portable than my computer so I can use it working out or cooking in the kitchen 
99_3250_2,problem discovery,It s like 3 4 of them are missing 
99_3251_2,problem discovery,With the updates you forgot to put back to edit board cover for iPad users 
99_3252_4,information giving,Pinterest is the best tool for fashion designers who needs to draw inspirations from different culture and historical era 
99_3253_2,problem discovery,Can t view pins all notifications have disappeared crashes constantly 
99_3254_5,feature request, nWish i could have more than 3 secret boards please add the feature 
99_3255_4,information giving,Online hoarding what could be better 
99_3256_2,problem discovery,Please fix this bug problem Thank you 
99_3257_2,problem discovery,Way to fail Pinterest 
99_3258_4,information giving,This App as created an addition for Pinterest that I didn t have before 
99_3259_4,information giving,the app is amazing in my iphone but when I use it on my computer its annoying when I have to pin because it isnt fast to do it so I dont like in my computer I just rather to use it on my iphone but besides that I just love it 
99_3260_4,information giving,I can t live without it 
99_3261_5,feature request,I liked having the letters on the side so I didn t have to roll through my entire list of boards to pin something 
99_3262_5,feature request,Please find a way to sort the DIY and Etsy stuff apart from each other it s frustrating to click on a project only to find you ve been diverted to an Etsy store 
99_3263_4,information giving,When you need any sort of idea all you have to do is check Pinterest 
99_3264_4,information giving,I absolutely recommend Pinterest although it is addicting 
99_3265_4,information giving,If you use Pinterest you need this app 
99_3266_2,problem discovery,Sometime I can t click to go to websites but overall good app 
99_3267_5,feature request,I still feel all these larger companies should have the email synch up with my app so when I get an alert and click on the email it should go to my app not the web page 
99_3268_4,information giving,Now however I just like it they decided to change the entire way you pin the look of everything and made all the type small and not as colorful and pleading to the eye 
99_3269_4,information giving,I would never be able to see so many of the wonderful things the world has to offer if not for Pinterest 
99_3270_4,information giving,Love using Pinterest to research all kinds of things and usually find info more appropriate for what I want to know then on other search engines 
99_3271_2,problem discovery,However it constantly crashes and freezes 
99_3272_2,problem discovery,Love using the app but very very annoying they need to fix all the glitches 
99_3273_4,information giving,I love that if I need an idea for a craft or have a stain on my carpet I can find ideas or solution for just about everything 
99_3274_4,information giving,I learn how to do so many things from Pinterest 
99_3275_4,information giving,Learned how to cut my own hair 
99_3276_4,information giving,I don t know why some people put one star but they made a mistake 
99_3277_4,information seeking,How could you not love it 
99_3278_2,problem discovery,Up until like a week ago I ve never had a problem with it before so I don t understand what s going on now 
99_3279_2,problem discovery,They need to get this fixed and fast 
99_3280_2,problem discovery, nMy only qualm is not being able to easily save pictures 
99_3281_4,information giving,That s a minor issue though 
99_3282_4,information giving,I love Pinterest the apps are more user friendly than the website BUT there needs to be a way to mark where you stopped browsing on your home feed 
99_3283_4,information giving,App never crashes anymore 
99_3284_4,information giving,It s helping me to plan a bunch of different things I want to accomplish in the future and I am so excited for that 
99_3285_4,information giving,There are quite a few pins that you click on and it will only pull up a picture or take you to a completely different page but other than that when you find those pages that take you right where you need to be there s a world of wonders out there 
99_3286_4,information giving,Like any other App it might have its moments but all in all it s fantastic 
99_3287_4,information giving,So glad they made this into an app 
99_3288_4,information seeking,Why did you change Pinterest with the last update 
99_3289_4,information seeking,Why do you change things that were not broken 
99_3290_4,information giving,I have made many recipes and DIY projects 
99_3291_4,information giving,It has given me ideas in on how to renovate my kitchen teach algebra to my kids build a mud room etc 
99_3292_4,information giving,Great site need to improve stability 
99_3293_4,information giving,There is anything and everything that you could ever want or think of on this one site 
99_3294_4,information giving,I love that you can pin without having to click through a million different things 
99_3295_4,information giving,No crashes 
99_3296_4,information giving,Now that the app is better I need an app for more time in the day 
99_3297_2,problem discovery,I almost never have any issues with it except sometimes the notifications won t refresh or sometimes the notifications take days to show up 
99_3298_4,information giving,I think it s cool you can swipe through apps but I did like the feature when you could swipe back to the previous page which you can t do anymore 
99_3299_4,information giving,Great ideas like minded people but the organization for my brain is the best 
99_3300_4,information giving,There have been times when the pins take a long time to load but overall it s a great app and I recommend it to anyone 
99_3301_2,problem discovery,Ever since the iOS 7 update the app crashes whenever I try to look at my notifications 
99_3302_4,information giving,Best app site ever lots of information and you can find everything you need 
99_3303_4,information giving,I ve never had any problems always works well 
99_3304_4,information giving,Love it and the new easier way to pin by just holding down the item 
99_3305_4,information seeking,And what happened to being able to pin a photo to my fb wall 
99_3306_2,problem discovery,I love the app but it crashes only 5 minuets into searching and looking on it 
99_3307_4,information giving,It s easy works well and is a million times more organized than I know how to be 
99_3308_4,information giving,I m on it all the time and love how you can organize your boards 
99_3309_4,information giving,I never have problems with crashing 
99_3310_2,problem discovery,Love Pinterest but the app crashes from time to time 
99_3311_4,information giving,It s easy to use and you can find anything you need with just a little searching and effort 
99_3312_2,problem discovery,Love Pinterest but will just crash when I try too look at pin notices 
99_3313_2,problem discovery,The only problem is I spend too much time on it 
99_3314_2,problem discovery,Only problems I have are there s no multiple upload option 
99_3315_5,feature request,Would be nice to easily move pins if pinned mistakingly to wrong bored 
99_3316_4,information giving,Old way was fine 
99_3317_4,information giving,Still could use a few minor tweaks but overall very good 
99_3318_4,information giving,Please restore it back the way it was 
99_3319_2,problem discovery,Brynnmlj Every time I open my feed it crashes same with my profile 
99_3320_2,problem discovery,They need to make some fixes 
99_3321_4,information seeking,Why can you drag and drop whole boards but not the pins within a board 
99_3322_4,information giving,Recently many updates including the ability to swipe to pin as well as sending pins to another user have added such great quality to the app 
99_3323_4,information giving, p n nI highly recommend this app 
99_3324_2,problem discovery,Notifications are broken and can t access sent pins 
99_3325_4,information giving,I may be slightly addicted to it 
99_3326_2,problem discovery,I don t like how you have to comment on them now how i have to scroll through all my boards to get to one and I really hate how you cant have more than one board open at a time with the x s in the corner 
99_3327_2,problem discovery,The bottom just doesn t work for me 
99_3328_2,problem discovery,This is my favorite app in the world but all of a sudden it starting to crash again and it is really annoying PLEASE FIX THIS 
99_3329_4,information giving,Great way to pass the time when u need good ideas 
99_3330_4,information giving,Once you start you can t stop 
99_3331_4,information giving,I love looking at the crisp beautiful images great ideas that are easy to categorize 
99_3332_2,problem discovery,The only thing I hate is the bug that shut it s down usually when I inadvertently have too many windows open 
99_3333_4,information giving,I m addicted everyone should have a Pinterest 
99_3334_4,information giving,So far so good haven t had any problems with it 
99_3335_2,problem discovery,Sure would be nice if the app didn t crash so often while I m pinning or just freezes 
99_3336_4,information giving,More updates need to be included with this app in order to keep it moving 
99_3337_4,information seeking,Which one gets you to the list of categories the home magnifying glass plus sign or person 
99_3338_4,information giving,If you like a pin you should not be listed as following them 
99_3339_4,information giving,Fantastic ideas and the recipes are awesome 
99_3340_2,problem discovery,Now it will not load new pins from people I follow and if I click to view people I follow then it crashes and closes the app 
99_3341_2,problem discovery,Love this app but it crashes too much 
99_3342_4,information giving,A pretty good representation of the website but took a while to figure out how to save a photo to the camera roll 
99_3343_2,problem discovery,The app still crashes a lot and will often lose the page I was on if I switch to another app for a moment which is really annoying 
99_3344_2,problem discovery,Not a fan of the new layout and the app still crashes even on the most recent iOS platform 
99_3345_4,information giving,Whenever I need an idea for anything I can find a ton here 
99_3346_5,feature request,I receive a lot of pins and its frustrating that the pins show up small I think it would be cool if it comes up like the pins do when we are pinning 
99_3347_5,feature request,Having the pins on the left needs to be moved back to the middle 
99_3348_4,information giving,I do wish with all the new updates they made a slide show option because sometimes I just want to flip through my pins instead of having to click on each one one at a time 
99_3349_4,information giving,I RECOMMEND it to every wedding planner fashionista technology mogul DIY fanatic food craver comedic lover and many more 
99_3350_4,information giving,Highly recommend it 
99_3351_2,problem discovery,Don t try to fix something that doesn t need fixing 
99_3352_2,problem discovery,Reverse please 
99_3353_4,information giving,I don t even need any other apps 
99_3354_4,information giving,How did I ever live without Pinterest 
99_3355_5,feature request,Only thing I wish it would do would allow me to print from my iPad easily 
99_3356_2,problem discovery,The only complaint I have is that it crashes at random times 
99_3357_2,problem discovery,Though It crashes after a couples minutes on my ipod 
99_3358_5,feature request,I just miss the you could save the photos in your iPhone but other than that I m in love with this app 
99_3359_4,information giving,Gives me lots of ideas from tatoos to home decor to building or just make my life easier more fun 
99_3360_4,information giving,I use it all the time and I love how it rarely crashes 
99_3361_2,problem discovery,Very well put together but after using for a little bit on my iPhone the app crashes 
99_3362_2,problem discovery,When using it on my iPad it crashes and my iPad just shuts off then restarts it s self 
99_3363_4,information giving,You don t have to search and search the stuff that interests on the web its all here you can also add information you others to see 
99_3364_4,information giving,I also liked that choosing the board did not close my new pin not allowing me to make any additional changes to the wording if the pin 
99_3365_4,information giving, nOne more thing a lot of other people and I really liked the alphabet scroll bar for the boards so it would be nice if you could bring that back with your next bug fix 
99_3366_2,problem discovery,My only complaint would be occasional crashes 
99_3367_2,problem discovery,Please fix the bugs 
99_3368_2,problem discovery,I LOVE the update but I can t enjoy it because it still crashes A LOT 
99_3369_2,problem discovery,This app crashes at least twice a day and now is not fully loading the activity my pins are getting 
99_3370_5,feature request,I wish I could have the last version back 
99_3371_2,problem discovery,I don t like the pull up menu please fix 
99_3372_2,problem discovery,Please fix ur problem 
99_3373_2,problem discovery,Please fix it 
99_3374_2,problem discovery,Please fix this 
99_3375_4,information seeking,What happened to my notifications 
99_3376_2,problem discovery,They are only showing the brand new ones problem is sometimes I don t get through them all and then I come back now they are gone 
99_3377_2,problem discovery,Please please fix this 
99_3378_4,information seeking,What happened to the related pins that you got at the bottom of a pin 
99_3379_4,information giving,I hate that you can no longer see all the other items people pinned when you click on a specific pin 
99_3380_4,information giving,That was what made this so much fun the unlimited exploring 
99_3381_4,information giving,All my past notifications are gone I liked being able to look through the past ones and I can t access related pins which was really helpful in narrowing down my search results 
99_3382_2,problem discovery,Please fix bigs 
99_3383_4,information giving, nThat s how I found most of pins and now it s gone 
99_3384_2,problem discovery,Please fix this 
99_3385_4,information giving,Thank you for putting the time bar back and it has been crashing for me less thus far 
99_3386_4,information giving,There are so many times that I m on Pinterest when I definitely need to be doing other things 
99_3387_2,problem discovery,I can barely go on there for a minute with out it crashing 
99_3388_4,information giving,If you have numerous boards you now have to click to make the keyboard go away if you change the caption or you can t scroll to the bottom of your board list because the keyboard blocks it 
99_3389_4,information seeking,Why do you now have to reach across the screen to obtain your list of boards 
99_3390_4,information seeking,Why can you no longer see the number of followers you have on each board 
99_3391_4,information seeking,Why does your total number of boards no longer show on your main page 
99_3392_4,information giving,If was not broken it should not have been fixed 
99_3393_4,information giving,Can t stop pinning 
99_3394_2,problem discovery,I hate the new layout the menu bar at the bottom the way I can t just tap outside of a box to close it how the close x has switched sides with the pin it button 
99_3395_4,information giving, nThe one positive it hasn t crashed on me since the update 
99_3396_2,problem discovery,I use Pinterest a lot and version 3 3 still has the same issue as the last couple of updates 
