Id,Subject,MainText,Text,TextTokens,TextTopics,TopicPercentages
99_3094_2,problem discovery,Recent update causes Evernote on iOS to fail ,problem discovery Recent update causes Evernote on iOS to fail,"['problem', 'recent', 'update', 'Evernote']","[106, 171]","[0.52214354, 0.3003267]"
99_3095_2,problem discovery,Whit screen of death can t even use ,problem discovery Whit screen of death can t even use,"['problem', 'screen', 'death']",[147],[0.68290746]
99_3096_2,problem discovery,I don t have a problem paying for Premium but not when it includes something so basic and essential that it s a joke to have to pay for ,problem discovery I don t have a problem paying for Premium but not when it includes something so basic and essential that it s a joke to have to pay for,"['problem', 'problem', 'Premium', 'basic', 'essential', 'joke']",[175],[0.5974179]
99_3098_2,problem discovery,Update crashes all the time ,problem discovery Update crashes all the time,"['problem', 'Update', 'time']",[182],[0.7674148]
99_3099_2,problem discovery,Once again Evernote has launched an update that crashes on both my iPad and iPhone 5S ,problem discovery Once again Evernote has launched an update that crashes on both my iPad and iPhone 5S,"['problem', 'Evernote', 'update', 'iPad']",[123],[0.5729284]
99_3103_2,problem discovery,The last update crashes upon opening on iPad and iPhone ,problem discovery The last update crashes upon opening on iPad and iPhone,"['problem', 'update', 'iPad', 'iPhone']","[123, 184]","[0.5507846, 0.5]"
99_3104_2,problem discovery,It tries to open for a few seconds then crashes to home screen ,problem discovery It tries to open for a few seconds then crashes to home screen,"['problem', 'second', 'home', 'screen']",[115],[0.8112125]
99_3105_2,problem discovery,I tried uninstalling rebooting reinstall but the same result occurs ,problem discovery I tried uninstalling rebooting reinstall but the same result occurs,"['problem', 'uninstalling', 'reinstall', 'result']",[178],[0.5095852]
99_3106_2,problem discovery,Please fix this ASAP ,problem discovery Please fix this ASAP,['problem'],[171],[0.54329026]
99_3107_2,problem discovery,New version crashes on both iPad 2 and iPhone 4S ,problem discovery New version crashes on both iPad 2 and iPhone 4S,"['problem', 'new', 'version', 'crash', 'iPhone']",[171],[0.4702975]
99_3108_2,problem discovery,Please fix app ,problem discovery Please fix app,"['problem', 'app']",[171],[0.698517]
99_3109_2,problem discovery,Updates crashes 5s nClean install same n nEvernote help no help nEvernote you ,problem discovery Updates crashes 5s nClean install same n nEvernote help no help nEvernote you,"['problem', 'nEvernote', 'help', 'help', 'nevernote']",[138],[0.76354367]
99_3111_2,problem discovery,I love Evernote and have become very reliant on it one of the apps I can t do without however I am without it now because it crashes on open and will not open on iPhone ,problem discovery I love Evernote and have become very reliant on it one of the apps I can t do without however I am without it now because it crashes on open and will not open on iPhone,"['problem', 'Evernote', 'reliant', 'app', 'open', 'iPhone']",[106],[0.44138917]
99_3112_2,problem discovery,Tried to delete and reinstall but it still crashes ,problem discovery Tried to delete and reinstall but it still crashes,['problem'],[171],[0.5432902]
99_3113_2,problem discovery,Sclathos Evernote is not working after upgrade ,problem discovery Sclathos Evernote is not working after upgrade,"['problem', 'Evernote', 'upgrade']","[100, 140]","[0.39349902, 0.37303537]"
99_3114_2,problem discovery,It will open but then it crashes and sometimes re opens on its own ,problem discovery It will open but then it crashes and sometimes re opens on its own,"['problem', 'open']","[171, 155]","[0.3586363, 0.3433104]"
99_3115_2,problem discovery,You can t open any notes when it does load ,problem discovery You can t open any notes when it does load,"['problem', 'note', 'load']","[154, 133]","[0.39314, 0.37340263]"
99_3116_2,problem discovery,When I try to take a photo as a note the app crashes ,problem discovery When I try to take a photo as a note the app crashes,"['problem', 'photo', 'note', 'app']",[154],[0.60934913]
99_3117_2,problem discovery,7 2 completely crashes on startup on iphone 5 and ipad 3 ,problem discovery 7 2 completely crashes on startup on iphone 5 and ipad 3,"['crash', 'startup', '3']",[],[]
99_3118_2,problem discovery,App crashes on update even after reboot and reinstall ,problem discovery App crashes on update even after reboot and reinstall,"['problem', 'App', 'update', 'reboot', 'reinstall']",[178],[0.53542817]
99_3119_2,problem discovery,Please address issue ,problem discovery Please address issue,"['problem', 'address', 'issue']",[168],[0.49554446]
99_3120_2,problem discovery,One of my all time favorite apps however the latest update makes it unable as it freezes and crashes ,problem discovery One of my all time favorite apps however the latest update makes it unable as it freezes and crashes,"['problem', 'time', 'favorite', 'app', 'late', 'update', 'unable']",[169],[0.34396803]
99_3121_2,problem discovery,It s a great program but since the last update last night it just crashes every time I open it ,problem discovery It s a great program but since the last update last night it just crashes every time I open it,"['problem', 'great', 'program', 'update', 'night', 'time']",[],[]
99_3122_2,problem discovery, n nI uninstalled it reinstalled it still crashes ,problem discovery  n nI uninstalled it reinstalled it still crashes,['ni'],[169],[0.5208033]
99_3123_2,problem discovery,I uninstalled it did a clean boot installed again still crashes Evernote please fix this ASAP ,problem discovery I uninstalled it did a clean boot installed again still crashes Evernote please fix this ASAP,"['problem', 'clean', 'boot', 'Evernote']","[100, 104]","[0.42055956, 0.3455971]"
99_3128_2,problem discovery,Only complaint is you can t change then orientation which is especially bothersome for videos ,problem discovery Only complaint is you can t change then orientation which is especially bothersome for videos,"['problem', 'complaint', 'orientation', 'bothersome', 'video']",[108],[0.30393818]
99_3134_2,problem discovery,My only problem with Pinterest is I lose track of time when I m on it ,problem discovery My only problem with Pinterest is I lose track of time when I m on it,"['problem', 'problem', 'Pinterest', 'track', 'time']",[168],[0.38470724]
99_3138_2,problem discovery,Some minor problems happens often but still love this app ,problem discovery Some minor problems happens often but still love this app,"['problem', 'minor', 'problem', 'app']",[171],[0.77499276]
99_3140_2,problem discovery,If there is a way to do this it isn t intuitive ,problem discovery If there is a way to do this it isn t intuitive,"['problem', 'way', 'intuitive']",[134],[0.49662447]
99_3143_2,problem discovery,The only issue is that the search function for your own pins is not very accurate ,problem discovery The only issue is that the search function for your own pins is not very accurate,"['problem', 'issue', 'search', 'function', 'pin', 'accurate']",[163],[0.43341053]
99_3144_2,problem discovery,Its good but it can use a bit of an improvement like sometimes the pictures just doesnt show and it takes a while for it to get back but that would be it ,problem discovery Its good but it can use a bit of an improvement like sometimes the pictures just doesnt show and it takes a while for it to get back but that would be it,"['problem', 'good', 'bit', 'improvement', 'picture']",[100],[0.44236895]
99_3153_2,problem discovery,Please fix this problem and let us pin more than that ,problem discovery Please fix this problem and let us pin more than that,"['problem', 'problem']",[171],[0.69851714]
99_3154_2,problem discovery,The app on my iPad regularly crashes ,problem discovery The app on my iPad regularly crashes,"['problem', 'app', 'iPad']","[123, 184]","[0.76551795, 0.3333333333333333]"
99_3155_2,problem discovery,I can be bombarded with ads anywhere I don t need to sit and browse through them ,problem discovery I can be bombarded with ads anywhere I don t need to sit and browse through them,"['problem', 'ad']",[179],[0.6826434]
99_3158_2,problem discovery,However it has crashed a couple of times recently on the iPad ,problem discovery However it has crashed a couple of times recently on the iPad,"['problem', 'couple', 'time', 'iPad']",[182],[0.32373083]
99_3169_2,problem discovery,Frequent app crashes on my iPad please fix this bug ,problem discovery Frequent app crashes on my iPad please fix this bug,"['problem', 'frequent', 'app', 'crash', 'iPad', 'bug']",[123],[0.49921143]
99_3171_2,problem discovery, n n update for new version n nI preferred the last layout and it STILL crashes when the orientation changes and at random too ,problem discovery  n n update for new version n nI preferred the last layout and it STILL crashes when the orientation changes and at random too,"['update', 'new', 'layout', 'orientation', 'random']",[171],[0.3218147]
99_3172_2,problem discovery,Why put the effort into a new layout and not fix major bugs ,problem discovery Why put the effort into a new layout and not fix major bugs,"['problem', 'effort', 'new', 'layout', 'major', 'bug']",[95],[0.65997845]
99_3175_2,problem discovery,Please fix the bugs ,problem discovery Please fix the bugs,"['problem', 'bug']",[164],[0.68396336]
99_3176_2,problem discovery,Does the job you need it for but occasional crashes I use it daily and it probably crashes once a week can be a nuisance but just briefly ,problem discovery Does the job you need it for but occasional crashes I use it daily and it probably crashes once a week can be a nuisance but just briefly,"['problem', 'job', 'occasional', 'crash', 'daily', 'week', 'nuisance']",[95],[0.88249254]
99_3177_2,problem discovery,Will lock up and crash often ,problem discovery Will lock up and crash often,"['problem', 'crash']",[121],[0.68458724]
99_3178_2,problem discovery,Sha chey Renee This new update crashes when I click on images and I can t see my followers and who s following me please change this ,problem discovery Sha chey Renee This new update crashes when I click on images and I can t see my followers and who s following me please change this,"['problem', 'chey', 'Renee', 'new', 'update', 'image', 'follower']","[152, 171]","[0.4303424, 0.31740206]"
99_3179_2,problem discovery,I would have given it 5 stars except it crashes for no reason whatever you were looking at is lost ,problem discovery I would have given it 5 stars except it crashes for no reason whatever you were looking at is lost,"['problem', '5', 'star', 'reason']",[158],[0.60411286]
99_3181_2,problem discovery,Please fix this soon ,problem discovery Please fix this soon,['problem'],[171],[0.5432902]
99_3182_2,problem discovery,I want to change the covers on my boards but you can t do that in this update please fix it or if you got rid of it please bring it back ,problem discovery I want to change the covers on my boards but you can t do that in this update please fix it or if you got rid of it please bring it back,"['problem', 'cover', 'board', 'update']",[157],[0.8115851]
99_3183_2,problem discovery,However in the last update something happened and now the app crashes constantly and when I can get in all my pictures are gone ,problem discovery However in the last update something happened and now the app crashes constantly and when I can get in all my pictures are gone,"['problem', 'update', 'app', 'picture']",[171],[0.6022486]
99_3184_2,problem discovery,The only thing is it crashes a lot ,problem discovery The only thing is it crashes a lot,"['problem', 'thing']",[96],[0.6836337]
99_3186_2,problem discovery,I find it very annoying that Pinterest keeps crashing literally every few minutes didn t have this problem before ,problem discovery I find it very annoying that Pinterest keeps crashing literally every few minutes didn t have this problem before,"['problem', 'annoying', 'Pinterest', 'minute', 'didn', 'problem']","[150, 168]","[0.44726852, 0.4215891]"
99_3187_2,problem discovery,It will work fine sometimes but since the new update if I leave and come back to the app the images won t show up ,problem discovery It will work fine sometimes but since the new update if I leave and come back to the app the images won t show up,"['problem', 'new', 'update', 'app', 'image']",[171],[0.6617315]
99_3189_2,problem discovery,I ve seen many people have this issue and currently mine takes up 1 5 gb of my memory because it saves every single photo u pin or look at in the cache ,problem discovery I ve seen many people have this issue and currently mine takes up 1 5 gb of my memory because it saves every single photo u pin or look at in the cache,"['problem', 'people', 'issue', 'gb', 'memory', 'single', 'photo', 'pin', 'cache']",[117],[0.7531225]
99_3198_2,problem discovery,Now I have to scroll through all of them instead of just touching a letter to find the board ,problem discovery Now I have to scroll through all of them instead of just touching a letter to find the board,"['problem', 'letter', 'board']","[157, 144, 186]","[0.42284906, 0.34533247, 0.3333333333333333]"
99_3202_2,problem discovery,Please undo this terrible update ,problem discovery Please undo this terrible update,"['problem', 'terrible', 'update']",[171],[0.5186953]
99_3203_2,problem discovery,While aesthetically better looking it does not work well ,problem discovery While aesthetically better looking it does not work well,['problem'],[171],[0.5432902]
99_3204_2,problem discovery,The new updates are causing problems first it was crashing my iPad almost every day ,problem discovery The new updates are causing problems first it was crashing my iPad almost every day,"['problem', 'new', 'update', 'problem', 'iPad', 'day']",[171],[0.5319948]
99_3205_2,problem discovery,Now it won t load correctly pictures missing and my boards are missing cover pics which I can t even edit because there s no option to change the picture anymore ,problem discovery Now it won t load correctly pictures missing and my boards are missing cover pics which I can t even edit because there s no option to change the picture anymore,"['problem', 'load', 'board', 'cover', 'pic', 'option', 'picture']",[133],[0.8826683]
99_3207_2,problem discovery,Bdmama13 I love the app but I can t pin from etsy or other websites with the Pinterest button on the iPad mini ,problem discovery Bdmama13 I love the app but I can t pin from etsy or other websites with the Pinterest button on the iPad mini,"['problem', 'app', 'etsy', 'website', 'Pinterest', 'button', 'iPad', 'mini']",[110],[0.39299735]
99_3208_2,problem discovery,Wouldn t let me update the app ,problem discovery Wouldn t let me update the app,"['problem', 'Wouldn', 'update', 'app']",[171],[0.7749927]
99_3209_2,problem discovery,Since update can t login with my Fb acct ,problem discovery Since update can t login with my Fb acct,"['problem', 'update', 'acct']",[171],[0.698517]
99_3213_2,problem discovery,When I try to update it says that the app is no longer available ,problem discovery When I try to update it says that the app is no longer available,"['problem', 'update', 'app', 'available']",[153],[0.81149626]
99_3214_2,problem discovery,I cant get the app it says its no longer available ,problem discovery I cant get the app it says its no longer available,"['problem', 'app', 'available']",[153],[0.7636724]
99_3215_2,problem discovery,Trying to update and keeps saying the item I m trying to purchase is not available ,problem discovery Trying to update and keeps saying the item I m trying to purchase is not available,"['problem', 'update', 'item', 'available']",[153],[0.60915893]
99_3216_2,problem discovery,Um I m not trying to purchase I m trying to update please fix ASAP now it s saying can t connect to iTunes I m getting frustrated ,problem discovery Um I m not trying to purchase I m trying to update please fix ASAP now it s saying can t connect to iTunes I m getting frustrated,"['problem', 'update', 'iTunes']","[166, 184]","[0.7634881, 0.3333333333333333]"
99_3217_2,problem discovery,I uninstalled it because when I tried to update it said What you ve tried to buy is no longer available ,problem discovery I uninstalled it because when I tried to update it said What you ve tried to buy is no longer available,"['problem', 'update', 'available']",[153],[0.76367944]
99_3218_2,problem discovery,Now I can t reinstall ,problem discovery Now I can t reinstall,"['problem', 'reinstall']",[178],[0.6827798]
99_3219_2,problem discovery,I was trying to update my phone but it s telling me that Pinterest is no longer available ,problem discovery I was trying to update my phone but it s telling me that Pinterest is no longer available,"['problem', 'update', 'phone', 'Pinterest', 'available']",[153],[0.5989488]
99_3220_2,problem discovery,When the update came I tried to update it but it said that It wouldn t let me ,problem discovery When the update came I tried to update it but it said that It wouldn t let me,"['problem', 'update', 'update', 'wouldn']",[171],[0.7749927]
99_3223_2,problem discovery,Tried to update this app the update is for bug fixes and it tells me the item I m trying to buy is no longer available ,problem discovery Tried to update this app the update is for bug fixes and it tells me the item I m trying to buy is no longer available,"['problem', 'update', 'app', 'update', 'bug', 'fix', 'item', 'available']",[153],[0.48981717]
99_3224_2,problem discovery,Now it says not available to purchase ,problem discovery Now it says not available to purchase,"['problem', 'available']",[153],[0.68335855]
99_3225_2,problem discovery,For some reason it s not letting me update 'this update is no longer available' and then it deleted my app,problem discovery For some reason it s not letting me update 'this update is no longer available' and then it deleted my app,"['problem', 'reason', 'update', 'update', 'available', 'app']",[153],[0.86580247]
99_3226_2,problem discovery,So I tried uninstalling and reinstalling it but now it won t let me download the app ,problem discovery So I tried uninstalling and reinstalling it but now it won t let me download the app,"['problem', 'app']",[171],[0.6985171]
99_3227_2,problem discovery,It says 'The item you tried to buy is no longer available ',problem discovery It says 'The item you tried to buy is no longer available ',"['problem', 'item', 'available']",[153],[0.5100155]
99_3232_2,problem discovery,magirlokmynameisnicky It won t let me create an account at all I think it is a bug or something ,problem discovery magirlokmynameisnicky It won t let me create an account at all I think it is a bug or something,"['problem', 'account', 'bug']",[164],[0.48497507]
99_3234_2,problem discovery,Of course I adore Pinterest but the app always has bugs and the last update has made Pinterest completely unusable ,problem discovery Of course I adore Pinterest but the app always has bugs and the last update has made Pinterest completely unusable,"['problem', 'Pinterest', 'app', 'bug', 'update', 'Pinterest', 'unusable']",[168],[0.4591502]
99_3236_2,problem discovery,I can t even open the app after it s latest update ,problem discovery I can t even open the app after it s latest update,"['problem', 'app', 'late', 'update']","[169, 171]","[0.43984345, 0.38300738]"
99_3237_2,problem discovery,The only thing wrong is when I go to repin something I go to write a description and click on the box but it crashes ,problem discovery The only thing wrong is when I go to repin something I go to write a description and click on the box but it crashes,"['problem', 'thing', 'wrong', 'description', 'click', 'box']",[183],[0.45552105]
99_3238_2,problem discovery,I cannot access my notifications anymore and when I try to change captions I can t Why can t I post comments anymore ,problem discovery I cannot access my notifications anymore and when I try to change captions I can t Why can t I post comments anymore,"['problem', 'notification', 'caption', 'comment']",[165],[0.47975865]
99_3239_2,problem discovery,I love love Pintrest but hate that it sometimes crashes since iOS 7 has come out never had that problem before but for that issue a great app ,problem discovery I love love Pintrest but hate that it sometimes crashes since iOS 7 has come out never had that problem before but for that issue a great app,"['problem', 'love', 'Pintrest', '7', 'problem', 'issue', 'great', 'app']",[168],[0.3056776]
99_3243_2,problem discovery,The only issue I have is that it s sensitive ,problem discovery The only issue I have is that it s sensitive,"['problem', 'issue', 'sensitive']",[168],[0.49170312]
99_3244_2,problem discovery,Other than after I updated it it crashes every other time I use it ,problem discovery Other than after I updated it it crashes every other time I use it,"['problem', 'time']",[182],[0.6883648]
99_3245_2,problem discovery,The only problem is when I get on I don t want to stop ,problem discovery The only problem is when I get on I don t want to stop,"['problem', 'problem']",[171],[0.69851714]
99_3246_2,problem discovery,I can look at pins but I can t do much else for the last two days ,problem discovery I can look at pins but I can t do much else for the last two days,"['problem', 'pin', 'day']","[143, 186]","[0.5112348, 0.3333333333333333]"
99_3247_2,problem discovery,The app shuts down won t load some pins and I can t edit pins ,problem discovery The app shuts down won t load some pins and I can t edit pins,"['problem', 'app', 'shut', 'load', 'pin', 'pin']","[143, 186]","[0.41100496, 0.3333333333333333]"
99_3248_2,problem discovery,It was perfect before I updated it 2 minutes ago ,problem discovery It was perfect before I updated it 2 minutes ago,"['problem', 'perfect', 'minute']",[100],[0.49045333]
99_3250_2,problem discovery,It s like 3 4 of them are missing ,problem discovery It s like 3 4 of them are missing,['problem'],[171],[0.5432902]
99_3251_2,problem discovery,With the updates you forgot to put back to edit board cover for iPad users ,problem discovery With the updates you forgot to put back to edit board cover for iPad users,"['problem', 'update', 'board', 'cover', 'iPad', 'user']","[157, 123]","[0.558171, 0.310263]"
99_3253_2,problem discovery,Can t view pins all notifications have disappeared crashes constantly ,problem discovery Can t view pins all notifications have disappeared crashes constantly,"['problem', 'pin', 'notification', 'crash']",[143],[0.60120547]
99_3256_2,problem discovery,Please fix this bug problem Thank you ,problem discovery Please fix this bug problem Thank you,"['problem', 'bug', 'problem']",[164],[0.76412684]
99_3257_2,problem discovery,Way to fail Pinterest ,problem discovery Way to fail Pinterest,"['problem', 'way', 'Pinterest']","[168, 186]","[0.47113368, 0.3333333333333333]"
99_3266_2,problem discovery,Sometime I can t click to go to websites but overall good app ,problem discovery Sometime I can t click to go to websites but overall good app,"['problem', 'website', 'overall', 'good', 'app']","[100, 144]","[0.4760089, 0.3702302]"
99_3271_2,problem discovery,However it constantly crashes and freezes ,problem discovery However it constantly crashes and freezes,"['problem', 'freeze']",[138],[0.6831761]
99_3272_2,problem discovery,Love using the app but very very annoying they need to fix all the glitches ,problem discovery Love using the app but very very annoying they need to fix all the glitches,"['problem', 'Love', 'app', 'annoying', 'glitch']",[138],[0.56559956]
99_3278_2,problem discovery,Up until like a week ago I ve never had a problem with it before so I don t understand what s going on now ,problem discovery Up until like a week ago I ve never had a problem with it before so I don t understand what s going on now,"['problem', 'week', 'problem']",[156],[0.5890597]
99_3279_2,problem discovery,They need to get this fixed and fast ,problem discovery They need to get this fixed and fast,['problem'],[171],[0.5432902]
99_3280_2,problem discovery, nMy only qualm is not being able to easily save pictures ,problem discovery  nMy only qualm is not being able to easily save pictures,"['able', 'picture']","[133, 102]","[0.34339562, 0.34309712]"
99_3297_2,problem discovery,I almost never have any issues with it except sometimes the notifications won t refresh or sometimes the notifications take days to show up ,problem discovery I almost never have any issues with it except sometimes the notifications won t refresh or sometimes the notifications take days to show up,"['problem', 'issue', 'notification', 'refresh', 'notification', 'day']",[165],[0.31793764]
