Id,Name,PriorityScore,Remarks,Status
257,lda_time_game_thank_ty_platform,0,"time, game, thank, ty, platform, feature, app, total, failure, document",0
258,lda_support_problem_user_wrong_million,0,"support, problem, user, wrong, million, premium, Tech, memory, people, single",0
259,lda_version_file_possible_app_perfect,0,"version, file, possible, app, perfect, problem, update, new, current, dropbox",0
260,lda_file_password_update_great_name,0,"file, password, update, great, name, green, incorrect, account, lame, office",0
261,lda_trip_app_option_star_rental,0,"trip, app, option, star, rental, house, client, engine, unusable, way",0
262,lda_crash_problem_book_app_launch,0,"crash, problem, book, app, launch, performance, late, handy, version, iPad",0
263,lda_app_time_instruction_great_detail,0,"app, time, instruction, great, detail, day, weather, picture, pic, able",0
264,lda_iPad_problem_app_update_startup,0,"iPad, problem, app, update, startup, version, happy, window, setting, new",0
265,lda_upload_new_functionality_Dropbox_old,0,"upload, new, functionality, Dropbox, old, work, option, camera, good, badge",0
266,lda_bug_App_screen_video_late,0,"bug, App, screen, video, late, today, desktop, tomorrow, day, issue",0
267,lda_app_oop_Quit_purpose_review,0,"app, oop, Quit, purpose, review, update, patch, post, updated, silly",0
268,lda_App_app_Dropbox_box_voice,0,"App, app, Dropbox, box, voice, defect, buggy, slow, update, bug",0
269,lda_app_premium_feature_work_subscriber,0,"app, premium, feature, work, subscriber, bad, Fox, photo, mobile, Evernote",0
270,lda_note_version_system_problem_number,0,"note, version, system, problem, number, functionality, good, major, application, look",0
271,lda_game_team_stat_2_play,0,"game, team, stat, 2, play, 1, error, version, week, qb",0
273,lda_feature_month_sad_update_problem,0,"feature, month, sad, update, problem, account, bad, app, conversation, 1st",0
274,lda_picture_problem_feed_load_news,0,"picture, problem, feed, load, news, app, board, option, cover, pic",0
275,lda_problem_way_folder_new_layout,0,"problem, way, folder, new, layout, pin, button, menu, diy, sure",0
276,lda_7_complaint_problem_app_version,0,"7, complaint, problem, app, version, update, issue, outdated, Update, spot",0
277,lda_photo_today_upload_auto_feature,0,"photo, today, upload, auto, feature, hope, duo, modern, iri, Instagram",0
278,lda_app_photo_precious_hundred_scam,0,"app, photo, precious, hundred, scam, phone, general, pain, bug, friend",0
279,lda_problem_help_PDF_Love_update,0,"problem, help, PDF, Love, update, annoying, blank, app, file, power",0
280,lda_disappointed_user_problem_premium_info,0,"disappointed, user, problem, premium, info, comopatible, Instagram, modern, hope, grand",0
281,lda_problem_upgrade_slow_crash_update,0,"problem, upgrade, slow, crash, update, difficult, late, app, EXTREMELY, Dropbox",0
282,lda_phone_useless_app_update_Dropbox,0,"phone, useless, app, update, Dropbox, point, file, duo, modern, grand",0
283,lda_hotel_20_search_hard_attraction,0,"hotel, 20, search, hard, attraction, function, slow, thing, good, photo",0
284,lda_pin_problem_email_notification_Safari,0,"pin, problem, email, notification, Safari, iphone, App, iPad, time, update",0
285,lda_great_app_website_problem_update,0,"great, app, website, problem, update, new, useless, password, letter, look",0
286,lda_need_cool_update_bar_progress,0,"need, cool, update, bar, progress, version, option, previous, message, Facebook",0
287,lda_song_Dropbox_application_update_folder,0,"song, Dropbox, application, update, folder, problem, issue, iPad, pdfs, track",0
288,lda_screen_problem_app_mini_work,0,"screen, problem, app, mini, work, good, time, little, option, editing",0
289,lda_app_time_read_feedback_3rd,0,"app, time, read, feedback, 3rd, update, reason, support, iph5, response",0
290,lda_recipe_good_11_app_multiple,0,"recipe, good, 11, app, multiple, problem, pictute, member, grup, coz",0
291,lda_app_good_terrible_version_new,0,"app, good, terrible, version, new, numerous, buggy, problem, wrong, location",0
292,lda_text_Evernote_formatting_great_proper,0,"text, Evernote, formatting, great, proper, rich, note, bullet, good, capability",0
293,lda_map_new_file_version_town,0,"map, new, file, version, town, block, location, platform, problem, house",0
294,lda_problem_available_update_app_page,0,"problem, available, update, app, page, phone, dropbox, Pintrest, version, customer",0
295,lda_note_problem_frustrating_app_3,0,"note, problem, frustrating, app, 3, improvement, version, area, star, good",0
296,lda_open_file_music_option_sound,0,"open, file, music, option, sound, able, hope, Instagram, college, duo",0
297,lda_iPhone_problem_week_box_original,0,"iPhone, problem, week, box, original, iPad, different, frozen, loyal, fan",0
298,lda_board_problem_note_occasion_update,0,"board, problem, note, occasion, update, topic, slow, personal, cover, easy",0
299,lda_star_app_problem_message_5,0,"star, app, problem, message, 5, couple, update, report, 4, Evernote",0
300,lda_forum_post_browsing_file_annoying,0,"forum, post, browsing, file, annoying, access, page, problem, great, auto",0
301,lda_bot_high_app_favor_great,0,"bot, high, app, favor, great, current, work, fan, guy, note",0
302,lda_file_zip_UltraViolet_document_bad,0,"file, zip, UltraViolet, document, bad, movie, regular, update, app, work",0
303,lda_app_cool_memory_favorite_free,0,"app, cool, memory, favorite, free, site, Dropbox, week, file, able",0
304,lda_function_search_photo_automatic_delete,0,"function, search, photo, automatic, delete, upload, accurate, feature, Update, intuitive",0
305,lda_bug_problem_app_pic_thing,0,"bug, problem, app, pic, thing, worth, style, edit, good, money",0
306,lda_notification_nice_app_problem_video,0,"notification, nice, app, problem, video, effect, random, good, camera, recording",0
307,lda_app_update_Evernote_problem_hang,0,"app, update, Evernote, problem, hang, folder, new, story, month, notebook",0
308,lda_day_close_1_time_update,0,"day, close, 1, time, update, Dropbox, crash, hard, messiah, current",0
309,lda_problem_issue_Pinterest_app_night,0,"problem, issue, Pinterest, app, night, pinning, timesbut, feed, error, 20",0
310,lda_update_late_problem_app_workout,0,"update, late, problem, app, workout, 60, software, background, border, country",0
311,lda_app_update_one_problem_new,0,"app, update, one, problem, new, Doesn, work, cut, paste, text",0
312,lda_problem_app_update_new_version,0,"problem, app, update, new, version, Don, specific, ppl, research, connectivity",0
313,lda_problem_app_device_fun_5,0,"problem, app, device, fun, 5, user, update, game, great, upgrade",0
314,lda_bad_awesome_problem_video_app,0,"bad, awesome, problem, video, app, version, late, use, UI, new",0
315,lda_App_time_problem_month_note,0,"App, time, problem, month, note, UPDATE, order, alphabetical, account, update",0
316,lda_file_issue_iPad_button_screen,0,"file, issue, iPad, button, screen, gray, comment, problem, time, xls",0
317,lda_game_hour_tablet_chance_refund,0,"game, hour, tablet, chance, refund, good, scenery, roam, right, problem",0
318,lda_problem_EN_tab_thing_search,0,"problem, EN, tab, thing, search, update, iPad, version, folder, key",0
319,lda_problem_reinstall_bit_app_update,0,"problem, reinstall, bit, app, update, video, uninstall, time, new, second",0
320,lda_problem_playlist_app_button_podcast,0,"problem, playlist, app, button, podcast, program, list, group, iphone, ad",0
321,lda_file_update_html_useful_unusable,0,"file, update, html, useful, unusable, Dropbox, page, option, source, thank",0
322,lda_current_app_Evernote_ver_location,0,"current, app, Evernote, ver, location, past, unable, late, bug, year",0
323,lda_time_problem_fix_bit_Update,0,"time, problem, fix, bit, Update, whatsapp, slow, busy, hope, grand",0
324,lda_note_version_Evernote_problem_app,0,"note, version, Evernote, problem, app, paragraph, design, section, guy, feature",0
325,manual_Apple,0,"ios, iphone, ipad, ipod, macbook, itune, itunes, air, airpod, mac",0
326,manual_Tripadvisor,0,"tripadvisor, tripadisor, trip, trips, advisor, travel, stay, hotel, traveler, tourist",0
327,manual_Pinterest,0,"pinterest, pin, pinned, idea, board, pintrest, pinning, visual, fashion, repin",0
