FeedbackID,CategoryID,WebAppID,Datetime,ContactName,Subject,Rating,OverallScore,MainText,Status,SpamStatus,Remarks,ContactEmail,MainTextCleaned,SubjectCleaned
346,5,99,2019-12-04 16:43:59,,feature request,3,3,Only thing is they need to offer better customized pricing for upgrade plans.,0,0,P_1638,,Only thing is they need to offer better customized pricing for upgrade plans ,feature request
347,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Please, please FIX this video upload issue.",0,0,P_1640,,Please please FIX this video upload issue ,problem discovery
348,4,99,2019-12-04 16:43:59,,information giving,3,6,"\nI would turn off automatic uploads, but i need my regular photos to upload.",0,0,P_1640,, nI would turn off automatic uploads but i need my regular photos to upload ,information giving
349,4,99,2019-12-04 16:43:59,,information giving,3,6,Please please please these are easy changes...it used to be this way so make it go back!!!,0,0,P_1644,,Please please please these are easy changes it used to be this way so make it go back ,information giving
350,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Please fix the syncing issues with the iPad app.,0,0,P_1645,,Please fix the syncing issues with the iPad app ,problem discovery
351,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Trying to automate it would be good if it worked, but it doesn  t. ,",0,0,P_1645,,Trying to automate it would be good if it worked but it doesn t ,problem discovery
352,4,99,2019-12-04 16:43:59,,information seeking,3,6,Why everything is so white?,0,0,P_1646,,Why everything is so white ,information seeking
353,4,99,2019-12-04 16:43:59,,information giving,3,6,The pictures show a white background just like the iOS7 photo app.,0,0,P_1646,,The pictures show a white background just like the iOS7 photo app ,information giving
354,5,99,2019-12-04 16:43:59,,feature request,3,3,"U Dropbox employers improved mostly everything, but in the app it should have the ability to rename files, whereas the web version can.",0,0,P_1651,,U Dropbox employers improved mostly everything but in the app it should have the ability to rename files whereas the web version can ,feature request
355,5,99,2019-12-04 16:43:59,,feature request,3,3,Ask me if I would like to use background uploading only once and remember my preference   don  t pester me every time I open the app to turn that feature on.,0,0,P_1653,,Ask me if I would like to use background uploading only once and remember my preference don t pester me every time I open the app to turn that feature on ,feature request
356,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"I  ve been a loyal EN fan for years but just this week it  s frozen and after reinstalling on both my iPad and iPhone, it crashes each time I open it.",0,0,P_3793,,I ve been a loyal EN fan for years but just this week it s frozen and after reinstalling on both my iPad and iPhone it crashes each time I open it ,problem discovery
357,4,99,2019-12-04 16:43:59,,information giving,3,6,Holidays are here and I  m a disorganized mess without EN!,0,0,P_3793,,Holidays are here and I m a disorganized mess without EN ,information giving
358,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"For some reason, it doesn  t quite feel user friendly to me just yet.",0,0,P_3796,,For some reason it doesn t quite feel user friendly to me just yet ,problem discovery
359,4,99,2019-12-04 16:43:59,,information giving,3,6,And it  s all available on iPad and iPhone.,0,0,P_3799,,And it s all available on iPad and iPhone ,information giving
360,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Latest version crashes on launch on my iPad in iOS 7.,0,0,P_3800,,Latest version crashes on launch on my iPad in iOS 7 ,problem discovery
361,2,99,2019-12-04 16:43:59,,problem discovery,3,12,I need my notes!,0,0,P_3801,,I need my notes ,problem discovery
362,4,99,2019-12-04 16:43:59,,information giving,3,6,Contacted Evernote support.....they are working on the fix.,0,0,P_3803,,Contacted Evernote support they are working on the fix ,information giving
363,4,99,2019-12-04 16:43:59,,information giving,3,6,240 notes I can  t see.,0,0,P_3805,,240 notes I can t see ,information giving
364,2,99,2019-12-04 16:43:59,,problem discovery,3,12,It crashes all the time and the only way I can resolve is uninstall/reinstall the app.,0,0,P_3806,,It crashes all the time and the only way I can resolve is uninstall reinstall the app ,problem discovery
365,2,99,2019-12-04 16:43:59,,problem discovery,3,12,The new version crashes on startup on my iPhone and iPad.,0,0,P_3808,,The new version crashes on startup on my iPhone and iPad ,problem discovery
366,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Deleting app and reinstalling does not work either.,0,0,P_3809,,Deleting app and reinstalling does not work either ,problem discovery
367,2,99,2019-12-04 16:43:59,,problem discovery,3,12,The latest version crashes on launch for my iPhone 5s.,0,0,P_3811,,The latest version crashes on launch for my iPhone 5s ,problem discovery
368,2,99,2019-12-04 16:43:59,,problem discovery,3,12,This is the third update in 3 months that has crashed upon installation for me.,0,0,P_3814,,This is the third update in 3 months that has crashed upon installation for me ,problem discovery
369,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Just crashes.,0,0,P_3817,,Just crashes ,problem discovery
370,4,99,2019-12-04 16:43:59,,information giving,3,6,Got the latest update and now it will not open on my phone.,0,0,P_3820,,Got the latest update and now it will not open on my phone ,information giving
371,4,99,2019-12-04 16:43:59,,information giving,3,6,Please fix this ASAP.,0,0,P_3820,,Please fix this ASAP ,information giving
372,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Now, it crashes when loading.",0,0,P_3826,,Now it crashes when loading ,problem discovery
373,4,99,2019-12-04 16:43:59,,information giving,3,6,Please fix it!,0,0,P_3826,,Please fix it ,information giving
374,4,99,2019-12-04 16:43:59,,information giving,3,6,"The latest interface is substandard from a useability standpoint besides being ugly, and the latest version will not launch on my iPhone 5.",0,0,P_3828,,The latest interface is substandard from a useability standpoint besides being ugly and the latest version will not launch on my iPhone 5 ,information giving
375,4,99,2019-12-04 16:43:59,,information giving,3,6,Do not update.,0,0,P_3830,,Do not update ,information giving
376,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Latest update crashes every time on startup on 5S.,0,0,P_3831,,Latest update crashes every time on startup on 5S ,problem discovery
377,2,99,2019-12-04 16:43:59,,problem discovery,3,12,I count on Evernote for many things across many devices but now the app just crashes on my iPhone 5.,0,0,P_3833,,I count on Evernote for many things across many devices but now the app just crashes on my iPhone 5 ,problem discovery
378,4,99,2019-12-04 16:43:59,,information giving,3,6,"Please fix it or at least let us know you are working on this ,",0,0,P_3833,,Please fix it or at least let us know you are working on this ,information giving
379,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Latest update crashes!,0,0,P_3834,,Latest update crashes ,problem discovery
380,4,99,2019-12-04 16:43:59,,information giving,3,6,"If you are having problems with the latest Evernote update here  s the fix:\n\nIf you installed the latest update &amp; Evernote is still crashing:\n\nGo to Settings, Privacy, Contacts look for Evernote &amp; select OFF.",0,0,P_3836,,If you are having problems with the latest Evernote update here s the fix n nIf you installed the latest update Evernote is still crashing n nGo to Settings Privacy Contacts look for Evernote select OFF ,information giving
381,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Just crashes shortly upon launch.,0,0,P_3837,,Just crashes shortly upon launch ,problem discovery
382,4,99,2019-12-04 16:43:59,,information giving,3,6,"Evernote please fix ASAP ,",0,0,P_3837,,Evernote please fix ASAP ,information giving
383,4,99,2019-12-04 16:43:59,,information giving,3,6,I will not use a note application I can  t trust not to lose my information.,0,0,P_3840,,I will not use a note application I can t trust not to lose my information ,information giving
384,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Since IOS 7,2, it continues to crash upon opening.",0,0,P_3841,,Since IOS 7 2 it continues to crash upon opening ,problem discovery
385,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"It let me down AT THE HOSPITAL where I needed Medication List, Healthcare Power of Attorney and Living Will.",0,0,P_3844,,It let me down AT THE HOSPITAL where I needed Medication List Healthcare Power of Attorney and Living Will ,problem discovery
386,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Epic FAIL ,",0,0,P_3844,,Epic FAIL ,problem discovery
387,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Don  t upgrade, newest version has a connectivity problem with wifi and won  t open.",0,0,P_3846,,Don t upgrade newest version has a connectivity problem with wifi and won t open ,problem discovery
388,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Even after clean install this app crashes over and over ;(\nGuys, please test updates before releasing them.",0,0,P_3849,,Even after clean install this app crashes over and over nGuys please test updates before releasing them ,problem discovery
389,4,99,2019-12-04 16:43:59,,information seeking,3,6,How could this app fail so completely?,0,0,P_3852,,How could this app fail so completely ,information seeking
390,4,99,2019-12-04 16:43:59,,information seeking,3,6,"They made it so complicated n difficult to use (it was a lot more easier few updates ago), I have no idea how to add a note.",0,0,P_3853,,They made it so complicated n difficult to use it was a lot more easier few updates ago I have no idea how to add a note ,information seeking
391,2,99,2019-12-04 16:43:59,,problem discovery,3,12,It won  t remain open for more than 10 seconds before it crashes.,0,0,P_3854,,It won t remain open for more than 10 seconds before it crashes ,problem discovery
392,2,99,2019-12-04 16:43:59,,problem discovery,3,12,\n\nDeletion and reinstallation of the app has yet to resolve the issue.,0,0,P_3854,, n nDeletion and reinstallation of the app has yet to resolve the issue ,problem discovery
393,2,99,2019-12-04 16:43:59,,problem discovery,3,12,App keeps freezing and then it crashes.,0,0,P_3855,,App keeps freezing and then it crashes ,problem discovery
394,2,99,2019-12-04 16:43:59,,problem discovery,3,12,But upon latest upgrade crashes on open.,0,0,P_3857,,But upon latest upgrade crashes on open ,problem discovery
395,4,99,2019-12-04 16:43:59,,information giving,3,6,Do not upgrade on iPad.,0,0,P_3857,,Do not upgrade on iPad ,information giving
396,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Very disappointed I can  t access my info as premium user.,0,0,P_3857,,Very disappointed I can t access my info as premium user ,problem discovery
397,2,99,2019-12-04 16:43:59,,problem discovery,3,12,The newest update crashes repeatedly!,0,0,P_3858,,The newest update crashes repeatedly ,problem discovery
398,4,99,2019-12-04 16:43:59,,information giving,3,6,Do not update!,0,0,P_3858,,Do not update ,information giving
399,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Now I can  t access any of my notes.,0,0,P_3859,,Now I can t access any of my notes ,problem discovery
400,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"After the latest upgrades, there were issues and now it crashes and I cannot access anything.",0,0,P_3862,,After the latest upgrades there were issues and now it crashes and I cannot access anything ,problem discovery
401,4,99,2019-12-04 16:43:59,,information giving,3,6,I have tried to delete and reinstall but that didn  t fix the problem.,0,0,P_3864,,I have tried to delete and reinstall but that didn t fix the problem ,information giving
402,2,99,2019-12-04 16:43:59,,problem discovery,3,12,New version crashes every time on iPhone 5.,0,0,P_3867,,New version crashes every time on iPhone 5 ,problem discovery
403,5,99,2019-12-04 16:43:59,,feature request,3,3,Please get a fix out soon.,0,0,P_3867,,Please get a fix out soon ,feature request
404,4,99,2019-12-04 16:43:59,,information giving,3,6,The new version did not crash in my hand because I deleted it in 5 min and went back to the old version by syncing with iTunes library on my PC.,0,0,P_3868,,The new version did not crash in my hand because I deleted it in 5 min and went back to the old version by syncing with iTunes library on my PC ,information giving
405,2,99,2019-12-04 16:43:59,,problem discovery,3,12,\nThe biggest problem for the new version is   people like me having 30 notebooks and 80 tags have big trouble switching between notes.,0,0,P_3868,, nThe biggest problem for the new version is people like me having 30 notebooks and 80 tags have big trouble switching between notes ,problem discovery
406,2,99,2019-12-04 16:43:59,,problem discovery,3,12,You have to tap several times between each switch.,0,0,P_3868,,You have to tap several times between each switch ,problem discovery
407,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"\n\nThe second problem is the ugly interface, probably for matching the ugly icons of iOS 7?",0,0,P_3868,, n nThe second problem is the ugly interface probably for matching the ugly icons of iOS 7 ,problem discovery
408,2,99,2019-12-04 16:43:59,,problem discovery,3,12,It crashes.,0,0,P_3869,,It crashes ,problem discovery
409,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"mwingerski ,  If this development team focus on making the App WORK rather than always adding new features I might give this five stars \nNew features are totally worthless if I can  t even open the app after it updates\nDon  t bother sending a support request from within the app because no one ever reads it even if you are a premium subscriber ,",0,0,P_3871,,mwingerski If this development team focus on making the App WORK rather than always adding new features I might give this five stars nNew features are totally worthless if I can t even open the app after it updates nDon t bother sending a support request from within the app because no one ever reads it even if you are a premium subscriber ,problem discovery
410,2,99,2019-12-04 16:43:59,,problem discovery,3,12,'Unable to sync' this is a past problem.,0,0,P_3872,,'Unable to sync' this is a past problem ,problem discovery
411,4,99,2019-12-04 16:43:59,,information giving,3,6,\nThought I resolved problem when I uninstalled and reinstalled app on my iPhone.,0,0,P_3872,, nThought I resolved problem when I uninstalled and reinstalled app on my iPhone ,information giving
412,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Recent update causes Evernote on iOS to fail.,0,0,P_3875,,Recent update causes Evernote on iOS to fail ,problem discovery
413,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Whit screen of death...can  t even use ,",0,0,P_3876,,Whit screen of death can t even use ,problem discovery
414,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"I don  t have a problem paying for Premium, but not when it includes something so basic and essential that it  s a joke to have to pay for.",0,0,P_3878,,I don t have a problem paying for Premium but not when it includes something so basic and essential that it s a joke to have to pay for ,problem discovery
415,4,99,2019-12-04 16:43:59,,information seeking,3,6,Where is your QA?,0,0,P_3881,,Where is your QA ,information seeking
416,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Update crashes all the time.,0,0,P_3882,,Update crashes all the time ,problem discovery
417,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Once again Evernote has launched an update that crashes on both my iPad and iPhone 5S.,0,0,P_3885,,Once again Evernote has launched an update that crashes on both my iPad and iPhone 5S ,problem discovery
418,4,99,2019-12-04 16:43:59,,information giving,3,6,I even have the Premium version and bought several books on how to use the tool.,0,0,P_3886,,I even have the Premium version and bought several books on how to use the tool ,information giving
419,4,99,2019-12-04 16:43:59,,information giving,3,6,I think the power just takes a while to understand for each user.,0,0,P_3886,,I think the power just takes a while to understand for each user ,information giving
420,4,99,2019-12-04 16:43:59,,information giving,3,6,"Extending the brand into notebooks, backpacks, coffee mugs and T shirts works for Starbucks because the coffee tastes good and is reliably available.",0,0,P_3887,,Extending the brand into notebooks backpacks coffee mugs and T shirts works for Starbucks because the coffee tastes good and is reliably available ,information giving
421,2,99,2019-12-04 16:43:59,,problem discovery,3,12,The last update crashes upon opening on iPad and iPhone!,0,0,P_3890,,The last update crashes upon opening on iPad and iPhone ,problem discovery
422,2,99,2019-12-04 16:43:59,,problem discovery,3,12,It tries to open for a few seconds then crashes to home screen.,0,0,P_3891,,It tries to open for a few seconds then crashes to home screen ,problem discovery
423,2,99,2019-12-04 16:43:59,,problem discovery,3,12,I tried uninstalling rebooting reinstall but the same result occurs.,0,0,P_3891,,I tried uninstalling rebooting reinstall but the same result occurs ,problem discovery
424,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Please fix this ASAP!,0,0,P_3891,,Please fix this ASAP ,problem discovery
425,2,99,2019-12-04 16:43:59,,problem discovery,3,12,New version crashes on both iPad 2 and iPhone 4S.,0,0,P_3895,,New version crashes on both iPad 2 and iPhone 4S ,problem discovery
426,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Please fix app.,0,0,P_3899,,Please fix app ,problem discovery
427,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Updates crashes 5s\nClean install same\n\nEvernote help no help\nEvernote you.,0,0,P_3900,,Updates crashes 5s nClean install same n nEvernote help no help nEvernote you ,problem discovery
428,4,99,2019-12-04 16:43:59,,information giving,3,6,I like it and it  s available in all platforms.,0,0,P_3902,,I like it and it s available in all platforms ,information giving
429,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"I love Evernote and have become very reliant on it, one of the apps I can  t do without however I am without it now because it crashes on open and will not open on iPhone.",0,0,P_3904,,I love Evernote and have become very reliant on it one of the apps I can t do without however I am without it now because it crashes on open and will not open on iPhone ,problem discovery
430,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Tried to delete and reinstall but it still crashes.,0,0,P_3906,,Tried to delete and reinstall but it still crashes ,problem discovery
431,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Sclathos ,  Evernote is not working after upgrade.",0,0,P_3907,,Sclathos Evernote is not working after upgrade ,problem discovery
432,2,99,2019-12-04 16:43:59,,problem discovery,3,12,It will open but then it crashes and sometimes re opens on its own.,0,0,P_3907,,It will open but then it crashes and sometimes re opens on its own ,problem discovery
433,2,99,2019-12-04 16:43:59,,problem discovery,3,12,You can  t open any notes when it does load.,0,0,P_3907,,You can t open any notes when it does load ,problem discovery
434,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"When I try to take a photo as a note, the app crashes.",0,0,P_3908,,When I try to take a photo as a note the app crashes ,problem discovery
435,2,99,2019-12-04 16:43:59,,problem discovery,3,12,7.2 completely crashes on startup on iphone 5 and ipad 3.,0,0,P_3909,,7 2 completely crashes on startup on iphone 5 and ipad 3 ,problem discovery
436,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"App crashes on update, even after reboot and reinstall.",0,0,P_3911,,App crashes on update even after reboot and reinstall ,problem discovery
437,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Please address issue.,0,0,P_3911,,Please address issue ,problem discovery
438,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"One of my all time favorite apps, however the latest update makes it unable as it freezes and crashes.",0,0,P_3913,,One of my all time favorite apps however the latest update makes it unable as it freezes and crashes ,problem discovery
439,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"It  s a great program,  but since the last update last night, it just crashes every time I open it.",0,0,P_3914,,It s a great program but since the last update last night it just crashes every time I open it ,problem discovery
440,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"\n\nI uninstalled it, reinstalled it, still crashes.",0,0,P_3914,, n nI uninstalled it reinstalled it still crashes ,problem discovery
441,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"I uninstalled it, did a clean boot, installed again, still crashes, Evernote, please fix this ASAP.",0,0,P_3914,,I uninstalled it did a clean boot installed again still crashes Evernote please fix this ASAP ,problem discovery
442,4,99,2019-12-04 16:43:59,,information giving,3,6,You must get this app one of the best.,0,0,P_16048,,You must get this app one of the best ,information giving
443,4,99,2019-12-04 16:43:59,,information giving,3,6,"Probably the best app available so easy to use and it makes a lot of fun\nLove using it on my iPhone too ,",0,0,P_16055,,Probably the best app available so easy to use and it makes a lot of fun nLove using it on my iPhone too ,information giving
444,4,99,2019-12-04 16:43:59,,information giving,3,6,"Also has practical uses...show pictures to hair stylist, pin recipes so you know what you need at the store, etc ,",0,0,P_16063,,Also has practical uses show pictures to hair stylist pin recipes so you know what you need at the store etc ,information giving
445,4,99,2019-12-04 16:43:59,,information giving,3,6,"I love this app, i think it is the best out there i recommend this to anyone who loves to kill time on their computer!",0,0,P_16075,,I love this app i think it is the best out there i recommend this to anyone who loves to kill time on their computer ,information giving
446,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Only complaint is you can  t change then orientation, which is especially bothersome for videos.",0,0,P_16086,,Only complaint is you can t change then orientation which is especially bothersome for videos ,problem discovery
447,5,99,2019-12-04 16:43:59,,feature request,3,3,This is a little inconvenient and could be improved.,0,0,P_16088,,This is a little inconvenient and could be improved ,feature request
448,4,99,2019-12-04 16:43:59,,information giving,3,6,I do not feel the need to be notified when someone creates a new board.,0,0,P_16102,,I do not feel the need to be notified when someone creates a new board ,information giving
449,4,99,2019-12-04 16:43:59,,information giving,3,6,I haven  t had any problems with this app.,0,0,P_16106,,I haven t had any problems with this app ,information giving
450,4,99,2019-12-04 16:43:59,,information giving,3,6,"It is so much fun and gives you so many ideas of how to approach life ,",0,0,P_16113,,It is so much fun and gives you so many ideas of how to approach life ,information giving
451,4,99,2019-12-04 16:43:59,,information giving,3,6,There are also great cleaning ideas and personal ideas like how to make your own facial scrub!,0,0,P_16114,,There are also great cleaning ideas and personal ideas like how to make your own facial scrub ,information giving
452,2,99,2019-12-04 16:43:59,,problem discovery,3,12,My only problem with Pinterest is I lose track of time when I  m on it.,0,0,P_16132,,My only problem with Pinterest is I lose track of time when I m on it ,problem discovery
453,5,99,2019-12-04 16:43:59,,feature request,3,3,It would be nice if it would let you start typing the name of the board and it would pull it up.,0,0,P_16135,,It would be nice if it would let you start typing the name of the board and it would pull it up ,feature request
454,4,99,2019-12-04 16:43:59,,information giving,3,6,Thank you for adding more secret boards!,0,0,P_16141,,Thank you for adding more secret boards ,information giving
455,4,99,2019-12-04 16:43:59,,information giving,3,6,"I have lots of recipes on here and when I  m trying to find that recipe I made a year ago so I can make dinner, it  s frustrating that I can  t search for it and find it quickly.",0,0,P_16154,,I have lots of recipes on here and when I m trying to find that recipe I made a year ago so I can make dinner it s frustrating that I can t search for it and find it quickly ,information giving
456,2,99,2019-12-04 16:43:59,,problem discovery,3,12,Some minor problems happens often but still love this app!,0,0,P_16156,,Some minor problems happens often but still love this app ,problem discovery
457,4,99,2019-12-04 16:43:59,,information giving,3,6,You can use it for anything and it  s so easy to use.,0,0,P_16157,,You can use it for anything and it s so easy to use ,information giving
458,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"If there is a way to do this, it isn  t intuitive.",0,0,P_16164,,If there is a way to do this it isn t intuitive ,problem discovery
459,5,99,2019-12-04 16:43:59,,feature request,3,3,": / I  m kinda technologically challenged, I admit, but ideally the app should be programmed and designed with people like me in mind!",0,0,P_16164,, I m kinda technologically challenged I admit but ideally the app should be programmed and designed with people like me in mind ,feature request
460,4,99,2019-12-04 16:43:59,,information giving,3,6,It  s always up to date and never crashes!,0,0,P_16178,,It s always up to date and never crashes ,information giving
461,2,99,2019-12-04 16:43:59,,problem discovery,3,12,The only issue is that the search function for your own pins is not very accurate.,0,0,P_16183,,The only issue is that the search function for your own pins is not very accurate ,problem discovery
462,2,99,2019-12-04 16:43:59,,problem discovery,3,12,"Its good but it can use a bit of an improvement, like sometimes the pictures just doesnt show and it takes a while for it to get back but that would be it ,",0,0,P_16185,,Its good but it can use a bit of an improvement like sometimes the pictures just doesnt show and it takes a while for it to get back but that would be it ,problem discovery
463,4,99,2019-12-04 16:43:59,,information giving,3,6,"Works smoothly and easily, every time I use the app...can  t say that about all apps.",0,0,P_16189,,Works smoothly and easily every time I use the app can t say that about all apps ,information giving
