Id,Name,PriorityScore,Remarks,Status
212,lda_request_feature_app_day_ability,0,"request, feature, app, day, ability, video, landscape, user, friendly, page",3
213,lda_request_feature_page_bad_board,0,"request, feature, page, bad, board, problem, phone, picframe, texture, frame",3
214,lda_request_feature_game_app_response,0,"request, feature, game, app, response, support, money, purchase, DRM, line",3
215,lda_request_feature_issue_phone_picture,0,"request, feature, issue, phone, picture, group, participant, code, number, people",3
216,lda_app_request_feature_uninstall_free,0,"app, request, feature, uninstall, free, important, update, second, reinstall, pig",3
217,lda_complaint_computer_like_request_pin,0,"complaint, computer, like, request, pin, feature, watermark, single, internet, favourite",3
218,lda_external_online_feature_request_photo,0,"external, online, feature, request, photo, app, useful, easy, convenient, good",3
219,lda_tab_annoyed_notification_request_feature,0,"tab, annoyed, notification, request, feature, pin, andriod, single, easiness, availability",3
220,lda_photo_option_app_perfect_main,0,"photo, option, app, perfect, main, single, easiness, availability, internet, andriod",3
221,lda_feature_request_nice_thing_board,0,"feature, request, nice, thing, board, pin, different, previous, finger, slip",3
222,lda_app_buggy_balance_operation_exposure,0,"app, buggy, balance, operation, exposure, expensive, dslr, controller, bulb, reliable",3
223,lda_board_feature_pin_request_way,0,"board, feature, pin, request, way, thing, sub, time, cool, Pinterest",3
225,lda_hotel_site_pet_quality_search,0,"hotel, site, pet, quality, search, review, location, additional, TA, time",3
226,lda_feature_request_category_picture_support,0,"feature, request, category, picture, support, phone, well, message, landscape, user",3
227,lda_feature_swipe_search_word_text,0,"feature, swipe, search, word, text, chain, app, list, document, request",3
228,lda_free_notebook_app_bookmark_group,0,"free, notebook, app, bookmark, group, ingredient, great, tip, gluten, helpful",3
229,lda_section_app_new_premium_tag,0,"section, app, new, premium, tag, advertisement, hard, version, account, business",3
230,lda_problem_feature_request_game_stage,0,"problem, feature, request, game, stage, z, impossible, tablet, quality, refund",3
231,lda_feature_request_good_set_auto,0,"feature, request, good, set, auto, macro, money, system, available, messenger",3
232,manual_Apple,0,"ios, iphone, ipad, ipod, macbook, itune, itunes, air, airpod, mac",3
234,manual_Pinterest,0,"pinterest, pin, pinned, idea, board, pintrest, pinning, visual, fashion, repin",3
