Id,Name,PriorityScore,Remarks,Status
41,lda_word_app_book_track_superb,0,"word, app, book, track, superb, perfect, today, thumb, load, way",3
42,lda_problem_app_family_line_dollar,0,"problem, app, family, line, dollar, camera, holiday, event, huge, daughter",3
43,lda_phone_pinterest_app_happy_mobile,0,"phone, pinterest, app, happy, mobile, able, best, layout, game, 80",3
44,lda_funny_handy_android_kind_online,0,"funny, handy, android, kind, online, point, open, hope, way, sad",3
45,lda_work_tool_personal_plan_month,0,"work, tool, personal, plan, month, able, Evernote, purpose, place, document",3
46,lda_excellent_thank_app_category_tab,0,"excellent, thank, app, category, tab, resource, surprised, able, 2, flash",3
47,lda_app_meeting_time_little_tough,0,"app, meeting, time, little, tough, mode, great, golf, club, distance",3
48,lda_day_life_app_website_time,0,"day, life, app, website, time, ease, guide, battery, moment, title",3
49,lda_note_available_app_Evernote_number,0,"note, available, app, Evernote, number, web, time, platform, card, sync",3
50,lda_app_sync_great_price_time,0,"app, sync, great, price, time, flight, c, run, touch, way",3
51,lda_love_Love_app_3_addictive,0,"love, Love, app, 3, addictive, step, Picsart, brain, time, right",3
52,lda_4_app_date_creativity_finger,0,"4, app, date, creativity, finger, inspiring, screen, feature, awesome, release",3
53,lda_awesome_app_useful_productivity_spot,0,"awesome, app, useful, productivity, spot, hair, bill, dull, parking, monster",3
54,lda_review_hotel_travel_restaurant_real,0,"review, hotel, travel, restaurant, real, use, home, tripadvisor, negative, paper",3
55,lda_app_music_video_file_way,0,"app, music, video, file, way, picture, version, able, Dropbox, scripture",3
56,lda_search_interesting_function_specific_reference,0,"search, interesting, function, specific, reference, quick, bug, notebook, lab, v",3
57,lda_item_note_EverNote_minor_purchase,0,"item, note, EverNote, minor, purchase, work, Mac, organization, update, iPhone",3
58,lda_editing_program_app_review_time,0,"editing, program, app, review, time, effect, pics, useful, opinion, thank",3
59,lda_pin_people_App_friend_way,0,"pin, people, App, friend, way, app, contact, content, comment, time",3
60,lda_version_bad_Evernote_7_desktop,0,"version, bad, Evernote, 7, desktop, new, pc, document, tag, platform",3
61,lda_hour_weather_day_page_Tripadvisor,0,"hour, weather, day, page, Tripadvisor, visual, informative, order, busy, daily",3
62,lda_heart_rate_app_song_room,0,"heart, rate, app, song, room, location, feed, task, network, way",3
63,lda_area_sure_wedding_glad_map,0,"area, sure, wedding, glad, map, service, app, way, software, cooking",3
64,lda_Dropbox_app_link_file_way,0,"Dropbox, app, link, file, way, cover, accessible, browser, pinning, bunch",3
65,lda_app_iPad_complaint_vacation_great,0,"app, iPad, complaint, vacation, great, story, high, night, 1, option",3
66,manual_Apple,0,"ios, iphone, ipad, ipod, macbook, itune, itunes, air, airpod, mac",3
67,manual_Tripadvisor,0,"tripadvisor, tripadisor, trip, trips, advisor, travel, stay, hotel, traveler, tourist",3
68,manual_Pinterest,0,"pinterest, pin, pinned, idea, board, pintrest, pinning, visual, fashion, repin",3
