Id,TextTopics,TopicPercentages
99_4213_2,89,0.59573776
99_4214_2,18,0.81130564
99_4216_2,78,0.5432902
99_4219_2,78,0.5432902
99_4225_2,75,0.5108281
99_4227_2,78,0.5432902
99_4233_2,89,0.5482353
99_4235_2,75,0.76684237
99_4236_2,75,0.6875973
99_4238_2,78,0.5432902
99_4240_2,4,0.46421465
99_4242_2,65,0.4928479
99_4244_2,78,0.698517
99_4268_2,68,0.6379128
99_4282_2,30,0.5591417
99_4286_2,78,0.45632446
99_4296_2,15,0.6832504
99_4302_2,83,0.5950179
99_4329_2,30,0.37282905
99_4331_2,63,0.32330832
99_4338_2,9,0.682971
99_4342_2,78,0.698517
99_4362_2,78,0.38328746
99_4368_2,21,0.88255525
99_4369_2,29,0.82443
99_4370_2,79,0.8957941
99_4372_2,83,0.97539455
99_4373_2,56,0.7319273
99_4374_2,25,0.9414755
99_4376_2,4,0.6575076
99_4377_2,10,0.8430791
99_4380_2,73,0.87067616
99_4381_2,71,0.5104652
99_4382_2,80,0.9449714
99_4383_2,73,0.562694
99_4386_2,76,0.37869376
99_4387_2,73,0.4066703
99_4388_2,85,0.95072716
99_4389_2,17,0.60928977
99_4390_2,16,0.91465545
99_4391_2,13,0.3365535
99_4392_2,31,0.86549485
99_4393_2,72,0.7567224
99_4395_2,60,0.86580086
99_4397_2,72,0.7010737
99_4399_2,34,0.9146823
99_4400_2,10,0.71361756
99_4401_2,86,0.7631457
99_4402_2,21,0.6829719
99_4403_2,1,0.60900146
99_4404_2,54,0.6829068
99_4405_2,65,0.6837843
99_4406_2,69,0.88239634
99_4408_2,89,0.90777606
99_4409_2,31,0.47900292
99_4410_2,5,0.964012
99_4411_2,65,0.7052533
99_4412_2,36,0.9278883
99_4413_2,28,0.36150706
99_4414_2,55,0.8955158
99_4415_2,79,0.89208937
99_4416_2,19,0.7904077
99_4417_2,90,0.914769
99_4419_2,28,0.38139427
99_4420_2,23,0.88243455
99_4421_2,62,0.9062461
99_4422_2,78,0.53039575
99_4423_2,8,0.5195247
99_4425_2,74,0.5196407
99_4426_2,78,0.5145019
99_4427_2,59,0.5672799
99_4428_2,89,0.52791107
99_4429_2,89,0.68836504
99_4430_2,3,0.8828005
99_4431_2,36,0.94491374
99_4432_2,29,0.57749236
99_4433_2,28,0.5109309
99_4434_2,7,0.895887
99_4435_2,70,0.5095711
99_4436_2,47,0.91486245
99_4437_2,79,0.9532731
99_4439_2,67,0.6824914
99_4440_2,61,0.8959224
99_4442_2,71,0.8960153
99_4444_2,93,0.36363636363636365
99_4445_2,35,0.6546305
99_4446_2,71,0.3807987
99_4448_2,32,0.91463286
99_4450_2,51,0.4185488
99_4451_2,31,0.95070475
99_4452_2,67,0.9329962
99_4453_2,35,0.36662883
99_4454_2,61,0.74807656
99_4455_2,87,0.76322967
99_4457_2,7,0.5206515
99_4458_2,28,0.92829525
99_4459_2,30,0.8549712
99_4461_2,78,0.5432895
99_4462_2,52,0.8955722
99_4463_2,51,0.6856471
99_4464_2,32,0.9060466
99_4465_2,65,0.95759857
99_4466_2,65,0.9220929
99_4467_2,77,0.9375511
99_4468_2,42,0.9376435
99_4469_2,81,0.8827217
99_4470_2,79,0.73503983
99_4471_2,42,0.8114737
99_4472_2,57,0.94797367
99_4473_2,51,0.52379435
99_4474_2,72,0.49874386
99_4475_2,25,0.8656044
99_4476_2,82,0.9760496
99_4477_2,43,0.865643
99_4479_2,7,0.5765343
99_4480_2,87,0.9479774
99_4481_2,21,0.9330972
99_4482_2,65,0.51033235
99_4483_2,23,0.8654992
99_4484_2,15,0.89578086
99_4485_2,22,0.9375572
99_4486_2,21,0.9061812
99_4488_2,56,0.6827902
99_4489_2,82,0.70896333
99_4490_2,86,0.8654991
99_4491_2,8,0.9532054
99_4492_2,44,0.9479489
99_4493_2,26,0.5097163
99_4494_2,10,0.9480297
99_4495_2,14,0.7215534
99_4496_2,76,0.8012164
99_4497_2,66,0.8380736
99_4498_2,73,0.9626189
99_4499_2,35,0.7367768
99_4501_2,32,0.7447379
99_4502_2,44,0.94794875
99_4503_2,10,0.8957238
99_4504_2,51,0.46966913
99_4506_2,29,0.9449246
99_4507_2,79,0.9219714
99_4508_2,25,0.882525
99_4509_2,54,0.68290734
99_4510_2,66,0.933027
99_4511_2,31,0.57739925
99_4513_2,52,0.91465914
99_4514_2,68,0.9801057
99_4515_2,73,0.9147914
99_4516_2,80,0.8657047
99_4518_2,14,0.8663287
99_4519_2,49,0.6692587
99_4520_2,90,0.97475487
99_4521_2,68,0.9716509
99_4523_2,51,0.50582576
99_4524_2,73,0.8957331
99_4525_2,54,0.9688413
99_4526_2,79,0.7679253
99_4527_2,28,0.9151889
99_4528_2,6,0.7543502
99_4529_2,57,0.9218345
99_4530_2,21,0.80372417
99_4531_2,7,0.68357295
99_4532_2,7,0.922041
99_4533_2,78,0.6985163
99_4534_2,23,0.88243425
99_4536_2,69,0.9060537
99_4538_2,3,0.31564993
99_4539_2,77,0.77931434
99_4540_2,56,0.927887
99_4541_2,51,0.68564755
99_4542_2,17,0.950851
99_4543_2,78,0.54329026
99_4544_2,65,0.6837771
99_4545_2,2,0.87873244
99_4546_2,14,0.92790824
99_4548_2,79,0.63085073
99_4549_2,75,0.5600281
99_4550_2,1,0.801869
99_4552_2,35,0.86135036
99_4553_2,45,0.95078886
99_4554_2,18,0.7566692
99_4555_2,78,0.698517
99_4557_2,90,0.8430526
99_4558_2,76,0.90638924
99_4559_2,60,0.85839367
99_4560_2,57,0.6671751
99_4561_2,65,0.45443195
99_4562_2,33,0.8654608
99_4563_2,11,0.9414714
99_4564_2,40,0.45107624
99_4565_2,78,0.698517
99_4566_2,35,0.76331407
99_4567_2,51,0.49795106
99_4568_2,13,0.92794305
99_4569_2,16,0.88241804
99_4570_2,39,0.8654752
99_4571_2,13,0.9449552
99_4574_2,82,0.9147624
99_4575_2,37,0.9892617
99_4576_2,12,0.95067525
99_4577_2,35,0.89565456
99_4578_2,48,0.88255924
99_4579_2,88,0.9506944
99_4580_2,57,0.9218346
99_4581_2,29,0.525544
99_4582_2,79,0.72172356
99_4583_2,34,0.5774328
99_4584_2,64,0.6835066
99_4585_2,54,0.8656109
99_4586_2,89,0.527911
99_4587_2,84,0.97720337
99_4589_2,10,0.5150605
99_4590_2,14,0.86135334
99_4591_2,18,0.8957115
99_4592_2,26,0.96777004
99_4593_2,27,0.870566
99_4594_2,31,0.9146644
99_4596_2,76,0.4337974
99_4597_2,26,0.6173133
99_4599_2,85,0.94145507
99_4601_2,23,0.7127563
99_4602_2,17,0.686279
99_4603_2,80,0.67481935
99_4604_2,51,0.52379435
99_4605_2,64,0.945037
99_4606_2,3,0.7190534
99_4607_2,12,0.75428945
99_4609_2,60,0.6138857
99_4610_2,51,0.9558352
99_4611_2,71,0.6608749
99_4612_2,71,0.37853733
99_4614_2,88,0.9414161
99_4615_2,4,0.9147599
99_4616_2,25,0.91473347
99_4617_2,87,0.72149944
99_4620_2,34,0.64613974
99_4621_2,73,0.8656956
99_4622_2,27,0.9531637
99_4623_2,45,0.76354367
99_4624_2,15,0.8826584
99_4626_2,6,0.7595037
99_4627_2,51,0.9285338
99_4628_2,72,0.94804674
99_4630_2,66,0.96099985
99_4631_2,22,0.38421893
99_4632_2,73,0.89573365
99_4633_2,29,0.93755233
99_4634_2,78,0.52132773
99_4635_2,33,0.7214133
99_4636_2,34,0.67193943
99_4637_2,10,0.9147833
99_4638_2,86,0.9740213
99_4640_2,4,0.90618587
99_4641_2,8,0.75328255
99_4642_2,17,0.73277706
99_4643_2,21,0.460384
99_4644_2,81,0.67496896
99_4645_2,65,0.6310541
99_4646_2,29,0.97720927
99_4649_2,47,0.5203482
99_4650_2,2,0.75658095
99_4651_2,19,0.8957275
99_4653_2,26,0.9147515
99_4654_2,27,0.9506909
99_4655_2,33,0.94141346
99_4656_2,13,0.45912203
99_4657_2,57,0.68273467
99_4658_2,22,0.96259207
99_4659_2,18,0.32610545
99_4660_2,73,0.66869116
99_4661_2,8,0.9449195
99_4662_2,73,0.80643475
99_4664_2,37,0.9218227
99_4665_2,47,0.8208136
99_4666_2,17,0.7638437
99_4667_2,22,0.9147309
99_4668_2,74,0.8956675
99_4669_2,36,0.95072997
99_4670_2,8,0.937547
99_4671_2,6,0.9724944
99_4672_2,17,0.7051984
99_4675_2,10,0.7032297
99_4676_2,1,0.67070866
99_4677_2,4,0.5197657
99_4678_2,53,0.93304604
99_4679_2,48,0.33817643
99_4680_2,55,0.9146133
99_4682_2,17,0.44416803
99_4684_2,34,0.91468245
99_4685_2,9,0.5197504
99_4686_2,17,0.8958885
99_4687_2,4,0.90618616
99_4688_2,17,0.88278013
99_4689_2,86,0.61419773
99_4690_2,53,0.9707758
99_4692_2,51,0.5237944
99_4693_2,91,0.3333333333333333
99_4694_2,17,0.8269991
99_4695_2,87,0.5194146
99_4696_2,70,0.9665961
99_4697_2,82,0.88256633
99_4698_2,84,0.98646194
99_4699_2,13,0.82338333
99_4702_2,90,0.72203445
99_4703_2,35,0.98131686
99_4704_2,36,0.8429415
99_4705_2,90,0.9449531
99_4706_2,58,0.9747194
99_4708_2,33,0.9448715
99_4709_2,77,0.80370116
99_4711_2,36,0.971669
99_4712_2,2,0.9653604
99_4713_2,81,0.97408485
99_4714_2,82,0.9554639
99_4715_2,10,0.71092737
99_4716_2,59,0.9809319
99_4719_2,27,0.92178816
99_4720_2,1,0.8656855
99_4722_2,78,0.82052016
99_4723_2,65,0.6837836
99_4724_2,78,0.4626484
99_4725_2,70,0.6306586
99_4727_2,41,0.8825687
99_4728_2,50,0.33079314
99_4729_2,78,0.5432902
99_4730_2,67,0.86543506
99_4731_2,30,0.86684555
99_4732_2,20,0.50989944
99_4734_2,17,0.9332252
99_4735_2,25,0.9279096
99_4736_2,47,0.6833719
99_3012_2,71,0.44177475571632385
99_3012_2,11,0.32467272877693176
99_3021_2,78,0.410915344953537
99_3021_2,90,0.372690349817276
99_3029_2,75,0.449719101190567
99_3029_2,15,0.3197277784347534
99_3032_2,75,0.44406336545944214
99_3032_2,30,0.3735641539096832
99_3047_2,30,0.7021361589431763
99_3047_2,91,0.3333333333333333
99_3050_2,39,0.38069385290145874
99_3050_2,9,0.32638150453567505
99_3066_2,2,0.400733083486557
99_3066_2,22,0.36485958099365234
99_3066_2,91,0.3333333333333333
99_3082_2,47,0.49523064494132996
99_3082_2,75,0.32093846797943115
99_3094_2,13,0.522143542766571
99_3094_2,78,0.30032670497894287
99_3103_2,30,0.5507845878601074
99_3103_2,91,0.5
99_3113_2,7,0.3934990167617798
99_3113_2,47,0.37303537130355835
99_3114_2,78,0.3586362898349762
99_3114_2,62,0.3433103859424591
99_3115_2,61,0.3931399881839752
99_3115_2,40,0.3734026253223419
99_3123_2,7,0.4205595552921295
99_3123_2,11,0.3455970883369446
99_3154_2,30,0.7655179500579834
99_3154_2,91,0.3333333333333333
99_3178_2,59,0.4303424060344696
99_3178_2,78,0.31740206480026245
99_3186_2,57,0.4472685158252716
99_3186_2,75,0.42158910632133484
99_3198_2,64,0.42284905910491943
99_3198_2,51,0.34533247351646423
99_3198_2,93,0.3333333333333333
99_3216_2,73,0.7634881138801575
99_3216_2,91,0.3333333333333333
99_3236_2,76,0.43984344601631165
99_3236_2,78,0.38300737738609314
99_3246_2,50,0.5112348198890686
99_3246_2,93,0.3333333333333333
99_3247_2,50,0.4110049605369568
99_3247_2,93,0.3333333333333333
99_3251_2,64,0.5581709742546082
99_3251_2,30,0.3102630078792572
99_3257_2,75,0.47113367915153503
99_3257_2,93,0.3333333333333333
99_3266_2,7,0.47600889205932617
99_3266_2,51,0.37023019790649414
99_3280_2,40,0.3433956205844879
99_3280_2,9,0.34309712052345276
99_3310_2,75,0.43584197759628296
99_3310_2,89,0.41373565793037415
99_3312_2,75,0.4080744981765747
99_3312_2,50,0.36267298460006714
99_3312_2,93,0.5
99_3314_2,78,0.3396413326263428
99_3314_2,31,0.33799710869789124
99_3326_2,64,0.3241743743419647
99_3326_2,93,0.3333333333333333
99_3340_2,78,0.3701481819152832
99_3340_2,14,0.34002628922462463
99_3344_2,23,0.38976001739501953
99_3344_2,78,0.350364625453949
99_3357_2,7,0.4476689398288727
99_3357_2,65,0.3191721737384796
99_3362_2,30,0.5905779004096985
99_3362_2,91,0.5
99_3369_2,4,0.35134488344192505
99_3369_2,50,0.3259938061237335
99_3382_2,78,0.35216042399406433
99_3382_2,14,0.3494807183742523
99_3407_2,30,0.7655179500579834
99_3407_2,91,0.3333333333333333
99_3408_2,75,0.4978872537612915
99_3408_2,93,0.3333333333333333
99_3434_2,29,0.48311877250671387
99_3434_2,83,0.3297761380672455
99_3440_2,78,0.43310487270355225
99_3440_2,48,0.34429043531417847
99_3443_2,78,0.45329153537750244
99_3443_2,57,0.32391980290412903
99_3459_2,50,0.30385416746139526
99_3459_2,89,0.30180808901786804
99_3460_2,89,0.3950914144515991
99_3460_2,50,0.3762287199497223
99_3488_2,75,0.4100243151187897
99_3488_2,50,0.36072322726249695
99_3503_2,78,0.4535616338253021
99_3503_2,77,0.32373544573783875
99_3513_2,89,0.42099499702453613
99_3513_2,30,0.350943922996521
99_3513_2,91,0.3333333333333333
99_3524_2,78,0.44717615842819214
99_3524_2,75,0.33366450667381287
99_3524_2,93,0.3333333333333333
99_3526_2,30,0.5378797650337219
99_3526_2,50,0.3091457188129425
99_3528_2,75,0.6875972747802734
99_3528_2,93,0.5
99_3540_2,75,0.7668412923812866
99_3540_2,93,0.3333333333333333
99_3555_2,30,0.4741397798061371
99_3555_2,91,0.6666666666666666
99_3558_2,30,0.4307691752910614
99_3558_2,93,0.4
99_3575_2,50,0.6101326942443848
99_3575_2,93,0.5
99_3583_2,18,0.7634406685829163
99_3583_2,93,0.3333333333333333
99_3585_2,50,0.3875032365322113
99_3585_2,89,0.38381728529930115
99_3585_2,93,0.3333333333333333
99_3587_2,30,0.42887693643569946
99_3587_2,51,0.3875899016857147
99_3599_2,75,0.6875972747802734
99_3599_2,93,0.5
99_3602_2,50,0.3264610469341278
99_3602_2,93,0.5
99_3604_2,30,0.7655179500579834
99_3604_2,91,0.3333333333333333
99_3611_2,78,0.35863712430000305
99_3611_2,21,0.34309121966362
99_3615_2,80,0.43953368067741394
99_3615_2,81,0.3267063796520233
99_3618_2,50,0.5112344622612
99_3618_2,93,0.3333333333333333
99_3624_2,50,0.4157196581363678
99_3624_2,93,0.5
99_3628_2,81,0.3461131751537323
99_3628_2,89,0.3254411816596985
99_3725_2,80,0.40668249130249023
99_3725_2,58,0.40635478496551514
99_3761_2,89,0.4462696611881256
99_3761_2,7,0.32399049401283264
99_3766_2,78,0.3586362600326538
99_3766_2,43,0.34310221672058105
99_3805_2,7,0.43183499574661255
99_3805_2,54,0.33435186743736267
99_3811_2,30,0.7655179500579834
99_3811_2,91,0.3333333333333333
99_3825_2,76,0.43415671586990356
99_3825_2,78,0.4185035228729248
99_3832_2,75,0.47122296690940857
99_3832_2,93,0.3333333333333333
99_3874_2,17,0.49516940116882324
99_3874_2,91,0.3333333333333333
99_3881_2,75,0.5666794180870056
99_3881_2,93,0.5
99_3912_2,30,0.7655174732208252
99_3912_2,91,0.3333333333333333
99_3916_2,30,0.7655178904533386
99_3916_2,91,0.3333333333333333
99_3941_2,30,0.6858211159706116
99_3941_2,91,0.3333333333333333
99_3977_2,41,0.40189170837402344
99_3977_2,20,0.36409351229667664
99_3989_2,20,0.4952183961868286
99_3989_2,89,0.32130658626556396
99_3997_2,58,0.5046768188476562
99_3997_2,18,0.3789469301700592
99_4138_2,75,0.7668429017066956
99_4138_2,93,0.3333333333333333
99_4202_2,76,0.4244539737701416
99_4202_2,30,0.39083927869796753
99_4215_2,75,0.5131807923316956
99_4215_2,93,0.3333333333333333
99_4245_2,77,0.6684657335281372
99_4245_2,93,0.42857142857142855
99_4271_2,89,0.4305940568447113
99_4271_2,63,0.3394717574119568
99_4278_2,78,0.45095521211624146
99_4278_2,17,0.3268859088420868
99_4284_2,75,0.6875972747802734
99_4284_2,93,0.5
99_4291_2,78,0.46489715576171875
99_4291_2,89,0.3165165185928345
99_4295_2,63,0.3196774125099182
99_4295_2,91,0.4
99_4326_2,30,0.7655178904533386
99_4326_2,91,0.3333333333333333
99_4353_2,78,0.4764939248561859
99_4353_2,11,0.3008165657520294
99_4364_2,47,0.46122825145721436
99_4364_2,78,0.3912840187549591
99_4371_2,26,0.5545148849487305
99_4371_2,78,0.3349834084510803
99_4375_2,81,0.5542721152305603
99_4375_2,87,0.32955947518348694
99_4384_2,28,0.3447069525718689
99_4384_2,76,0.3437938988208771
99_4394_2,89,0.3408394753932953
99_4394_2,88,0.33795708417892456
99_4396_2,17,0.34369298815727234
99_4396_2,36,0.3429160714149475
99_4398_2,47,0.4547275900840759
99_4398_2,13,0.3587269186973572
99_4407_2,14,0.43280452489852905
99_4407_2,26,0.3272014558315277
99_4418_2,17,0.4554362893104553
99_4418_2,18,0.32097718119621277
99_4424_2,19,0.506512463092804
99_4424_2,26,0.3381550908088684
99_4438_2,45,0.3432956039905548
99_4438_2,70,0.34288325905799866
99_4441_2,78,0.4158429801464081
99_4441_2,89,0.40979889035224915
99_4443_2,28,0.4075499176979065
99_4443_2,45,0.40671032667160034
99_4447_2,72,0.33826786279678345
99_4447_2,52,0.3379882574081421
99_4456_2,47,0.3485226035118103
