FeedbackID,WebAppID,CategoryID,SubjectCleaned,MainTextCleaned,SubjectSpam,MainTextSpam,SpamStatus,Subjectivity,Polarity,TextTokens,Text
3069,99,2,problem discovery,Don t upgrade newest version has a connectivity problem with wifi and won t open ,0,0,0,2,2,"['problem', 'Don', 'upgrade', 'new', 'version', 'connectivity', 'problem', 'wifi', 'win', 'open']",problem discovery Don t upgrade newest version has a connectivity problem with wifi and won t open
3070,99,2,problem discovery,Even after clean install this app crashes over and over nGuys please test updates before releasing them ,0,0,0,2,2,"['problem', 'clean', 'install', 'app', 'crash', 'nGuys', 'test', 'update', 'release']",problem discovery Even after clean install this app crashes over and over nGuys please test updates before releasing them
3071,99,4,information seeking,How could this app fail so completely ,0,0,0,2,2,"['app', 'fail', 'completely']",information seeking How could this app fail so completely
3072,99,4,information seeking,They made it so complicated n difficult to use it was a lot more easier few updates ago I have no idea how to add a note ,0,0,0,2,2,"['complicated', 'difficult', 'use', 'easy', 'update', 'ago', 'idea', 'add', 'note']",information seeking They made it so complicated n difficult to use it was a lot more easier few updates ago I have no idea how to add a note
3073,99,2,problem discovery,It won t remain open for more than 10 seconds before it crashes ,0,0,0,2,2,"['problem', 'win', 'remain', 'open', '10', 'second', 'crash']",problem discovery It won t remain open for more than 10 seconds before it crashes
3074,99,2,problem discovery, n nDeletion and reinstallation of the app has yet to resolve the issue ,0,0,0,2,2,"['problem', 'nDeletion', 'reinstallation', 'app', 'resolve', 'issue']",problem discovery  n nDeletion and reinstallation of the app has yet to resolve the issue
3075,99,2,problem discovery,App keeps freezing and then it crashes ,0,0,0,2,2,"['problem', 'App', 'keep', 'freeze', 'crash']",problem discovery App keeps freezing and then it crashes
3076,99,2,problem discovery,But upon latest upgrade crashes on open ,0,0,0,2,2,"['problem', 'late', 'upgrade', 'crash', 'open']",problem discovery But upon latest upgrade crashes on open
3077,99,4,information giving,Do not upgrade on iPad ,0,0,0,2,2,"['upgrade', 'iPad']",information giving Do not upgrade on iPad
3078,99,2,problem discovery,Very disappointed I can t access my info as premium user ,0,0,0,2,2,"['problem', 'disappointed', 'access', 'info', 'premium', 'user']",problem discovery Very disappointed I can t access my info as premium user
3079,99,2,problem discovery,The newest update crashes repeatedly ,0,0,0,2,2,"['problem', 'new', 'update', 'crash', 'repeatedly']",problem discovery The newest update crashes repeatedly
3080,99,4,information giving,Do not update ,0,0,0,2,2,['update'],information giving Do not update
3081,99,2,problem discovery,Now I can t access any of my notes ,0,0,0,2,2,"['problem', 'access', 'note']",problem discovery Now I can t access any of my notes
3082,99,2,problem discovery,After the latest upgrades there were issues and now it crashes and I cannot access anything ,0,0,0,2,2,"['problem', 'late', 'upgrade', 'issue', 'crash', 'access']",problem discovery After the latest upgrades there were issues and now it crashes and I cannot access anything
3083,99,4,information giving,I have tried to delete and reinstall but that didn t fix the problem ,0,0,0,2,2,"['try', 'delete', 'reinstall', 'didn', 'fix', 'problem']",information giving I have tried to delete and reinstall but that didn t fix the problem
3084,99,2,problem discovery,New version crashes every time on iPhone 5 ,0,0,0,2,2,"['problem', 'new', 'version', 'crash', 'time', 'iPhone', '5']",problem discovery New version crashes every time on iPhone 5
3085,99,5,feature request,Please get a fix out soon ,0,0,0,2,2,"['feature', 'request', 'fix', 'soon']",feature request Please get a fix out soon
3086,99,4,information giving,The new version did not crash in my hand because I deleted it in 5 min and went back to the old version by syncing with iTunes library on my PC ,0,0,0,2,2,"['new', 'version', 'crash', 'hand', 'delete', '5', 'min', 'go', 'old', 'version', 'sync', 'iTunes', 'library', 'pc']",information giving The new version did not crash in my hand because I deleted it in 5 min and went back to the old version by syncing with iTunes library on my PC
3087,99,2,problem discovery, nThe biggest problem for the new version is people like me having 30 notebooks and 80 tags have big trouble switching between notes ,0,0,0,2,2,"['problem', 'nthe', 'big', 'problem', 'new', 'version', 'people', 'like', 'have', '30', 'notebook', '80', 'tag', 'big', 'trouble', 'switch', 'note']",problem discovery  nThe biggest problem for the new version is people like me having 30 notebooks and 80 tags have big trouble switching between notes
3088,99,2,problem discovery,You have to tap several times between each switch ,0,0,0,2,2,"['problem', 'tap', 'time', 'switch']",problem discovery You have to tap several times between each switch
3089,99,2,problem discovery, n nThe second problem is the ugly interface probably for matching the ugly icons of iOS 7 ,0,0,0,2,2,"['problem', 'nThe', 'second', 'problem', 'ugly', 'interface', 'probably', 'match', 'ugly', 'icon', 'iOS', '7']",problem discovery  n nThe second problem is the ugly interface probably for matching the ugly icons of iOS 7
3090,99,2,problem discovery,It crashes ,0,0,0,2,2,"['problem', 'crash']",problem discovery It crashes
3091,99,2,problem discovery,mwingerski If this development team focus on making the App WORK rather than always adding new features I might give this five stars nNew features are totally worthless if I can t even open the app after it updates nDon t bother sending a support request from within the app because no one ever reads it even if you are a premium subscriber ,0,0,0,2,2,"['problem', 'mwingerski', 'development', 'team', 'focus', 'make', 'App', 'work', 'add', 'new', 'feature', 'star', 'nNew', 'feature', 'totally', 'worthless', 'open', 'app', 'update', 'nDon', 'bother', 'send', 'support', 'request', 'app', 'read', 'premium', 'subscriber']",problem discovery mwingerski If this development team focus on making the App WORK rather than always adding new features I might give this five stars nNew features are totally worthless if I can t even open the app after it updates nDon t bother sending a support request from within the app because no one ever reads it even if you are a premium subscriber
3092,99,2,problem discovery,'Unable to sync' this is a past problem ,0,0,0,2,2,"['problem', 'unable', 'sync', 'past', 'problem']",problem discovery 'Unable to sync' this is a past problem
3093,99,4,information giving, nThought I resolved problem when I uninstalled and reinstalled app on my iPhone ,0,0,0,2,2,"['nThought', 'resolve', 'problem', 'uninstalle', 'reinstall', 'app', 'iPhone']",information giving  nThought I resolved problem when I uninstalled and reinstalled app on my iPhone
3094,99,2,problem discovery,Recent update causes Evernote on iOS to fail ,0,0,0,2,2,"['problem', 'recent', 'update', 'cause', 'Evernote', 'iOS', 'fail']",problem discovery Recent update causes Evernote on iOS to fail
3095,99,2,problem discovery,Whit screen of death can t even use ,0,0,0,2,2,"['problem', 'Whit', 'screen', 'death', 'use']",problem discovery Whit screen of death can t even use
3096,99,2,problem discovery,I don t have a problem paying for Premium but not when it includes something so basic and essential that it s a joke to have to pay for ,0,0,0,2,2,"['problem', 'don', 'problem', 'pay', 'Premium', 'include', 'basic', 'essential', 'joke', 'pay']",problem discovery I don t have a problem paying for Premium but not when it includes something so basic and essential that it s a joke to have to pay for
3097,99,4,information seeking,Where is your QA ,0,0,0,2,2,['QA'],information seeking Where is your QA
3098,99,2,problem discovery,Update crashes all the time ,0,0,0,2,2,"['problem', 'Update', 'crash', 'time']",problem discovery Update crashes all the time
3099,99,2,problem discovery,Once again Evernote has launched an update that crashes on both my iPad and iPhone 5S ,0,0,0,2,2,"['problem', 'Evernote', 'launch', 'update', 'crash', 'iPad', 'iPhone', '5S']",problem discovery Once again Evernote has launched an update that crashes on both my iPad and iPhone 5S
3100,99,4,information giving,I even have the Premium version and bought several books on how to use the tool ,0,0,0,2,2,"['Premium', 'version', 'buy', 'book', 'use', 'tool']",information giving I even have the Premium version and bought several books on how to use the tool
3101,99,4,information giving,I think the power just takes a while to understand for each user ,0,0,0,2,2,"['think', 'power', 'take', 'understand', 'user']",information giving I think the power just takes a while to understand for each user
3102,99,4,information giving,Extending the brand into notebooks backpacks coffee mugs and T shirts works for Starbucks because the coffee tastes good and is reliably available ,0,0,0,2,2,"['extend', 'brand', 'notebook', 'backpack', 'coffee', 'mug', 'T', 'shirt', 'work', 'Starbucks', 'coffee', 'taste', 'good', 'reliably', 'available']",information giving Extending the brand into notebooks backpacks coffee mugs and T shirts works for Starbucks because the coffee tastes good and is reliably available
3103,99,2,problem discovery,The last update crashes upon opening on iPad and iPhone ,0,0,0,2,2,"['problem', 'update', 'crash', 'open', 'iPad', 'iPhone']",problem discovery The last update crashes upon opening on iPad and iPhone
3104,99,2,problem discovery,It tries to open for a few seconds then crashes to home screen ,0,0,0,2,2,"['problem', 'try', 'open', 'second', 'crash', 'home', 'screen']",problem discovery It tries to open for a few seconds then crashes to home screen
3105,99,2,problem discovery,I tried uninstalling rebooting reinstall but the same result occurs ,0,0,0,2,2,"['problem', 'try', 'uninstalling', 'reboot', 'reinstall', 'result', 'occur']",problem discovery I tried uninstalling rebooting reinstall but the same result occurs
3106,99,2,problem discovery,Please fix this ASAP ,0,0,0,2,2,"['problem', 'fix', 'ASAP']",problem discovery Please fix this ASAP
3107,99,2,problem discovery,New version crashes on both iPad 2 and iPhone 4S ,0,0,0,2,2,"['problem', 'new', 'version', 'crash', 'iPad', '2', 'iPhone', '4s']",problem discovery New version crashes on both iPad 2 and iPhone 4S
3108,99,2,problem discovery,Please fix app ,0,0,0,2,2,"['problem', 'fix', 'app']",problem discovery Please fix app
3109,99,2,problem discovery,Updates crashes 5s nClean install same n nEvernote help no help nEvernote you ,0,0,0,2,2,"['problem', 'Updates', 'crash', '5s', 'nClean', 'install', 'nEvernote', 'help', 'help', 'nevernote']",problem discovery Updates crashes 5s nClean install same n nEvernote help no help nEvernote you
3110,99,4,information giving,I like it and it s available in all platforms ,0,0,0,2,2,"['like', 'available', 'platform']",information giving I like it and it s available in all platforms
3111,99,2,problem discovery,I love Evernote and have become very reliant on it one of the apps I can t do without however I am without it now because it crashes on open and will not open on iPhone ,0,0,0,2,2,"['problem', 'love', 'Evernote', 'reliant', 'app', 'crash', 'open', 'open', 'iPhone']",problem discovery I love Evernote and have become very reliant on it one of the apps I can t do without however I am without it now because it crashes on open and will not open on iPhone
3112,99,2,problem discovery,Tried to delete and reinstall but it still crashes ,0,0,0,2,2,"['problem', 'try', 'delete', 'reinstall', 'crash']",problem discovery Tried to delete and reinstall but it still crashes
3113,99,2,problem discovery,Sclathos Evernote is not working after upgrade ,0,0,0,2,2,"['problem', 'Sclathos', 'Evernote', 'work', 'upgrade']",problem discovery Sclathos Evernote is not working after upgrade
3114,99,2,problem discovery,It will open but then it crashes and sometimes re opens on its own ,0,0,0,2,2,"['problem', 'open', 'crash', 'open']",problem discovery It will open but then it crashes and sometimes re opens on its own
3115,99,2,problem discovery,You can t open any notes when it does load ,0,0,0,2,2,"['problem', 'open', 'note', 'load']",problem discovery You can t open any notes when it does load
3116,99,2,problem discovery,When I try to take a photo as a note the app crashes ,0,0,0,2,2,"['problem', 'try', 'photo', 'note', 'app', 'crash']",problem discovery When I try to take a photo as a note the app crashes
3117,99,2,problem discovery,7 2 completely crashes on startup on iphone 5 and ipad 3 ,0,0,0,2,2,"['problem', '7', '2', 'completely', 'crash', 'startup', 'iphone', '5', 'ipad', '3']",problem discovery 7 2 completely crashes on startup on iphone 5 and ipad 3
3118,99,2,problem discovery,App crashes on update even after reboot and reinstall ,0,0,0,2,2,"['problem', 'App', 'crash', 'update', 'reboot', 'reinstall']",problem discovery App crashes on update even after reboot and reinstall
3119,99,2,problem discovery,Please address issue ,0,0,0,2,2,"['problem', 'address', 'issue']",problem discovery Please address issue
3120,99,2,problem discovery,One of my all time favorite apps however the latest update makes it unable as it freezes and crashes ,0,0,0,2,2,"['problem', 'time', 'favorite', 'app', 'late', 'update', 'make', 'unable', 'freeze', 'crash']",problem discovery One of my all time favorite apps however the latest update makes it unable as it freezes and crashes
3121,99,2,problem discovery,It s a great program but since the last update last night it just crashes every time I open it ,0,0,0,2,2,"['problem', 'great', 'program', 'update', 'night', 'crash', 'time', 'open']",problem discovery It s a great program but since the last update last night it just crashes every time I open it
3122,99,2,problem discovery, n nI uninstalled it reinstalled it still crashes ,0,0,0,2,2,"['problem', 'ni', 'uninstalle', 'reinstall', 'crash']",problem discovery  n nI uninstalled it reinstalled it still crashes
3123,99,2,problem discovery,I uninstalled it did a clean boot installed again still crashes Evernote please fix this ASAP ,0,0,0,2,2,"['problem', 'uninstalle', 'clean', 'boot', 'instal', 'crash', 'Evernote', 'fix', 'ASAP']",problem discovery I uninstalled it did a clean boot installed again still crashes Evernote please fix this ASAP
3124,99,4,information giving,You must get this app one of the best ,0,0,0,2,2,"['app', 'good']",information giving You must get this app one of the best
3125,99,4,information giving,Probably the best app available so easy to use and it makes a lot of fun nLove using it on my iPhone too ,0,0,0,2,2,"['probably', 'good', 'app', 'available', 'easy', 'use', 'make', 'fun', 'nLove', 'iPhone']",information giving Probably the best app available so easy to use and it makes a lot of fun nLove using it on my iPhone too
3126,99,4,information giving,Also has practical uses show pictures to hair stylist pin recipes so you know what you need at the store etc ,0,0,0,2,2,"['practical', 'use', 'picture', 'hair', 'stylist', 'pin', 'recipe', 'know', 'need', 'store', 'etc']",information giving Also has practical uses show pictures to hair stylist pin recipes so you know what you need at the store etc
3127,99,4,information giving,I love this app i think it is the best out there i recommend this to anyone who loves to kill time on their computer ,0,0,0,2,2,"['love', 'app', 'think', 'good', 'recommend', 'love', 'kill', 'time', 'computer']",information giving I love this app i think it is the best out there i recommend this to anyone who loves to kill time on their computer
3128,99,2,problem discovery,Only complaint is you can t change then orientation which is especially bothersome for videos ,0,0,0,2,2,"['problem', 'complaint', 'change', 'orientation', 'especially', 'bothersome', 'video']",problem discovery Only complaint is you can t change then orientation which is especially bothersome for videos
3129,99,5,feature request,This is a little inconvenient and could be improved ,0,0,0,2,2,"['feature', 'request', 'little', 'inconvenient', 'improve']",feature request This is a little inconvenient and could be improved
3130,99,4,information giving,I do not feel the need to be notified when someone creates a new board ,0,0,0,2,2,"['feel', 'need', 'notify', 'create', 'new', 'board']",information giving I do not feel the need to be notified when someone creates a new board
3131,99,4,information giving,I haven t had any problems with this app ,0,0,0,2,2,"['haven', 'problem', 'app']",information giving I haven t had any problems with this app
3132,99,4,information giving,It is so much fun and gives you so many ideas of how to approach life ,0,0,0,2,2,"['fun', 'give', 'idea', 'approach', 'life']",information giving It is so much fun and gives you so many ideas of how to approach life
3133,99,4,information giving,There are also great cleaning ideas and personal ideas like how to make your own facial scrub ,0,0,0,2,2,"['great', 'clean', 'idea', 'personal', 'idea', 'like', 'facial', 'scrub']",information giving There are also great cleaning ideas and personal ideas like how to make your own facial scrub
3134,99,2,problem discovery,My only problem with Pinterest is I lose track of time when I m on it ,0,0,0,2,2,"['problem', 'problem', 'Pinterest', 'lose', 'track', 'time']",problem discovery My only problem with Pinterest is I lose track of time when I m on it
3135,99,5,feature request,It would be nice if it would let you start typing the name of the board and it would pull it up ,0,0,0,2,2,"['feature', 'request', 'nice', 'let', 'start', 'type', 'board', 'pull']",feature request It would be nice if it would let you start typing the name of the board and it would pull it up
