FeedbackID,WebAppID,CategoryID,SubjectCleaned,MainTextCleaned,SubjectSpam,MainTextSpam,SpamStatus
3036,99,5,feature request,U Dropbox employers improved mostly everything but in the app it should have the ability to rename files whereas the web version can ,0,0,0
3037,99,5,feature request,Ask me if I would like to use background uploading only once and remember my preference don t pester me every time I open the app to turn that feature on ,0,0,0
3038,99,2,problem discovery,I ve been a loyal EN fan for years but just this week it s frozen and after reinstalling on both my iPad and iPhone it crashes each time I open it ,0,0,0
3039,99,4,information giving,Holidays are here and I m a disorganized mess without EN ,0,0,0
3040,99,2,problem discovery,For some reason it doesn t quite feel user friendly to me just yet ,0,0,0
3041,99,4,information giving,And it s all available on iPad and iPhone ,0,0,0
3042,99,2,problem discovery,Latest version crashes on launch on my iPad in iOS 7 ,0,0,0
3043,99,2,problem discovery,I need my notes ,0,0,0
3044,99,4,information giving,Contacted Evernote support they are working on the fix ,0,0,0
3045,99,4,information giving,240 notes I can t see ,0,0,0
3046,99,2,problem discovery,It crashes all the time and the only way I can resolve is uninstall reinstall the app ,0,0,0
3047,99,2,problem discovery,The new version crashes on startup on my iPhone and iPad ,0,0,0
3048,99,2,problem discovery,Deleting app and reinstalling does not work either ,0,0,0
3049,99,2,problem discovery,The latest version crashes on launch for my iPhone 5s ,0,0,0
3050,99,2,problem discovery,This is the third update in 3 months that has crashed upon installation for me ,0,0,0
3051,99,2,problem discovery,Just crashes ,0,0,0
3052,99,4,information giving,Got the latest update and now it will not open on my phone ,0,0,0
3053,99,4,information giving,Please fix this ASAP ,0,0,0
3054,99,2,problem discovery,Now it crashes when loading ,0,0,0
3055,99,4,information giving,Please fix it ,0,0,0
3056,99,4,information giving,The latest interface is substandard from a useability standpoint besides being ugly and the latest version will not launch on my iPhone 5 ,0,0,0
3057,99,4,information giving,Do not update ,0,0,0
3058,99,2,problem discovery,Latest update crashes every time on startup on 5S ,0,0,0
3059,99,2,problem discovery,I count on Evernote for many things across many devices but now the app just crashes on my iPhone 5 ,0,0,0
3060,99,4,information giving,Please fix it or at least let us know you are working on this ,0,0,0
3061,99,2,problem discovery,Latest update crashes ,0,0,0
3062,99,4,information giving,If you are having problems with the latest Evernote update here s the fix n nIf you installed the latest update Evernote is still crashing n nGo to Settings Privacy Contacts look for Evernote select OFF ,0,0,0
3063,99,2,problem discovery,Just crashes shortly upon launch ,0,0,0
3064,99,4,information giving,Evernote please fix ASAP ,0,0,0
3065,99,4,information giving,I will not use a note application I can t trust not to lose my information ,0,0,0
3066,99,2,problem discovery,Since IOS 7 2 it continues to crash upon opening ,0,0,0
3067,99,2,problem discovery,It let me down AT THE HOSPITAL where I needed Medication List Healthcare Power of Attorney and Living Will ,0,0,0
3068,99,2,problem discovery,Epic FAIL ,0,0,0
3069,99,2,problem discovery,Don t upgrade newest version has a connectivity problem with wifi and won t open ,0,0,0
3070,99,2,problem discovery,Even after clean install this app crashes over and over nGuys please test updates before releasing them ,0,0,0
3071,99,4,information seeking,How could this app fail so completely ,0,0,0
3072,99,4,information seeking,They made it so complicated n difficult to use it was a lot more easier few updates ago I have no idea how to add a note ,0,0,0
3073,99,2,problem discovery,It won t remain open for more than 10 seconds before it crashes ,0,0,0
3074,99,2,problem discovery, n nDeletion and reinstallation of the app has yet to resolve the issue ,0,0,0
3075,99,2,problem discovery,App keeps freezing and then it crashes ,0,0,0
3076,99,2,problem discovery,But upon latest upgrade crashes on open ,0,0,0
3077,99,4,information giving,Do not upgrade on iPad ,0,0,0
3078,99,2,problem discovery,Very disappointed I can t access my info as premium user ,0,0,0
3079,99,2,problem discovery,The newest update crashes repeatedly ,0,0,0
3080,99,4,information giving,Do not update ,0,0,0
3081,99,2,problem discovery,Now I can t access any of my notes ,0,0,0
3082,99,2,problem discovery,After the latest upgrades there were issues and now it crashes and I cannot access anything ,0,0,0
3083,99,4,information giving,I have tried to delete and reinstall but that didn t fix the problem ,0,0,0
3084,99,2,problem discovery,New version crashes every time on iPhone 5 ,0,0,0
3085,99,5,feature request,Please get a fix out soon ,0,0,0
3086,99,4,information giving,The new version did not crash in my hand because I deleted it in 5 min and went back to the old version by syncing with iTunes library on my PC ,0,0,0
3087,99,2,problem discovery, nThe biggest problem for the new version is people like me having 30 notebooks and 80 tags have big trouble switching between notes ,0,0,0
3088,99,2,problem discovery,You have to tap several times between each switch ,0,0,0
3089,99,2,problem discovery, n nThe second problem is the ugly interface probably for matching the ugly icons of iOS 7 ,0,0,0
3090,99,2,problem discovery,It crashes ,0,0,0
3091,99,2,problem discovery,mwingerski If this development team focus on making the App WORK rather than always adding new features I might give this five stars nNew features are totally worthless if I can t even open the app after it updates nDon t bother sending a support request from within the app because no one ever reads it even if you are a premium subscriber ,0,0,0
3092,99,2,problem discovery,'Unable to sync' this is a past problem ,0,0,0
3093,99,4,information giving, nThought I resolved problem when I uninstalled and reinstalled app on my iPhone ,0,0,0
3094,99,2,problem discovery,Recent update causes Evernote on iOS to fail ,0,0,0
3095,99,2,problem discovery,Whit screen of death can t even use ,0,0,0
3096,99,2,problem discovery,I don t have a problem paying for Premium but not when it includes something so basic and essential that it s a joke to have to pay for ,0,0,0
3097,99,4,information seeking,Where is your QA ,0,0,0
3098,99,2,problem discovery,Update crashes all the time ,0,0,0
3099,99,2,problem discovery,Once again Evernote has launched an update that crashes on both my iPad and iPhone 5S ,0,0,0
3100,99,4,information giving,I even have the Premium version and bought several books on how to use the tool ,0,0,0
3101,99,4,information giving,I think the power just takes a while to understand for each user ,0,0,0
3102,99,4,information giving,Extending the brand into notebooks backpacks coffee mugs and T shirts works for Starbucks because the coffee tastes good and is reliably available ,0,0,0
3103,99,2,problem discovery,The last update crashes upon opening on iPad and iPhone ,0,0,0
3104,99,2,problem discovery,It tries to open for a few seconds then crashes to home screen ,0,0,0
3105,99,2,problem discovery,I tried uninstalling rebooting reinstall but the same result occurs ,0,0,0
3106,99,2,problem discovery,Please fix this ASAP ,0,0,0
3107,99,2,problem discovery,New version crashes on both iPad 2 and iPhone 4S ,0,0,0
3108,99,2,problem discovery,Please fix app ,0,0,0
3109,99,2,problem discovery,Updates crashes 5s nClean install same n nEvernote help no help nEvernote you ,0,0,0
3110,99,4,information giving,I like it and it s available in all platforms ,0,0,0
3111,99,2,problem discovery,I love Evernote and have become very reliant on it one of the apps I can t do without however I am without it now because it crashes on open and will not open on iPhone ,0,0,0
3112,99,2,problem discovery,Tried to delete and reinstall but it still crashes ,0,0,0
3113,99,2,problem discovery,Sclathos Evernote is not working after upgrade ,0,0,0
3114,99,2,problem discovery,It will open but then it crashes and sometimes re opens on its own ,0,0,0
3115,99,2,problem discovery,You can t open any notes when it does load ,0,0,0
3116,99,2,problem discovery,When I try to take a photo as a note the app crashes ,0,0,0
3117,99,2,problem discovery,7 2 completely crashes on startup on iphone 5 and ipad 3 ,0,0,0
3118,99,2,problem discovery,App crashes on update even after reboot and reinstall ,0,0,0
3119,99,2,problem discovery,Please address issue ,0,0,0
3120,99,2,problem discovery,One of my all time favorite apps however the latest update makes it unable as it freezes and crashes ,0,0,0
3121,99,2,problem discovery,It s a great program but since the last update last night it just crashes every time I open it ,0,0,0
3122,99,2,problem discovery, n nI uninstalled it reinstalled it still crashes ,0,0,0
3123,99,2,problem discovery,I uninstalled it did a clean boot installed again still crashes Evernote please fix this ASAP ,0,0,0
3124,99,4,information giving,You must get this app one of the best ,0,0,0
3125,99,4,information giving,Probably the best app available so easy to use and it makes a lot of fun nLove using it on my iPhone too ,0,0,0
3126,99,4,information giving,Also has practical uses show pictures to hair stylist pin recipes so you know what you need at the store etc ,0,0,0
3127,99,4,information giving,I love this app i think it is the best out there i recommend this to anyone who loves to kill time on their computer ,0,0,0
3128,99,2,problem discovery,Only complaint is you can t change then orientation which is especially bothersome for videos ,0,0,0
3129,99,5,feature request,This is a little inconvenient and could be improved ,0,0,0
3130,99,4,information giving,I do not feel the need to be notified when someone creates a new board ,0,0,0
3131,99,4,information giving,I haven t had any problems with this app ,0,0,0
3132,99,4,information giving,It is so much fun and gives you so many ideas of how to approach life ,0,0,0
3133,99,4,information giving,There are also great cleaning ideas and personal ideas like how to make your own facial scrub ,0,0,0
3134,99,2,problem discovery,My only problem with Pinterest is I lose track of time when I m on it ,0,0,0
3135,99,5,feature request,It would be nice if it would let you start typing the name of the board and it would pull it up ,0,0,0
3136,99,4,information giving,Thank you for adding more secret boards ,0,0,0
3137,99,4,information giving,I have lots of recipes on here and when I m trying to find that recipe I made a year ago so I can make dinner it s frustrating that I can t search for it and find it quickly ,0,0,0
3138,99,2,problem discovery,Some minor problems happens often but still love this app ,0,0,0
3139,99,4,information giving,You can use it for anything and it s so easy to use ,0,0,0
3140,99,2,problem discovery,If there is a way to do this it isn t intuitive ,0,0,0
3141,99,5,feature request, I m kinda technologically challenged I admit but ideally the app should be programmed and designed with people like me in mind ,0,0,0
3142,99,4,information giving,It s always up to date and never crashes ,0,0,0
3143,99,2,problem discovery,The only issue is that the search function for your own pins is not very accurate ,0,0,0
3144,99,2,problem discovery,Its good but it can use a bit of an improvement like sometimes the pictures just doesnt show and it takes a while for it to get back but that would be it ,0,0,0
3145,99,4,information giving,Works smoothly and easily every time I use the app can t say that about all apps ,0,0,0
3146,99,4,information giving,Love this app and it s not crashing for me anymore ,0,0,0
3147,99,5,feature request,I wish there was a way to put my boards in alphabetical order without moving them all individually ,0,0,0
3148,99,4,information giving,I love that you are now able to pin from your clipboard ,0,0,0
3149,99,4,information giving,I like everything about this app except the fact that I can t pin anything from my iPhone ,0,0,0
3150,99,4,information seeking,My only complaint would be that if a pin is reported as a possible threat why isn t it removed ,0,0,0
3151,99,4,information giving,Haven t had any problems on iPhone 5 ,0,0,0
3152,99,4,information giving,When I wake up in the middle of the night I just grab my phone and start pinning ,0,0,0
3153,99,2,problem discovery,Please fix this problem and let us pin more than that ,0,0,0
3154,99,2,problem discovery,The app on my iPad regularly crashes ,0,0,0
3155,99,2,problem discovery,I can be bombarded with ads anywhere I don t need to sit and browse through them ,0,0,0
3156,99,4,information giving,I ve never had an issue with it crashing ,0,0,0
3157,99,4,information giving,My only problem with it is the fact I say just 2 more minutes and they turn into hours ,0,0,0
3158,99,2,problem discovery,However it has crashed a couple of times recently on the iPad ,0,0,0
3159,99,4,information giving,I might use it 50 times a day just for home made goodies alone ,0,0,0
3160,99,4,information giving, n Absolutely HATE the new way they list the categories with a picture please go back to the old list or let us choose which we d like to use ,0,0,0
3161,99,4,information giving,They updated the app and it is a lot better ,0,0,0
3162,99,4,information giving,Luckily I don t have the crashing issue or I would probably have to cry lol ,0,0,0
3163,99,4,information giving,I could not tell you how many fun ideas I have tried and loved because of Pinterest ,0,0,0
3164,99,4,information giving,I think it s much easier to pin things on the app than it is to pin them on the website ,0,0,0
3165,99,4,information giving,I love looking at wedding stuff to help me plan my upcoming wedding ,0,0,0
3166,99,5,feature request,I like pinterest a lot but it really needs to be managed better ,0,0,0
3167,99,4,information giving,Adding 12 24 13 do not like updated fragmented boards ,0,0,0
3168,99,4,information giving,Use it just about everyday ,0,0,0
3169,99,2,problem discovery,Frequent app crashes on my iPad please fix this bug ,0,0,0
3170,99,4,information giving,Pinterest is my go to when I need an idea for anything hair styles crafting cooking whatever ,0,0,0
3171,99,2,problem discovery, n n update for new version n nI preferred the last layout and it STILL crashes when the orientation changes and at random too ,0,0,0
3172,99,2,problem discovery,Why put the effort into a new layout and not fix major bugs ,0,0,0
3173,99,5,feature request,I feel that they need to remove them ,0,0,0
3174,99,4,information giving,Will think of other improvements that may be needed when I think of them ,0,0,0
3175,99,2,problem discovery,Please fix the bugs ,0,0,0
3176,99,2,problem discovery,Does the job you need it for but occasional crashes I use it daily and it probably crashes once a week can be a nuisance but just briefly ,0,0,0
3177,99,2,problem discovery,Will lock up and crash often ,0,0,0
3178,99,2,problem discovery,Sha chey Renee This new update crashes when I click on images and I can t see my followers and who s following me please change this ,0,0,0
3179,99,2,problem discovery,I would have given it 5 stars except it crashes for no reason whatever you were looking at is lost ,0,0,0
3180,99,4,information seeking,Why was this feature removed ,0,0,0
3181,99,2,problem discovery,Please fix this soon ,0,0,0
3182,99,2,problem discovery,I want to change the covers on my boards but you can t do that in this update please fix it or if you got rid of it please bring it back ,0,0,0
3183,99,2,problem discovery,However in the last update something happened and now the app crashes constantly and when I can get in all my pictures are gone ,0,0,0
3184,99,2,problem discovery,The only thing is it crashes a lot ,0,0,0
3185,99,4,information giving,HomelessDragon Says I need to grant access to log in via Facebook ,0,0,0
3186,99,2,problem discovery,I find it very annoying that Pinterest keeps crashing literally every few minutes didn t have this problem before ,0,0,0
3187,99,2,problem discovery,It will work fine sometimes but since the new update if I leave and come back to the app the images won t show up ,0,0,0
3188,99,5,feature request,Please change it back to how it was before ,0,0,0
3189,99,2,problem discovery,I ve seen many people have this issue and currently mine takes up 1 5 gb of my memory because it saves every single photo u pin or look at in the cache ,0,0,0
3190,99,4,information giving,Never had an issue with it ,0,0,0
3191,99,5,feature request,Very annoyed that I can t delete pins from notifications tab ,0,0,0
3192,99,4,information giving,Whether I need some inspiration in planning a birthday party motivation to work out or outfit ideas Pinterest is my first stop ,0,0,0
3193,99,4,information giving,It is the one if the best apps ever created and is very useful and fun to look at ,0,0,0
3194,99,4,information giving,It s cool how you can save the things you like as well ,0,0,0
3195,99,4,information seeking, n n However I don t know if there is a way to contact Pinterest in order to suggest ideas for the app s improvement ,0,0,0
3196,99,5,feature request, n I would like to suggest the idea that Pinterest create folders for our boards ,0,0,0
3197,99,5,feature request,I think we should get more ,0,0,0
3198,99,2,problem discovery,Now I have to scroll through all of them instead of just touching a letter to find the board ,0,0,0
3199,99,4,information giving,I just love this app ,0,0,0
3200,99,4,information giving,It is great to be able to see the details I need without wasting paper or taking up a lot of space on my small table ,0,0,0
3201,99,4,information giving,My iPad no longer crashes so I m a happy camper about that ,0,0,0
3202,99,2,problem discovery,Please undo this terrible update ,0,0,0
3203,99,2,problem discovery,While aesthetically better looking it does not work well ,0,0,0
3204,99,2,problem discovery,The new updates are causing problems first it was crashing my iPad almost every day ,0,0,0
3205,99,2,problem discovery,Now it won t load correctly pictures missing and my boards are missing cover pics which I can t even edit because there s no option to change the picture anymore ,0,0,0
3206,99,4,information giving,Smash lover Pinterest is like a social media drug once you have a little you need a lot ,0,0,0
3207,99,2,problem discovery,Bdmama13 I love the app but I can t pin from etsy or other websites with the Pinterest button on the iPad mini ,0,0,0
3208,99,2,problem discovery,Wouldn t let me update the app ,0,0,0
3209,99,2,problem discovery,Since update can t login with my Fb acct ,0,0,0
3210,99,4,information giving,The app was great please fix ,0,0,0
3211,99,4,information seeking,I want to know if anybody is having the problem about an update on Pinterest ,0,0,0
3212,99,4,information giving,I need my App back ,0,0,0
3213,99,2,problem discovery,When I try to update it says that the app is no longer available ,0,0,0
3214,99,2,problem discovery,I cant get the app it says its no longer available ,0,0,0
3215,99,2,problem discovery,Trying to update and keeps saying the item I m trying to purchase is not available ,0,0,0
3216,99,2,problem discovery,Um I m not trying to purchase I m trying to update please fix ASAP now it s saying can t connect to iTunes I m getting frustrated ,0,0,0
3217,99,2,problem discovery,I uninstalled it because when I tried to update it said What you ve tried to buy is no longer available ,0,0,0
3218,99,2,problem discovery,Now I can t reinstall ,0,0,0
3219,99,2,problem discovery,I was trying to update my phone but it s telling me that Pinterest is no longer available ,0,0,0
3220,99,2,problem discovery,When the update came I tried to update it but it said that It wouldn t let me ,0,0,0
3221,99,4,information giving,I love Pinterest and always wished there was some way to go easily from pin to pin on a board or category ,0,0,0
3222,99,4,information giving,I was excited to see that they added the swiping feature in the latest update ,0,0,0
3223,99,2,problem discovery,Tried to update this app the update is for bug fixes and it tells me the item I m trying to buy is no longer available ,0,0,0
3224,99,2,problem discovery,Now it says not available to purchase ,0,0,0
3225,99,2,problem discovery,For some reason it s not letting me update 'this update is no longer available' and then it deleted my app,0,0,0
3226,99,2,problem discovery,So I tried uninstalling and reinstalling it but now it won t let me download the app ,0,0,0
3227,99,2,problem discovery,It says 'The item you tried to buy is no longer available ',0,0,0
3228,99,4,information giving,grlnxtdr2 u 978 My Pinterest app is saying it needs an update but I am getting this message when I choose update ,0,0,0
3229,99,4,information seeking,Can I not download the app ,0,0,0
3230,99,4,information giving,It says it s no longer available ,0,0,0
3231,99,4,information seeking,What happened ,0,0,0
3232,99,2,problem discovery,magirlokmynameisnicky It won t let me create an account at all I think it is a bug or something ,0,0,0
3233,99,4,information seeking,What is the problem since the update ,0,0,0
3234,99,2,problem discovery,Of course I adore Pinterest but the app always has bugs and the last update has made Pinterest completely unusable ,0,0,0
3235,99,4,information giving,I need my Pinterest ,0,0,0
3236,99,2,problem discovery,I can t even open the app after it s latest update ,0,0,0
3237,99,2,problem discovery,The only thing wrong is when I go to repin something I go to write a description and click on the box but it crashes ,0,0,0
3238,99,2,problem discovery,I cannot access my notifications anymore and when I try to change captions I can t Why can t I post comments anymore ,0,0,0
3239,99,2,problem discovery,I love love Pintrest but hate that it sometimes crashes since iOS 7 has come out never had that problem before but for that issue a great app ,0,0,0
3240,99,4,information giving,You just put your finger on the pin picture and instantly you have options that POP up ,0,0,0
3241,99,4,information giving,Do not like the new update ,0,0,0
3242,99,4,information giving,Works great and I ve nvr had a problem with it or gotten a bad idea off Pinterest ,0,0,0
3243,99,2,problem discovery,The only issue I have is that it s sensitive ,0,0,0
3244,99,2,problem discovery,Other than after I updated it it crashes every other time I use it ,0,0,0
3245,99,2,problem discovery,The only problem is when I get on I don t want to stop ,0,0,0
3246,99,2,problem discovery,I can look at pins but I can t do much else for the last two days ,0,0,0
3247,99,2,problem discovery,The app shuts down won t load some pins and I can t edit pins ,0,0,0
3248,99,2,problem discovery,It was perfect before I updated it 2 minutes ago ,0,0,0
3249,99,4,information giving,Love it because it is more portable than my computer so I can use it working out or cooking in the kitchen ,0,0,0
3250,99,2,problem discovery,It s like 3 4 of them are missing ,0,0,0
3251,99,2,problem discovery,With the updates you forgot to put back to edit board cover for iPad users ,0,0,0
3252,99,4,information giving,Pinterest is the best tool for fashion designers who needs to draw inspirations from different culture and historical era ,0,0,0
3253,99,2,problem discovery,Can t view pins all notifications have disappeared crashes constantly ,0,0,0
3254,99,5,feature request, nWish i could have more than 3 secret boards please add the feature ,0,0,0
3255,99,4,information giving,Online hoarding what could be better ,0,0,0
3256,99,2,problem discovery,Please fix this bug problem Thank you ,0,0,0
3257,99,2,problem discovery,Way to fail Pinterest ,0,0,0
3258,99,4,information giving,This App as created an addition for Pinterest that I didn t have before ,0,0,0
3259,99,4,information giving,the app is amazing in my iphone but when I use it on my computer its annoying when I have to pin because it isnt fast to do it so I dont like in my computer I just rather to use it on my iphone but besides that I just love it ,0,0,0
3260,99,4,information giving,I can t live without it ,0,0,0
3261,99,5,feature request,I liked having the letters on the side so I didn t have to roll through my entire list of boards to pin something ,0,0,0
3262,99,5,feature request,Please find a way to sort the DIY and Etsy stuff apart from each other it s frustrating to click on a project only to find you ve been diverted to an Etsy store ,0,0,0
3263,99,4,information giving,When you need any sort of idea all you have to do is check Pinterest ,0,0,0
3264,99,4,information giving,I absolutely recommend Pinterest although it is addicting ,0,0,0
3265,99,4,information giving,If you use Pinterest you need this app ,0,0,0
3266,99,2,problem discovery,Sometime I can t click to go to websites but overall good app ,0,0,0
3267,99,5,feature request,I still feel all these larger companies should have the email synch up with my app so when I get an alert and click on the email it should go to my app not the web page ,0,0,0
3268,99,4,information giving,Now however I just like it they decided to change the entire way you pin the look of everything and made all the type small and not as colorful and pleading to the eye ,0,0,0
3269,99,4,information giving,I would never be able to see so many of the wonderful things the world has to offer if not for Pinterest ,0,0,0
3270,99,4,information giving,Love using Pinterest to research all kinds of things and usually find info more appropriate for what I want to know then on other search engines ,0,0,0
3271,99,2,problem discovery,However it constantly crashes and freezes ,0,0,0
3272,99,2,problem discovery,Love using the app but very very annoying they need to fix all the glitches ,0,0,0
3273,99,4,information giving,I love that if I need an idea for a craft or have a stain on my carpet I can find ideas or solution for just about everything ,0,0,0
3274,99,4,information giving,I learn how to do so many things from Pinterest ,0,0,0
3275,99,4,information giving,Learned how to cut my own hair ,0,0,0
3276,99,4,information giving,I don t know why some people put one star but they made a mistake ,0,0,0
3277,99,4,information seeking,How could you not love it ,0,0,0
3278,99,2,problem discovery,Up until like a week ago I ve never had a problem with it before so I don t understand what s going on now ,0,0,0
3279,99,2,problem discovery,They need to get this fixed and fast ,0,0,0
3280,99,2,problem discovery, nMy only qualm is not being able to easily save pictures ,0,0,0
3281,99,4,information giving,That s a minor issue though ,0,0,0
3282,99,4,information giving,I love Pinterest the apps are more user friendly than the website BUT there needs to be a way to mark where you stopped browsing on your home feed ,0,0,0
3283,99,4,information giving,App never crashes anymore ,0,0,0
3284,99,4,information giving,It s helping me to plan a bunch of different things I want to accomplish in the future and I am so excited for that ,0,0,0
3285,99,4,information giving,There are quite a few pins that you click on and it will only pull up a picture or take you to a completely different page but other than that when you find those pages that take you right where you need to be there s a world of wonders out there ,0,0,0
3286,99,4,information giving,Like any other App it might have its moments but all in all it s fantastic ,0,0,0
3287,99,4,information giving,So glad they made this into an app ,0,0,0
3288,99,4,information seeking,Why did you change Pinterest with the last update ,0,0,0
3289,99,4,information seeking,Why do you change things that were not broken ,0,0,0
3290,99,4,information giving,I have made many recipes and DIY projects ,0,0,0
3291,99,4,information giving,It has given me ideas in on how to renovate my kitchen teach algebra to my kids build a mud room etc ,0,0,0
3292,99,4,information giving,Great site need to improve stability ,0,0,0
3293,99,4,information giving,There is anything and everything that you could ever want or think of on this one site ,0,0,0
3294,99,4,information giving,I love that you can pin without having to click through a million different things ,0,0,0
3295,99,4,information giving,No crashes ,0,0,0
3296,99,4,information giving,Now that the app is better I need an app for more time in the day ,0,0,0
3297,99,2,problem discovery,I almost never have any issues with it except sometimes the notifications won t refresh or sometimes the notifications take days to show up ,0,0,0
3298,99,4,information giving,I think it s cool you can swipe through apps but I did like the feature when you could swipe back to the previous page which you can t do anymore ,0,0,0
3299,99,4,information giving,Great ideas like minded people but the organization for my brain is the best ,0,0,0
3300,99,4,information giving,There have been times when the pins take a long time to load but overall it s a great app and I recommend it to anyone ,0,0,0
3301,99,2,problem discovery,Ever since the iOS 7 update the app crashes whenever I try to look at my notifications ,0,0,0
3302,99,4,information giving,Best app site ever lots of information and you can find everything you need ,0,0,0
3303,99,4,information giving,I ve never had any problems always works well ,0,0,0
3304,99,4,information giving,Love it and the new easier way to pin by just holding down the item ,0,0,0
3305,99,4,information seeking,And what happened to being able to pin a photo to my fb wall ,0,0,0
3306,99,2,problem discovery,I love the app but it crashes only 5 minuets into searching and looking on it ,0,0,0
3307,99,4,information giving,It s easy works well and is a million times more organized than I know how to be ,0,0,0
3308,99,4,information giving,I m on it all the time and love how you can organize your boards ,0,0,0
3309,99,4,information giving,I never have problems with crashing ,0,0,0
3310,99,2,problem discovery,Love Pinterest but the app crashes from time to time ,0,0,0
3311,99,4,information giving,It s easy to use and you can find anything you need with just a little searching and effort ,0,0,0
3312,99,2,problem discovery,Love Pinterest but will just crash when I try too look at pin notices ,0,0,0
3313,99,2,problem discovery,The only problem is I spend too much time on it ,0,0,0
3314,99,2,problem discovery,Only problems I have are there s no multiple upload option ,0,0,0
3315,99,5,feature request,Would be nice to easily move pins if pinned mistakingly to wrong bored ,0,0,0
3316,99,4,information giving,Old way was fine ,0,0,0
3317,99,4,information giving,Still could use a few minor tweaks but overall very good ,0,0,0
3318,99,4,information giving,Please restore it back the way it was ,0,0,0
3319,99,2,problem discovery,Brynnmlj Every time I open my feed it crashes same with my profile ,0,0,0
3320,99,2,problem discovery,They need to make some fixes ,0,0,0
3321,99,4,information seeking,Why can you drag and drop whole boards but not the pins within a board ,0,0,0
3322,99,4,information giving,Recently many updates including the ability to swipe to pin as well as sending pins to another user have added such great quality to the app ,0,0,0
3323,99,4,information giving, p n nI highly recommend this app ,0,0,0
3324,99,2,problem discovery,Notifications are broken and can t access sent pins ,0,0,0
3325,99,4,information giving,I may be slightly addicted to it ,0,0,0
3326,99,2,problem discovery,I don t like how you have to comment on them now how i have to scroll through all my boards to get to one and I really hate how you cant have more than one board open at a time with the x s in the corner ,0,0,0
3327,99,2,problem discovery,The bottom just doesn t work for me ,0,0,0
3328,99,2,problem discovery,This is my favorite app in the world but all of a sudden it starting to crash again and it is really annoying PLEASE FIX THIS ,0,0,0
3329,99,4,information giving,Great way to pass the time when u need good ideas ,0,0,0
3330,99,4,information giving,Once you start you can t stop ,0,0,0
3331,99,4,information giving,I love looking at the crisp beautiful images great ideas that are easy to categorize ,0,0,0
3332,99,2,problem discovery,The only thing I hate is the bug that shut it s down usually when I inadvertently have too many windows open ,0,0,0
3333,99,4,information giving,I m addicted everyone should have a Pinterest ,0,0,0
3334,99,4,information giving,So far so good haven t had any problems with it ,0,0,0
3335,99,2,problem discovery,Sure would be nice if the app didn t crash so often while I m pinning or just freezes ,0,0,0
3336,99,4,information giving,More updates need to be included with this app in order to keep it moving ,0,0,0
